timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
0.00;270.00;test0;-E2_0;5.10;0.00;8.91;test;144.90;1.60
1.00;90.00;f1.0;E0_0;5.10;0.00;7.12;CarA;-44.90;-1.60
1.00;270.00;f2.0;-E2_0;5.10;0.00;0.45;CarA;144.90;1.60
1.00;270.00;test0;-E2_0;14.45;0.00;9.35;test;135.55;1.60
2.00;90.00;f1.0;E0_0;14.89;0.00;9.79;CarA;-35.11;-1.60
2.00;90.00;f1.1;E0_0;5.10;0.00;5.90;CarC;-44.90;-1.60
2.00;270.00;f2.0;-E2_0;9.73;0.00;4.63;CarA;140.27;1.60
2.00;270.00;test0;-E2_0;24.45;0.00;10.00;test;125.55;1.60
3.00;90.00;f1.0;E0_0;23.48;0.00;8.58;CarA;-26.52;-1.60
3.00;90.00;f1.1;E0_0;11.58;0.00;6.48;CarC;-38.42;-1.60
3.00;270.00;f2.0;-E2_0;16.55;0.00;6.82;CarA;133.45;1.60
3.00;270.00;f2.1;-E2_0;5.10;0.00;5.45;CarB;144.90;1.60
3.00;270.00;test0;-E2_0;34.40;0.00;9.95;test;115.60;1.60
4.00;90.00;f1.0;E0_0;32.73;0.00;9.26;CarA;-17.27;-1.60
4.00;90.00;f1.1;E0_0;18.38;0.00;6.80;CarC;-31.62;-1.60
4.00;90.00;f1.2;E0_0;5.10;0.00;6.29;CarB;-44.90;-1.60
4.00;270.00;f2.0;-E2_0;23.30;0.00;6.75;CarA;126.70;1.60
4.00;270.00;f2.1;-E2_0;9.07;0.00;3.97;CarB;140.93;1.60
4.00;270.00;test0;-E2_0;43.71;0.00;9.31;test;106.29;1.60
5.00;90.00;f1.0;E0_0;42.05;0.00;9.32;CarA;-7.95;-1.60
5.00;90.00;f1.1;E0_0;25.81;0.00;7.43;CarC;-24.19;-1.60
5.00;90.00;f1.2;E0_0;11.32;0.00;6.22;CarB;-38.68;-1.60
5.00;270.00;f2.0;-E2_0;30.16;0.00;6.85;CarA;119.84;1.60
5.00;270.00;f2.1;-E2_0;16.05;0.00;6.97;CarB;133.95;1.60
5.00;270.00;test0;-E2_0;48.52;0.00;4.81;test;101.48;1.60
6.00;90.00;f1.0;link_0;1.28;0.00;9.33;CarA;1.28;-1.60
6.00;90.00;f1.1;E0_0;35.33;0.00;9.52;CarC;-14.67;-1.60
6.00;90.00;f1.2;E0_0;16.81;0.00;5.50;CarB;-33.19;-1.60
6.00;90.00;f1.3;E0_0;5.10;0.00;4.66;CarA;-44.90;-1.60
6.00;270.00;f2.0;-E2_0;35.96;0.00;5.81;CarA;114.04;1.60
6.00;270.00;f2.1;-E2_0;21.99;0.00;5.95;CarB;128.01;1.60
6.00;270.00;test0;-E2_0;48.88;0.00;0.36;test;101.12;1.60
7.00;90.00;f1.0;link_0;11.10;0.00;9.82;CarA;11.10;-1.60
7.00;90.00;f1.1;E0_0;43.61;0.00;8.29;CarC;-6.39;-1.60
7.00;90.00;f1.2;E0_0;24.97;0.00;8.16;CarB;-25.03;-1.60
7.00;90.00;f1.3;E0_0;8.49;0.00;3.39;CarA;-41.51;-1.60
7.00;270.00;f2.0;-E2_0;40.60;0.00;4.64;CarA;109.40;1.60
7.00;270.00;f2.1;-E2_0;28.13;0.00;6.14;CarB;121.87;1.60
7.00;270.00;f2.2;-E2_0;5.10;0.00;2.65;CarB;144.90;1.60
7.00;270.00;test0;-E2_0;48.96;0.00;0.08;test;101.04;1.60
8.00;90.00;f1.0;link_0;20.24;0.00;9.14;CarA;20.24;-1.60
8.00;90.00;f1.1;link_0;2.38;0.00;8.87;CarC;2.38;-1.60
8.00;90.00;f1.2;E0_0;34.03;0.00;9.06;CarB;-15.97;-1.60
8.00;90.00;f1.3;E0_0;15.60;0.00;7.11;CarA;-34.40;-1.60
8.00;90.00;f1.4;E0_0;5.10;0.00;0.60;CarC;-44.90;-1.60
8.00;270.00;f2.0;-E2_0;42.24;0.00;1.64;CarA;107.76;1.60
8.00;270.00;f2.1;-E2_0;32.90;0.00;4.77;CarB;117.10;1.60
8.00;270.00;f2.2;-E2_0;11.29;0.00;6.19;CarB;138.71;1.60
8.00;270.00;test0;-E2_0;48.99;0.00;0.03;test;101.01;1.60
9.00;90.00;f1.0;link_0;27.88;0.00;7.65;CarA;27.88;-1.60
9.00;90.00;f1.1;link_0;12.13;0.00;9.75;CarC;12.13;-1.60
9.00;90.00;f1.2;E0_0;42.26;0.00;8.23;CarB;-7.74;-1.60
9.00;90.00;f1.3;E0_0;24.08;0.00;8.49;CarA;-25.92;-1.60
9.00;90.00;f1.4;E0_0;8.37;0.00;3.27;CarC;-41.63;-1.60
9.00;270.00;f2.0;-E2_0;42.45;0.00;0.21;CarA;107.55;1.60
9.00;270.00;f2.1;-E2_0;35.44;0.00;2.53;CarB;114.56;1.60
9.00;270.00;f2.2;-E2_0;19.04;0.00;7.74;CarB;130.96;1.60
9.00;270.00;test0;-E2_0;48.99;0.00;0.01;test;101.01;1.60
10.00;90.00;f1.0;link_0;35.86;0.00;7.97;CarA;35.86;-1.60
10.00;90.00;f1.1;link_0;19.65;0.00;7.52;CarC;19.65;-1.60
10.00;90.00;f1.2;link_0;0.88;0.00;8.73;CarB;0.88;-1.60
10.00;90.00;f1.3;E0_0;31.47;0.00;7.39;CarA;-18.53;-1.60
10.00;90.00;f1.4;E0_0;13.87;0.00;5.50;CarC;-36.13;-1.60
