begin;end;id;id2;sampledSeconds;traveltime;overlapTraveltime;density;laneDensity;occupancy;waitingTime;timeLoss;speed;speedRelative;departed;arrived;entered;left;laneChangedFrom;laneChangedTo
20;22;dump;link;10,88;12,26;12,81;54,42;54,42;25,86;0;1,96;8,2;0,41;0;0;1;1;0;0
22;24;dump;-E2;13,96;151,06;94,67;139,59;139,59;64,32;7;13,15;0,58;0,03;0;0;0;0;0;0
22;24;dump;-link;2;47,22;49,58;10;10;2,74;0;1,58;2,12;0,11;0;0;0;0;0;0
22;24;dump;E0;5,18;8,52;8,8;51,83;51,83;24,63;0;1,94;6,25;0,31;1;0;0;1;0;0
22;24;dump;E2;4,95;5,33;5,86;49,45;49,45;23,37;0;0,31;9,38;0,47;0;0;1;0;0;0
22;24;dump;link;10,91;11,5;12,04;54,53;54,53;25,95;0;1,39;8,72;0,44;0;0;1;1;0;0
24;26;dump;-E2;12;54,78;56,79;120;120;59,83;3;10,84;0,97;0,05;0;0;0;1;0;0
24;26;dump;-link;2,31;29,21;30,67;11,53;11,53;5,07;0;1,52;3,42;0,17;0;0;1;0;0;0
24;26;dump;E0;6;10,07;10,68;60;60;29,35;0;2,91;5,15;0,26;0;0;0;1;0;0
24;26;dump;E2;5,03;5,47;6,06;50,28;50,28;22,71;0;0,46;9,08;0,45;0;1;1;0;0;0
24;26;dump;link;10,4;11,52;12,12;52;52;25,18;0;1,39;8,66;0,43;0;0;1;1;0;0
26;28;dump;-E2;10,93;34,71;32,62;109,26;109,26;51,86;1;9,08;1,69;0,08;0;0;0;0;0;0
26;28;dump;-link;4;23,16;24,31;20;20;9,02;0;2,27;4,32;0,22;0;0;0;0;0;0
26;28;dump;E0;5,2;9,09;9,74;51,99;51,99;25,18;0;2,26;5,65;0,28;1;0;0;0;0;0
26;28;dump;E2;5,03;5,54;6,06;50,28;50,28;22,2;0;0,46;9,08;0,45;0;1;1;0;0;0
26;28;dump;link;10,39;11,47;12,15;51,96;51,96;25,06;0;1,41;8,64;0,43;0;0;0;1;0;0
28;30;dump;-E2;10;21,83;21,84;100;100;48,46;0;7,48;2,52;0,13;1;0;0;1;0;0
28;30;dump;-link;4,75;18,53;19,45;23,73;23,73;10,73;0;2,18;5,4;0,27;0;0;1;0;0;0
28;30;dump;E0;5,51;8,01;8,41;55,08;55,08;26,2;0;1,9;6,54;0,33;0;0;0;1;0;0
28;30;dump;E2;5,02;5,71;6,34;50,23;50,23;23,44;0;0,66;8,68;0,43;0;1;1;0;0;0
28;30;dump;link;9,36;11,67;12,23;46,8;46,8;22,13;0;1,33;8,58;0,43;0;0;1;1;0;0
30;32;dump;-E2;10,22;17,86;19,02;102,21;102,21;49,82;0;7,27;2,89;0,14;0;0;0;1;0;0
30;32;dump;-link;6,33;15,86;16,65;31,67;31,67;15,06;0;2,34;6,31;0,32;0;0;1;0;0;0
30;32;dump;E0;5;8,87;9,42;50;50;24,6;0;2,08;5,84;0,29;1;0;0;1;0;0
30;32;dump;E2;6,1;5,83;6,39;60,98;60,98;27,73;0;0,85;8,61;0,43;0;1;1;0;0;0
30;32;dump;link;8,84;11,69;12,27;44,18;44,18;20,8;0;1,27;8,56;0,43;0;0;1;1;0;0
32;34;dump;-E2;8,54;18,44;18,72;85,44;85,44;40,93;0;6,03;2,94;0,15;0;0;0;0;0;0
32;34;dump;-link;8;14,53;15,26;40;40;19,51;0;2,49;6,88;0,34;0;0;0;0;0;0
32;34;dump;E0;5,24;9,31;9,88;52,42;52,42;25,28;0;2,32;5,57;0,28;1;0;0;0;0;0
32;34;dump;E2;6,14;5,89;6,43;61,36;61,36;28,02;0;0,89;8,55;0,43;0;1;1;0;0;0
32;34;dump;link;8,44;10,9;11,44;42,2;42,2;20,23;0;0,69;9,18;0,46;0;0;0;1;0;0
34;36;dump;-E2;8,75;15,36;15,59;87,52;87,52;41,78;0;5,66;3,53;0,18;1;0;0;1;0;0
34;36;dump;-link;9,03;12,16;12,77;45,16;45,16;21,57;0;1,61;8,22;0,41;0;0;1;0;0;0
34;36;dump;E0;6;7,33;7,85;60;60;28,99;0;1,8;7,01;0,35;1;0;0;1;0;0
34;36;dump;E2;6;5,74;6,32;60;60;28,75;0;0,78;8,7;0,44;0;1;0;0;0;0
34;36;dump;link;6,99;10,68;11,47;34,96;34,96;15,96;0;0,59;9,16;0,46;0;0;1;0;0;0
36;38;dump;-E0;0,28;5,18;5,7;2,84;2,84;0,39;0;0,01;9,65;0,48;0;0;1;0;0;0
36;38;dump;-E2;8;10,66;11,44;80;80;38,53;0;4,15;4,81;0,24;1;0;0;1;0;0
36;38;dump;-link;10,68;11,81;12,36;53,4;53,4;25,49;0;1,6;8,5;0,42;0;0;1;1;0;0
36;38;dump;E0;6,08;9,52;9,89;60,75;60,75;29,32;0;2,7;5,56;0,28;0;0;0;1;0;0
36;38;dump;E2;4,68;5,32;5,85;46,79;46,79;21,12;0;0,28;9,41;0,47;0;1;1;0;0;0
36;38;dump;link;8,21;10,94;11,45;41,03;41,03;19,24;0;0,68;9,17;0,46;0;0;1;1;0;0
38;40;dump;-E0;2,28;5,11;5,62;22,76;22,76;10,1;0;0,05;9,78;0,49;0;0;1;0;0;0
38;40;dump;-E2;8,1;10,84;11,66;81,05;81,05;39,8;0;4,28;4,72;0,24;0;0;0;1;0;0
38;40;dump;-link;10,47;11,81;12,31;52,36;52,36;25;0;1,54;8,53;0,43;0;0;1;1;0;0
38;40;dump;E0;5,14;8,37;9,05;51,39;51,39;25,1;0;2,01;6,08;0,3;1;0;0;0;0;0
38;40;dump;E2;4,3;5,4;5,97;43,01;43,01;19,75;0;0,34;9,21;0,46;0;1;1;0;0;0
38;40;dump;link;8;10,73;11,26;40;40;19,72;0;0,54;9,32;0,47;0;0;0;1;0;0
40;42;dump;-E0;4;5,33;5,86;40;40;19,69;0;0,24;9,39;0,47;0;0;0;0;0;0
40;42;dump;-E2;7,41;9,9;10,43;74,1;74,1;35,54;0;3,5;5,27;0,26;1;0;0;1;0;0
40;42;dump;-link;10,41;11,78;12,35;52,06;52,06;24,84;0;1,56;8,5;0,43;0;0;1;0;0;0
40;42;dump;E0;5,54;6,72;7,18;55,37;55,37;26,41;0;1,3;7,66;0,38;1;0;0;1;0;0
40;42;dump;E2;4;5,59;6,15;40;40;19,75;0;0,42;8,95;0,45;0;0;0;0;0;0
40;42;dump;link;7,18;10,63;11,15;35,9;35,9;16,88;0;0,42;9,41;0,47;0;0;1;0;0;0
42;44;dump;-E0;3;5,51;6,04;30;30;14,85;0;0,27;9,11;0,46;0;1;0;0;0;0
42;44;dump;-E2;6,42;8,31;8,89;64,18;64,18;30,76;0;2,45;6,19;0,31;1;0;0;0;0;0
42;44;dump;-link;12;14,34;15,06;60;60;29,6;0;3,63;6,97;0,35;0;0;0;0;0;0
42;44;dump;E0;6;6,73;7,3;60;60;29,06;0;1,48;7,54;0,38;1;0;0;1;0;0
42;44;dump;E2;4,36;5,46;6,01;43,59;43,59;20,07;0;0,37;9,15;0,46;0;1;1;0;0;0
42;44;dump;link;7,68;10,84;11,46;38,38;38,38;17,79;0;0,64;9,16;0,46;0;0;1;1;0;0
44;46;dump;-E0;1,86;5,4;6,08;18,57;18,57;7,83;0;0,18;9,05;0,45;0;1;0;0;0;0
44;46;dump;-E2;6,93;7,83;8,4;69,34;69,34;33,16;0;2,39;6,55;0,33;1;0;0;1;0;0
44;46;dump;-link;13,66;18,69;19,63;68,28;68,28;33,39;0;6,35;5,35;0,27;0;0;1;0;0;0
44;46;dump;E0;6,11;6,94;7,61;61,1;61,1;30,05;0;1,69;7,23;0,36;1;0;0;0;0;0
44;46;dump;E2;3;5,73;6,31;30;30;15;0;0,38;8,72;0,44;0;1;0;0;0;0
44;46;dump;link;8;10,92;11,47;40;40;19,97;0;0,68;9,15;0,46;0;0;0;0;0;0
46;48;dump;-E2;6,96;8,77;9,33;69,61;69,61;33,21;0;2,86;5,9;0,29;0;0;0;1;0;0
46;48;dump;-link;15,66;23,47;24,64;78,32;78,32;38,36;2;8,99;4,26;0,21;0;0;1;0;0;0
46;48;dump;E0;6,58;8;8,52;65,79;65,79;31,45;0;2,33;6,46;0,32;1;0;0;1;0;0
46;48;dump;E2;3,78;5,46;6,01;37,84;37,84;17,66;0;0,32;9,16;0,46;0;0;1;0;0;0
46;48;dump;link;8,7;10,63;11,13;43,49;43,49;20,39;0;0,49;9,44;0,47;0;0;1;1;0;0
48;50;dump;-E2;6,71;9,4;9,82;67,08;67,08;32,08;0;2,95;5,6;0,28;1;0;0;1;0;0
48;50;dump;-link;16,86;29,32;30,79;84,32;84,32;41,43;4;11,11;3,41;0,17;0;0;1;0;0;0
48;50;dump;E0;7,04;8,24;8,79;70,36;70,36;33,69;0;2,63;6,26;0,31;1;0;0;1;0;0
48;50;dump;E2;4,63;5,38;6,02;46,35;46,35;20,98;0;0,4;9,14;0,46;0;1;1;0;0;0
48;50;dump;link;8,43;10,64;11,15;42,13;42,13;19,66;0;0,49;9,41;0,47;0;0;1;1;0;0
50;52;dump;-E2;5,88;7,87;8,45;58,79;58,79;27,8;0;2,05;6,51;0,33;1;0;0;1;0;0
50;52;dump;-link;18,75;37,41;39,28;93,73;93,73;46,07;7;13,73;2,67;0,13;0;0;1;0;0;0
50;52;dump;E0;7,14;8,44;8,96;71,44;71,44;34,27;0;2,76;6,14;0,31;0;0;0;1;0;0
50;52;dump;E2;4,53;5,34;5,88;45,28;45,28;20,03;0;0,29;9,36;0,47;0;1;1;0;0;0
50;52;dump;link;9,38;10,97;11,47;46,91;46,91;22,08;0;0,79;9,16;0,46;0;0;1;1;0;0
52;54;dump;-E2;5,99;7,32;7,76;59,86;59,86;28,66;0;1,75;7,08;0,35;1;0;0;1;0;0
52;54;dump;-link;20,51;45,4;47,67;102,55;102,55;50,64;8;15,99;2,2;0,11;0;0;1;0;0;0
52;54;dump;E0;6,15;7,26;7,76;61,54;61,54;29,35;0;1,79;7,09;0,35;1;0;0;1;0;0
52;54;dump;E2;4;5,3;5,84;40;40;19,64;0;0,23;9,41;0,47;0;1;0;0;0;0
52;54;dump;link;9,38;11,6;12,18;46,92;46,92;22,8;0;1,29;8,62;0,43;0;0;1;0;0;0
54;56;dump;-E2;6;8,44;9,29;60;60;30;0;2,45;5,92;0,3;0;0;0;0;0;0
54;56;dump;-link;22;59,3;62,26;110;110;55;11;18,29;1,69;0,08;0;0;0;0;0;0
54;56;dump;E0;6,33;7,42;8,01;63,29;63,29;30,13;0;1,98;6,87;0,34;1;0;0;1;0;0
54;56;dump;E2;3,65;5,63;6,19;36,5;36,5;16,85;0;0,41;8,88;0,44;0;0;1;0;0;0
54;56;dump;link;10,17;12,59;13,12;50,86;50,86;23,95;0;2,03;8;0,4;0;0;1;1;0;0
56;58;dump;-E2;6,46;6,91;7,79;64,62;64,62;30,18;0;1,9;7,06;0,35;1;0;0;1;0;0
56;58;dump;-link;23,37;81,26;85,33;116,83;116,83;57,37;13;20,49;1,23;0,06;0;0;1;0;0;0
56;58;dump;E0;5,66;6,23;6,81;56,64;56,64;26,84;0;1,09;8,07;0,4;1;0;0;1;0;0
56;58;dump;E2;3,71;5,7;6,25;37,06;37,06;16,87;0;0,45;8,8;0,44;0;1;1;0;0;0
56;58;dump;link;10,76;11,91;12,47;53,81;53,81;25,46;0;1,7;8,42;0,42;0;0;1;1;0;0
58;60;dump;-E2;6,87;8,18;9,03;68,69;68,69;32,24;0;2,68;6,09;0,3;1;0;0;1;0;0
58;60;dump;-link;24,96;99,74;104,72;124,78;124,78;61,34;15;22,45;1;0,05;0;0;1;0;0;0
58;60;dump;E0;7;7,28;7,92;70;70;34,03;0;2,14;6,95;0,35;1;0;0;1;0;0
58;60;dump;E2;4,01;5,84;6,43;40,07;40,07;20;0;0,58;8,56;0,43;0;0;1;0;0;0
58;60;dump;link;10,48;11,52;12,1;52,4;52,4;25,46;0;1,38;8,68;0,43;0;0;1;1;0;0
60;62;dump;-E0;1,75;7,49;8,24;17,53;17,53;6,11;0;0,58;6,68;0,33;0;0;1;0;0;0
60;62;dump;-E2;7;8,82;9,71;70;70;35;0;3,03;5,67;0,28;1;0;0;0;0;0
60;62;dump;-link;25,18;100,94;91,19;125,92;125,92;61,9;14;22,28;1,15;0,06;0;0;0;1;0;0
60;62;dump;E0;7,13;8,56;9,34;71,26;71,26;35,07;0;2,93;5,89;0,29;1;0;0;0;0;0
60;62;dump;E2;4,66;5,65;6,18;46,57;46,57;20,49;0;0,51;8,9;0,45;0;1;0;0;0;0
60;62;dump;link;10,58;11,71;12,32;52,9;52,9;25,66;0;1,56;8,53;0,43;0;0;0;0;0;0
62;64;dump;-E0;2,56;6,75;7,43;25,56;25,56;10,78;0;0,66;7,41;0,37;0;0;1;0;0;0
62;64;dump;-E2;9;14,58;16,04;90;90;45;0;5,91;3,43;0,17;1;0;0;0;0;0
62;64;dump;-link;24;127,32;118,36;120;120;59,58;14;21,87;0,89;0,04;0;0;0;1;0;0
62;64;dump;E0;6,77;8,17;8,73;67,73;67,73;32,33;0;2,51;6,3;0,32;1;0;0;1;0;0
62;64;dump;E2;4,73;5,27;5,79;47,32;47,32;22,19;0;0,24;9,49;0,47;0;1;1;0;0;0
62;64;dump;link;10,68;11,64;12,23;53,38;53,38;25,18;0;1,51;8,58;0,43;0;0;1;1;0;0
64;66;dump;-E0;4;6,54;7,19;40;40;19,61;0;0,94;7,65;0,38;0;0;0;0;0;0
64;66;dump;-E2;10;28,51;31,36;100;100;50;2;8,25;1,75;0,09;1;0;0;0;0;0
64;66;dump;-link;22,34;119,14;114,01;111,69;111,69;55,18;13;20,28;0,92;0,05;0;0;0;0;0;0
64;66;dump;E0;6,66;7,28;7,83;66,58;66,58;31,84;0;1,98;7,02;0,35;1;0;0;1;0;0
64;66;dump;E2;5,1;5,76;6,39;51;51;23,29;0;0,71;8,61;0,43;0;1;1;0;0;0
64;66;dump;link;11,34;11,95;12,49;56,72;56,72;26,97;0;1,81;8,41;0,42;0;0;1;1;0;0
66;68;dump;-E0;4,73;5,63;6,21;47,32;47,32;21,74;0;0,54;8,85;0,44;0;1;1;0;0;0
66;68;dump;-E2;12;40,42;44,46;120;120;60;5;10,52;1,24;0,06;0;0;0;0;0;0
66;68;dump;-link;20,9;77,56;70,54;104,52;104,52;51,45;10;17,79;1,49;0,07;0;0;0;1;0;0
66;68;dump;E0;6,89;7,94;8,47;68,91;68,91;33;0;2,42;6,49;0,32;0;0;0;1;0;0
66;68;dump;E2;4,98;5,78;6,36;49,77;49,77;23,38;0;0,67;8,65;0,43;0;1;1;0;0;0
66;68;dump;link;11,29;11,72;12,31;56,43;56,43;26,74;0;1,66;8,53;0,43;0;0;1;1;0;0
68;70;dump;-E0;5,62;5,89;6,42;56,18;56,18;25,3;0;0,81;8,56;0,43;0;1;1;0;0;0
68;70;dump;-E2;13;80,06;88,07;130;130;65;8;12,19;0,62;0,03;1;0;0;0;0;0
68;70;dump;-link;18,85;56,91;53,34;94,26;94,26;46,41;7;15,14;1,97;0,1;0;0;0;1;0;0
68;70;dump;E0;5,95;6,38;6,99;59,54;59,54;28,24;0;1,27;7,87;0,39;1;0;0;1;0;0
68;70;dump;E2;5,01;5,66;6,22;50,09;50,09;23,64;0;0,58;8,84;0,44;0;0;1;0;0;0
68;70;dump;link;11,18;12,7;13,25;55,92;55,92;26,5;0;2,32;7,92;0,4;0;0;1;1;0;0
70;72;dump;-E0;5,48;6;6,6;54,79;54,79;26;0;0,91;8,34;0,42;0;0;1;0;0;0
70;72;dump;-E2;14;258,28;284,11;140;140;70;10;13,73;0,19;0,01;0;0;0;0;0;0
70;72;dump;-link;17,09;38,8;37,74;85,44;85,44;41,97;3;12,33;2,78;0,14;0;0;0;1;0;0
70;72;dump;E0;5,77;6,41;6,92;57,69;57,69;27,52;0;1,18;7,95;0,4;1;0;0;1;0;0
70;72;dump;E2;5,7;5,67;6,19;57,04;57,04;26,19;0;0,63;8,89;0,44;0;1;1;0;0;0
70;72;dump;link;11,54;12,74;13,23;57,72;57,72;27,56;0;2,38;7,94;0,4;0;0;1;1;0;0
72;74;dump;-E0;6,35;5,75;6,38;63,46;63,46;28,31;0;0,88;8,61;0,43;0;1;1;0;0;0
72;74;dump;-E2;14;1818,26;2000,09;140;140;70;13;13,96;0,03;0;0;0;0;0;0;0
72;74;dump;-link;15,18;34,48;33,91;75,92;75,92;37,14;0;10,48;3,1;0,15;0;0;0;1;0;0
72;74;dump;E0;6,38;7,5;8,16;63,78;63,78;30,21;0;2,08;6,74;0,34;1;0;0;1;0;0
72;74;dump;E2;5;5,68;6,26;50;50;24,84;0;0,6;8,79;0,44;0;1;0;0;0;0
72;74;dump;link;11,29;12,26;12,87;56,43;56,43;27,36;0;2,08;8,16;0,41;0;0;1;0;0;0
74;76;dump;-E0;5,33;5,55;6,12;53,34;53,34;23,68;0;0,54;8,99;0,45;0;1;1;0;0;0
74;76;dump;-E2;14;12473,45;13720,79;140;140;70;14;13,99;0;0;0;0;0;0;0;0
74;76;dump;-link;14;23,39;23,72;70;70;34,34;0;7,8;4,43;0,22;0;0;0;1;0;0
74;76;dump;E0;5,51;8,49;8,97;55,1;55,1;26,03;0;2,13;6,13;0,31;1;0;0;1;0;0
74;76;dump;E2;5,14;5,58;6,09;51,44;51,44;22,84;0;0,5;9,03;0,45;0;1;2;0;0;0
74;76;dump;link;11,65;11,67;12,18;58,25;58,25;27,59;0;1,61;8,62;0,43;0;0;1;2;0;0
76;78;dump;-E0;5,41;5,58;6,17;54,06;54,06;24,23;0;0,58;8,92;0,45;0;1;1;0;0;0
76;78;dump;-E2;14;100000;100000;140;140;70;14;14;0;0;0;0;0;0;0;0
76;78;dump;-link;12,04;20,34;20,57;60,22;60,22;29,48;0;5,9;5,11;0,26;0;0;0;1;0;0
76;78;dump;E0;6;7,99;8,71;60;60;29,75;0;2,21;6,32;0,32;1;0;0;1;0;0
76;78;dump;E2;5;6,21;6,79;50;50;24,04;0;0,95;8,1;0,41;0;1;0;0;0;0
76;78;dump;link;10,67;11,48;12,11;53,33;53,33;25,46;0;1,42;8,67;0,43;0;0;1;0;0;0
78;80;dump;-E0;4,74;6,15;6,63;47,36;47,36;22,35;0;0,81;8,29;0,41;0;1;0;0;0;0
78;80;dump;-E2;14;;100000;140;140;70;14;14;0;0;0;0;0;0;0;0
78;80;dump;-link;10,07;17,61;18,43;50,34;50,34;25,01;0;4,33;5,7;0,28;0;0;0;0;0;0
78;80;dump;E0;6,4;7,38;8,06;64,04;64,04;30,61;0;2,03;6,82;0,34;1;0;0;0;0;0
78;80;dump;E2;5,74;6,06;6,67;57,4;57,4;27,08;0;1,01;8,25;0,41;0;0;1;0;0;0
78;80;dump;link;10,9;12,1;12,76;54,49;54,49;26,1;0;1,93;8,23;0,41;0;0;0;1;0;0
80;82;dump;-E0;5,73;6,14;6,73;57,25;57,25;25,38;0;1,04;8,18;0,41;0;1;1;0;0;0
80;82;dump;-E2;13,67;251,42;100,49;136,7;136,7;66,03;11;12,92;0,55;0,03;0;0;0;1;0;0
80;82;dump;-link;10,43;15,61;16,27;52,13;52,13;23,43;0;3,7;6,45;0,32;0;0;1;1;0;0
80;82;dump;E0;6,75;6,88;7,42;67,51;67,51;32,37;0;1,75;7,41;0,37;0;0;0;1;0;0
80;82;dump;E2;6,08;5,93;6,5;60,82;60,82;27,4;0;0,94;8,46;0,42;0;2;1;0;0;0
80;82;dump;link;10,95;11,71;12,32;54,77;54,77;25,94;0;1,61;8,53;0,43;0;0;1;1;0;0
82;84;dump;-E0;5,28;5,89;6,41;52,82;52,82;23,57;0;0,75;8,58;0,43;0;1;1;0;0;0
82;84;dump;-E2;12;61,75;62,96;120;120;59,9;7;10,95;0,87;0,04;0;0;0;1;0;0
82;84;dump;-link;9,36;13,47;14,04;46,82;46,82;22,22;0;2,36;7,48;0,37;0;0;1;1;0;0
82;84;dump;E0;5,62;5,68;6,18;56,18;56,18;26,82;0;0,62;8,9;0,44;2;0;0;1;0;0
82;84;dump;E2;5,54;5,68;6,25;55,44;55,44;26,2;0;0,66;8,8;0,44;0;0;1;0;0;0
82;84;dump;link;10,93;11,93;12,54;54,64;54,64;25,93;0;1,78;8,37;0,42;0;0;1;1;0;0
84;86;dump;-E0;5,37;5,52;6,07;53,72;53,72;25,39;0;0,51;9,06;0,45;0;0;1;0;0;0
84;86;dump;-E2;10,69;31,95;29,84;106,95;106,95;51,41;3;8,72;1,84;0,09;0;0;0;0;0;0
84;86;dump;-link;9,2;13,07;13,62;46,01;46,01;21,54;0;2,11;7,71;0,39;0;0;0;1;0;0
84;86;dump;E0;6,9;6,86;7,38;69,02;69,02;33,18;0;1,76;7,45;0,37;1;0;0;1;0;0
84;86;dump;E2;5,82;6,12;6,68;58,23;58,23;26,23;0;1,03;8,24;0,41;0;1;1;0;0;0
84;86;dump;link;11;11,5;12,13;55;55;26,01;0;1,48;8,66;0,43;0;0;1;1;0;0
86;88;dump;-E0;5,22;5,44;6,05;52,19;52,19;23,07;0;0,47;9,1;0,45;0;1;1;0;0;0
86;88;dump;-E2;9,36;17,74;17,6;93,55;93,55;45,03;0;6,43;3,13;0,16;1;0;0;1;0;0
86;88;dump;-link;9,38;12,57;13,24;46,9;46,9;21,99;0;1,94;7,93;0,4;0;0;1;1;0;0
86;88;dump;E0;7,09;7,94;8,56;70,9;70,9;33,85;0;2,53;6,43;0,32;0;0;0;1;0;0
86;88;dump;E2;6,13;5,7;6,2;61,35;61,35;27,71;0;0,7;8,87;0,44;0;1;1;0;0;0
86;88;dump;link;11,02;11,44;12,11;55,08;55,08;25,93;0;1,46;8,67;0,43;0;0;1;1;0;0
88;90;dump;-E0;5,31;5,21;5,81;53,07;53,07;23,63;0;0,28;9,47;0,47;0;2;1;0;0;0
88;90;dump;-E2;9,55;15,9;15,93;95,5;95,5;46,12;0;6,25;3,45;0,17;0;0;0;1;0;0
88;90;dump;-link;9,19;11,31;11,8;45,96;45,96;21,21;0;1,02;8,9;0,44;0;0;1;1;0;0
88;90;dump;E0;5,93;8,05;8,53;59,31;59,31;28,19;0;2,11;6,44;0,32;1;0;0;1;0;0
88;90;dump;E2;5,22;5,64;6,19;52,17;52,17;23,4;0;0,58;8,89;0,44;0;1;1;0;0;0
88;90;dump;link;11,64;10,86;11,41;58,21;58,21;27,94;0;0,93;9,2;0,46;0;0;1;1;0;0
90;92;dump;-E0;4;5,68;6,25;40;40;20;0;0,48;8,81;0,44;0;0;0;0;0;0
90;92;dump;-E2;7,84;12,14;12,4;78,41;78,41;37,68;0;4,36;4,44;0,22;0;0;0;1;0;0
90;92;dump;-link;8,76;11,14;11,7;43,78;43,78;21,13;0;0,9;8,98;0,45;0;0;1;0;0;0
90;92;dump;E0;4,74;8,3;8,62;47,44;47,44;22,35;0;1,72;6,38;0,32;1;0;0;1;0;0
90;92;dump;E2;5,63;5,67;6,26;56,31;56,31;26,42;0;0,68;8,79;0,44;0;1;1;0;0;0
90;92;dump;link;11,84;11,17;11,75;59,2;59,2;27,94;0;1,26;8,94;0,45;0;0;1;1;0;0
92;94;dump;-E0;5,4;5,92;6,46;53,99;53,99;24,14;0;0,81;8,51;0,43;0;1;1;0;0;0
92;94;dump;-E2;7;9,49;10;70;70;33,65;0;3,15;5,5;0,27;1;0;0;1;0;0
92;94;dump;-link;9,54;10,93;11,53;47,7;47,7;22,34;0;0,85;9,11;0,46;0;0;1;1;0;0
92;94;dump;E0;6;7,92;8,39;60;60;29,02;0;2,07;6,55;0,33;0;0;0;1;0;0
92;94;dump;E2;5,83;5,84;6,37;58,32;58,32;26,56;0;0,8;8,64;0,43;0;1;1;0;0;0
92;94;dump;link;10,19;11,46;12,05;50,94;50,94;24,09;0;1,31;8,71;0,44;0;0;1;1;0;0
94;96;dump;-E0;4,49;5,82;6,34;44,89;44,89;19,73;0;0,59;8,68;0,43;0;1;1;0;0;0
94;96;dump;-E2;6,04;7,34;7,96;60,39;60,39;29,75;0;1,87;6,91;0,35;1;0;0;1;0;0
