begin;end;id;id2;sampledSeconds;traveltime;overlapTraveltime;density;laneDensity;occupancy;waitingTime;timeLoss;speed;speedRelative;departed;arrived;entered;left;laneChangedFrom;laneChangedTo
40;42;dump;E0;4,26;7,34;8,01;42,62;42,62;20,26;0;2,04;6,86;0,34;0;0;0;0;0;0
40;42;dump;E2;3;5,09;5,61;30;30;14,69;0;1,04;9,81;0,49;0;1;0;0;0;0
40;42;dump;link;6;11,3;11,87;30;30;14,85;0;0,69;8,85;0,44;0;0;0;0;0;0
42;44;dump;-E0;2;7,29;8,02;20;20;10;0;0,04;6,86;0,34;0;0;0;0;0;0
42;44;dump;-link;2;8,34;8,75;10;10;5;0;0,71;12;0,6;0;0;0;0;0;0
42;44;dump;E0;5;16,21;17,83;50;50;25;0;3,81;3,09;0,15;1;0;0;0;0;0
42;44;dump;E2;0,76;4,07;4,47;7,56;7,56;2,76;0;0,29;12,3;0,61;0;1;0;0;0;0
42;44;dump;link;6;11,01;11,56;30;30;15;0;0,55;9,08;0,45;0;0;0;0;0;0
44;46;dump;-E0;2;7,49;8,24;20;20;10;0;0,09;6,68;0,33;0;0;0;0;0;0
44;46;dump;-link;2;41,06;43,12;10;10;5;0;1,74;2,44;0,12;0;0;0;0;0;0
44;46;dump;E0;7;14,23;15,65;70;70;35;2;4,94;3,51;0,18;1;0;0;0;0;0
44;46;dump;E2;0,54;5,21;5,73;5,38;5,38;1,39;0;0,02;9,6;0,48;0;0;1;0;0;0
44;46;dump;link;5,97;11,75;12,2;29,86;29,86;14,28;0;0,83;8,61;0,43;0;0;0;1;0;0
46;48;dump;-E0;1;7,45;8,2;10;10;5;0;0,04;6,71;0,34;0;1;0;0;0;0
46;48;dump;-link;2;2159,23;2267,2;10;10;5;2;2;0,05;0;0;0;0;0;0;0
46;48;dump;E0;8;18,61;20,47;80;80;40;4;6,51;2,69;0,13;0;0;0;0;0;0
46;48;dump;E2;2;5,64;6,21;20;20;10;0;0,23;8,86;0,44;0;0;0;0;0;0
46;48;dump;link;4;11,65;12,23;20;20;10;0;0,57;8,58;0,43;0;0;0;0;0;0
48;50;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
48;50;dump;E0;8;89,61;98,57;80;80;40;4;7,74;0,56;0,03;0;0;0;0;0;0
48;50;dump;E2;3,4;5,31;5,84;34,02;34,02;15,72;0;0,2;9,42;0,47;0;0;1;0;0;0
48;50;dump;link;3,11;10,96;11,41;15,54;15,54;7,12;0;0,25;9,21;0,46;0;0;0;1;0;0
50;52;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
50;52;dump;E0;8;935,58;1029,14;80;80;40;6;7,98;0,05;0;1;0;0;0;0;0
50;52;dump;E2;3,69;5,59;6,15;36,85;36,85;16,99;0;0,39;8,94;0,45;0;1;1;0;0;0
50;52;dump;link;1,88;10,95;11,65;9,38;9,38;3,97;0;0,18;9,02;0,45;0;0;0;1;0;0
52;54;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
52;54;dump;E0;11;31,25;34,38;110;110;55;8;9,4;1,6;0,08;1;0;0;0;0;0
52;54;dump;E2;4;5,89;6,48;40;40;20;0;0,6;8,49;0,42;0;0;0;0;0;0
54;56;dump;-E2;1;12,47;13,72;10;10;5;0;0,6;4,01;0,2;1;0;0;0;0;0
54;56;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
54;56;dump;E0;13;69,62;76,58;130;130;65;8;12,32;0,72;0,04;1;0;0;0;0;0
54;56;dump;E2;2,74;5,99;6,44;27,36;27,36;12,34;0;0,4;8,54;0,43;0;1;0;0;0;0
56;58;dump;-E2;2;5,61;6,17;20;20;10;0;0,22;8,91;0,45;0;0;0;0;0;0
56;58;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
56;58;dump;E0;14;117,26;128,99;140;140;70;8;13,47;0,43;0,02;0;0;0;0;0;0
56;58;dump;E2;1,66;5,57;6,03;16,61;16,61;6,98;0;0,15;9,12;0,46;0;1;0;0;0;0
58;60;dump;-E2;2;5,57;6,12;20;20;10;0;0,2;8,98;0,45;0;0;0;0;0;0
58;60;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
58;60;dump;E0;14;678,24;746,07;140;140;70;11;13,91;0,07;0;0;0;0;0;0;0
60;62;dump;-E0;1,03;23,01;25,31;10,32;10,32;1,14;0;0,91;2,17;0,11;0;0;1;0;0;0
60;62;dump;-E2;3;25,66;28,22;30;30;15;0;2,34;1,95;0,1;1;0;0;0;0;0
60;62;dump;-link;2;87,96;62,83;10;10;4,38;0;1,82;1,67;0,08;0;0;0;1;0;0
60;62;dump;E0;13,13;211,73;91,63;131,35;131,35;63,61;10;12,42;0,6;0,03;0;0;0;1;0;0
60;62;dump;link;1,77;13,54;14,22;8,84;8,84;3,15;0;0,46;7,39;0,37;0;0;1;0;0;0
62;64;dump;-E0;2;11,45;12,6;20;20;8,93;0;1,53;4,37;0,22;0;0;0;0;0;0
62;64;dump;-E2;4;40,46;44,5;40;40;20;2;3,29;1,24;0,06;0;0;0;0;0;0
62;64;dump;-link;0,75;;29,57;3,74;3,74;0,5;0;0,61;3,55;0,18;0;0;0;0;0;0
62;64;dump;E0;12;52,92;51,45;120;120;59,61;7;11,13;1,07;0,05;0;0;0;1;0;0
62;64;dump;link;2,39;12,53;13,15;11,95;11,95;5,17;0;0,56;7,98;0,4;0;0;1;0;0;0
64;66;dump;-E0;2;7,13;7,84;20;20;10;0;1,24;7,01;0,35;0;0;0;0;0;0
64;66;dump;-E2;4;27;29,7;40;40;20;2;2,94;1,85;0,09;0;0;0;0;0;0
64;66;dump;E0;10,55;26,66;26,51;105,47;105,47;50,85;3;8,84;2,07;0,1;0;0;0;0;0;0
64;66;dump;link;4;14,23;14,94;20;20;9,55;0;1,78;7,03;0,35;0;0;0;0;0;0
66;68;dump;-E0;2;5,16;5,67;20;20;10;0;0,95;9,69;0,48;0;0;0;0;0;0
66;68;dump;-E2;4;20;22;40;40;20;2;2,57;2,5;0,12;0;0;0;0;0;0
66;68;dump;E0;8,92;16,04;16,24;89,18;89,18;42,5;0;6,66;3,39;0,17;1;0;0;1;0;0
66;68;dump;link;5,9;11,42;11,99;29,51;29,51;13,71;0;1,65;8,75;0,44;0;0;1;0;0;0
68;70;dump;-E0;0,92;4,31;4,74;9,15;9,15;3,5;0;0,34;11,6;0,58;0;1;0;0;0;0
68;70;dump;-E2;4;17,82;19,6;40;40;20;2;2,4;2,81;0,14;0;0;0;0;0;0
68;70;dump;E0;8,92;14,7;14,88;89,21;89,21;42,85;1;6,34;3,7;0,18;0;0;0;1;0;0
68;70;dump;link;7,77;10,66;11,19;38,83;38,83;18,54;0;2,35;9,38;0,47;0;0;1;0;0;0
70;72;dump;-E2;4;189;207,9;40;40;20;3;3,85;0,26;0,01;0;0;0;0;0;0
70;72;dump;E0;7,22;10,57;10,88;72,16;72,16;34,71;0;4,14;5,05;0,25;0;0;0;1;0;0
70;72;dump;link;9,33;10,93;11,48;46,67;46,67;22,61;0;2,74;9,15;0,46;0;0;1;0;0;0
72;74;dump;-E2;4;9491,16;10440,28;40;40;20;4;4;0,01;0;0;0;0;0;0;0
72;74;dump;E0;6,3;8,65;9,02;62,98;62,98;30,25;0;2,98;6,1;0,3;1;0;0;1;0;0
72;74;dump;link;11,21;13,32;13,99;56,03;56,03;27,35;0;4,8;7,51;0,38;0;0;1;0;0;0
74;76;dump;-E2;4;100000;100000;40;40;20;4;4;0;0;0;0;0;0;0;0
74;76;dump;E0;5,72;6,27;6,76;57,23;57,23;27,33;0;1,07;8,13;0,41;1;0;0;1;0;0
74;76;dump;link;12,78;16,14;16,95;63,9;63,9;31,31;1;6,68;6,2;0,31;0;0;1;0;0;0
76;78;dump;-E2;4;;100000;40;40;20;4;4;0;0;0;0;0;0;0;0
76;78;dump;E0;6,77;6,42;7,05;67,65;67,65;32,25;0;1,48;7,81;0,39;1;0;0;1;0;0
76;78;dump;link;14,85;22,61;23,74;74,26;74,26;36,34;3;9,45;4,42;0,22;0;0;1;0;0;0
78;80;dump;-E2;4;;100000;40;40;20;4;4;0;0;0;0;0;0;0;0
78;80;dump;E0;6,88;7,01;7,58;68,8;68,8;32,95;0;1,89;7,25;0,36;1;0;0;1;0;0
78;80;dump;link;16,69;27,47;28,85;83,44;83,44;41;5;11,24;3,64;0,18;0;0;1;0;0;0
80;82;dump;-E2;3,3;74,9;27,86;32,98;32,98;14,28;1;2,63;1,97;0,1;0;0;0;1;0;0
80;82;dump;-link;1,71;17,07;17,93;8,56;8,56;2,81;0;0,71;5,86;0,29;0;0;1;0;0;0
80;82;dump;E0;6;7,81;8,59;60;60;28,94;0;2,16;6,41;0,32;1;0;0;1;0;0
80;82;dump;E2;1,77;7,87;8,65;17,71;17,71;6,32;0;0,65;6,36;0,32;0;0;1;0;0;0
80;82;dump;link;17,72;31,3;31,76;88,58;88,58;42,29;4;12,06;3,31;0,17;0;0;1;1;0;0
82;84;dump;-E2;2;39,62;43,58;20;20;10;0;1,64;1,26;0,06;0;0;0;0;0;0
82;84;dump;-link;2;10,77;11,31;10;10;5;0;0,14;9,28;0,46;0;0;0;0;0;0
82;84;dump;E0;6,16;9,09;9,61;61,58;61,58;29,37;0;2,78;5,73;0,29;0;0;0;1;0;0
82;84;dump;E2;2;5,86;6,44;20;20;10;0;0,29;8,54;0,43;0;0;0;0;0;0
82;84;dump;link;18,42;32,06;33,67;92,1;92,1;45,28;2;13,03;3,12;0,16;0;0;1;0;0;0
84;86;dump;-E2;2;21;23,1;20;20;10;0;1,32;2,38;0,12;0;0;0;0;0;0
84;86;dump;-link;2;12,92;13,56;10;10;5;0;0,45;7,74;0,39;0;0;0;0;0;0
84;86;dump;E0;4,27;7;7,78;42,71;42,71;20,22;0;1,71;7,07;0,35;0;0;0;0;0;0
84;86;dump;E2;3,93;6,82;7,5;39,28;39,28;17,1;0;1,56;7,33;0,37;0;0;1;0;0;0
84;86;dump;link;19,05;33,7;34,16;95,27;95,27;46,28;1;13,65;3,07;0,15;0;0;0;1;0;0
86;88;dump;-E2;1,62;15,5;15,6;16,19;16,19;4,78;0;0,8;3,53;0,18;0;0;0;1;0;0
86;88;dump;-link;3,75;15,64;16,42;18,75;18,75;7,54;0;1,08;6,39;0,32;0;0;1;0;0;0
86;88;dump;E0;3,88;7,61;8,16;38,81;38,81;17,76;0;2,03;6,74;0,34;1;0;0;1;0;0
86;88;dump;E2;4,31;6,29;6,9;43,14;43,14;18,4;0;1,66;7,97;0,4;0;1;1;0;0;0
86;88;dump;link;19,19;33,33;33,41;95,94;95,94;46,29;0;13,71;3,14;0,16;0;0;1;1;0;0
88;90;dump;-link;4;14,82;15,56;20;20;10;0;0,88;6,75;0,34;0;0;0;0;0;0
88;90;dump;E0;4;5,39;5,82;40;40;19,36;0;1,29;9,46;0,47;0;0;0;1;0;0
88;90;dump;E2;4,88;5,03;5,53;48,79;48,79;22,83;0;1,44;9,95;0,5;0;1;1;0;0;0
88;90;dump;link;18,06;32,42;32,26;90,28;90,28;43,85;0;13,28;3,25;0,16;0;0;1;1;0;0
90;92;dump;-link;4;13,19;13,85;20;20;10;0;0,45;7,58;0,38;0;0;0;0;0;0
90;92;dump;E0;2,14;5,66;6,24;21,35;21,35;10,08;0;0,31;8,81;0,44;0;0;0;0;0;0
90;92;dump;E2;4,61;5,5;6,05;46,06;46,06;21,46;0;1,38;9,09;0,45;0;0;1;0;0;0
90;92;dump;link;18;29,63;29,72;90;90;44,19;0;12,86;3,53;0,18;0;0;0;1;0;0
92;94;dump;-E0;1,65;6;6,6;16,52;16,52;6,83;0;0,28;8,33;0,42;0;0;1;0;0;0
92;94;dump;-link;2,91;14,07;14,14;14,54;14,54;6,56;0;0,16;7,43;0,37;0;0;0;1;0;0
92;94;dump;E0;2,54;5,72;6,72;25,43;25,43;10,79;0;0,46;8,18;0,41;1;0;0;1;0;0
92;94;dump;E2;5,66;5,22;5,75;56,56;56,56;25,6;0;1,57;9,56;0,48;0;1;1;0;0;0
92;94;dump;link;17,03;27,99;27,96;85,14;85,14;41;0;11,5;3,76;0,19;0;0;1;1;0;0
94;96;dump;-E0;2;5,66;6,23;20;20;10;0;0,23;8,83;0,44;0;0;0;0;0;0
94;96;dump;-link;2;14,81;15,55;10;10;5;0;0,07;6,75;0,34;0;0;0;0;0;0
94;96;dump;E0;2;5,27;5,79;20;20;10;0;0,1;9,49;0,47;1;0;0;0;0;0
94;96;dump;E2;4,72;5,44;5,81;47,17;47,17;22,14;0;1,43;9,47;0,47;0;1;1;0;0;0
94;96;dump;link;16;24,56;25,59;80;80;39,97;0;9,56;4,1;0,21;0;0;0;1;0;0
96;98;dump;-E0;2;5,49;6,03;20;20;10;0;0,18;9,11;0,46;0;0;0;0;0;0
96;98;dump;-link;2;14,71;15,45;10;10;5;0;0,06;6,8;0,34;0;0;0;0;0;0
96;98;dump;E0;4;7,32;8;40;40;19,95;0;1,65;6,88;0,34;1;0;0;1;0;0
96;98;dump;E2;5,18;5,23;5,76;51,77;51,77;24,25;0;1,1;9,55;0,48;0;1;1;0;0;0
96;98;dump;link;14,52;19,17;19,43;72,61;72,61;35,36;0;6,84;5,4;0,27;0;0;1;1;0;0
98;100;dump;-E0;0,59;5,51;6,06;5,89;5,89;1,57;0;0,05;9,08;0,45;0;1;0;0;0;0
98;100;dump;-link;2;14,82;15,56;10;10;5;0;0,07;6,75;0,34;0;0;0;0;0;0
98;100;dump;E0;4,81;7,87;8,97;48,11;48,11;21,65;0;2,52;6,13;0,31;1;0;0;0;0;0
98;100;dump;E2;4,87;5,61;5,99;48,74;48,74;22,62;0;0,86;9,19;0,46;0;1;0;0;0;0
98;100;dump;link;14,44;15,87;16,59;72,18;72,18;34,48;0;5,81;6,33;0,32;0;0;0;0;0;0
100;102;dump;-link;2;14,55;15,28;10;10;5;0;0,04;6,87;0,34;0;0;0;0;0;0
100;102;dump;E0;6;7,55;8,3;60;60;30;0;2,67;6,62;0,33;1;0;0;0;0;0
100;102;dump;E2;6,02;6,02;6,61;60,22;60,22;27,18;0;1,01;8,32;0,42;0;1;2;0;0;0
100;102;dump;link;12,62;14,49;14,9;63,12;63,12;30,86;0;4,48;7,04;0,35;0;0;0;2;0;0
102;104;dump;-link;2;75,69;79,47;10;10;5;0;1,62;1,32;0,07;0;0;0;0;0;0
102;104;dump;E0;8;12,04;13,25;80;80;40;0;4,73;4,15;0,21;0;0;0;0;0;0
102;104;dump;E2;6;5,8;6,4;60;60;28,51;0;0,84;8,59;0,43;0;1;0;0;0;0
102;104;dump;link;10,57;13,67;14,46;52,83;52,83;25,5;0;3,7;7,26;0,36;0;0;0;0;0;0
104;106;dump;-link;2;6336,65;6653,48;10;10;5;2;2;0,02;0;0;0;0;0;0;0
104;106;dump;E0;8;20,14;22,15;80;80;40;1;6,02;2,48;0,12;0;0;0;0;0;0
104;106;dump;E2;5,62;5,74;6,32;56,2;56,2;26,42;0;0,73;8,7;0,43;0;1;1;0;0;0
104;106;dump;link;8,99;14,01;14,59;44,96;44,96;21,7;0;3,23;7,2;0,36;0;0;0;1;0;0
106;108;dump;-link;2;26294,5;27609,23;10;10;5;2;2;0;0;0;0;0;0;0;0
106;108;dump;E0;8;64,05;70,45;80;80;40;3;7,38;0,78;0,04;0;0;0;0;0;0
106;108;dump;E2;5,68;5,61;6,14;56,79;56,79;26,77;0;0,59;8,96;0,45;0;1;1;0;0;0
106;108;dump;link;6,86;13,52;13,95;34,31;34,31;16,46;0;2,55;7,53;0,38;0;0;0;1;0;0
108;110;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
108;110;dump;E0;9;74,21;81,63;90;90;45;6;8,39;0,67;0,03;1;0;0;0;0;0
108;110;dump;E2;5,88;5,67;6,23;58,85;58,85;27,82;0;1,47;8,82;0,44;0;1;1;0;0;0
108;110;dump;link;4,72;12,57;13,16;23,58;23,58;11,02;0;1,24;7,98;0,4;0;0;0;1;0;0
110;112;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
110;112;dump;E0;11;37,23;40,96;110;110;55;6;9,52;1,34;0,07;1;0;0;0;0;0
110;112;dump;E2;5,32;5,74;6,32;53,2;53,2;25,18;0;1,54;8,71;0,44;0;0;1;0;0;0
110;112;dump;link;3,25;12;12,52;16,24;16,24;7,38;0;0,52;8,39;0,42;0;0;0;1;0;0
112;114;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
112;114;dump;E0;13;72,86;80,15;130;130;65;8;12,12;0,69;0,03;1;0;0;0;0;0
112;114;dump;E2;5,86;5,41;5,92;58,63;58,63;26,32;0;1,4;9,29;0,46;0;2;1;0;0;0
112;114;dump;link;1,29;11,18;11,81;6,44;6,44;2,51;0;0,14;8,89;0,44;0;0;0;1;0;0
114;116;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
114;116;dump;E0;14;121,83;134,02;140;140;70;9;13,62;0,41;0,02;0;0;0;0;0;0
114;116;dump;E2;4;5,53;6,08;40;40;20;0;0,38;9,04;0,45;0;0;0;0;0;0
116;118;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
116;118;dump;E0;14;955,02;1050,52;140;140;70;12;13,96;0,05;0;0;0;0;0;0;0
116;118;dump;E2;2,72;5,54;6,05;27,15;27,15;12,24;0;0,25;9,08;0,45;0;1;0;0;0;0
118;120;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
118;120;dump;E0;14;4445,63;4890,19;140;140;70;13;13,99;0,01;0;0;0;0;0;0;0
118;120;dump;E2;1;5,64;6,21;9,99;9,99;3,59;0;0,11;8,86;0,44;0;1;0;0;0;0
120;122;dump;-E0;0,74;38,19;42,01;7,4;7,4;0,36;0;0,6;1,31;0,07;0;0;1;0;0;0
120;122;dump;-E2;1;40,44;44,49;10;10;5;0;0,82;1,24;0,06;1;0;0;0;0;0
120;122;dump;-link;2;118,19;101,42;10;10;4,78;0;1,7;1,04;0,05;0;0;0;1;0;0
120;122;dump;E0;14;274,85;123,44;140;140;67,71;11;13,57;0,45;0,02;0;0;0;1;0;0
120;122;dump;link;1,26;32,84;34,48;6,29;6,29;1,08;0;1,03;3,05;0,15;0;0;1;0;0;0
122;124;dump;-E0;2;21,71;23,88;20;20;6,14;0;1,34;2,3;0,12;0;0;0;0;0;0
122;124;dump;-E2;2;24;26,39;20;20;10;0;1,4;2,08;0,1;0;0;0;0;0;0
122;124;dump;-link;1,74;;46,6;8,72;8,72;1,84;0;1,18;2,25;0,11;0;0;0;0;0;0
122;124;dump;E0;12,21;64,42;59,86;122,09;122,09;60,01;7;11,13;0,92;0,05;0;0;0;1;0;0
122;124;dump;link;2,18;17,83;18,72;10,92;10,92;4,97;0;1,42;5,61;0,28;0;0;1;0;0;0
124;126;dump;-E0;2;14,09;15,5;20;20;10;0;0,99;3,55;0,18;0;0;0;0;0;0
124;126;dump;-E2;2;14,7;16,17;20;20;10;0;1,03;3,4;0,17;0;0;0;0;0;0
124;126;dump;E0;10,85;29,69;28,63;108,54;108,54;51,71;3;8,77;1,92;0,1;0;0;0;0;0;0
