Generations;0;1;2;3;4
0;-0.009163361470171943;-0.009404698931980501;-0.01042860674189337;-0.006900119677561542;-0.00969746320403455
1;-0.008340499376332284;-0.009341331607995919;-0.007237349613887192;-0.006900119677561542;-0.008696287760499494
2;-0.007768811485430929;-0.006862235901119581;-0.006709849092066245;-0.006900119677561542;-0.006946811142050397
3;-0.007005769032572025;-0.006721219815161014;-0.006709849092066245;-0.006332328107983011;-0.0066252753515633695
4;-0.0069101948654654195;-0.006484679511682765;-0.006527358206578167;-0.006332328107983011;-0.006524727449643864
5;-0.006662709407437952;-0.006345267512533171;-0.0063533262880636435;-0.006332328107983011;-0.006274656112643489
6;-0.006510611178549045;-0.00617033295096868;-0.006344150020442802;-0.0061637521810813155;-0.006123801804597228
7;-0.006313612609906807;-0.0061427621100611325;-0.006180529592772397;-0.006130098060839341;-0.006123801804597228
8;-0.006120470217661693;-0.00604725540598464;-0.006075854374877683;-0.006057546361460718;-0.006055568790288703
9;-0.006092270091619451;-0.00604725540598464;-0.006072643762117086;-0.006038937769466066;-0.0060476188105747335
10;-0.0060610569593450994;-0.00604725540598464;-0.0060538661376800945;-0.006030443666287269;-0.006041622303772377
11;-0.006043083095629836;-0.006026751070591025;-0.0060538661376800945;-0.006021095944183985;-0.006012921189018074
12;-0.006041027378517039;-0.006026751070591025;-0.0060217804807108114;-0.006014890523893243;-0.006007278951213368
13;-0.006022769844188787;-0.006011877576868002;-0.0060217804807108114;-0.006014890523893243;-0.006007278951213368
14;-0.006005507615862739;-0.006003760379044836;-0.0060217804807108114;-0.006014890523893243;-0.006002901061060176
15;-0.006002337583366221;-0.006003760379044836;-0.0060016850638037866;-0.006003697174703977;-0.006002901061060176
16;-0.006002337583366221;-0.005991277696219526;-0.0060011253758519975;-0.006001856001325408;-0.006002587694695769
17;-0.006002337583366221;-0.005991277696219526;-0.005989664131566625;-0.006001856001325408;-0.006001317423132425
18;-0.006001424604019922;-0.005989085178845578;-0.005989664131566625;-0.005997340990526218;-0.00599745115137993
19;-0.005998776704615923;-0.005989085178845578;-0.005989664131566625;-0.0059908791441553935;-0.00599745115137993
20;-0.005996669308140359;-0.005989085178845578;-0.005989664131566625;-0.0059908791441553935;-0.0059932273790688035
21;-0.005996669308140359;-0.005989085178845578;-0.005989664131566625;-0.0059908791441553935;-0.005990469667279896
22;-0.005993680975296251;-0.005989085178845578;-0.005989664131566625;-0.0059897896814698325;-0.005990353826918819
23;-0.005990568411888542;-0.005989085178845578;-0.005989664131566625;-0.0059897896814698325;-0.005990099638666532
24;-0.005989454545739888;-0.005989085178845578;-0.005989664131566625;-0.0059897896814698325;-0.005989221254069732
25;-0.005989307187361495;-0.005989032560260277;-0.005989664131566625;-0.005989228602790263;-0.0059887066620130346
26;-0.005989307187361495;-0.005989032560260277;-0.005989664131566625;-0.0059887540220519295;-0.0059887066620130346
27;-0.005989307187361495;-0.005989032560260277;-0.005989664131566625;-0.0059887540220519295;-0.0059887066620130346
28;-0.005989307187361495;-0.005989032560260277;-0.00598964005064398;-0.0059887540220519295;-0.0059887066620130346
29;-0.005988781102040823;-0.005989032560260277;-0.005989520109082616;-0.0059887540220519295;-0.0059887066620130346
30;-0.005988781102040823;-0.0059886706836241275;-0.005989520109082616;-0.0059887540220519295;-0.0059887066620130346
31;-0.005988781102040823;-0.0059886706836241275;-0.005989501319609059;-0.0059887540220519295;-0.005988673390125484
32;-0.005988781102040823;-0.0059886706836241275;-0.005989501319609059;-0.0059887540220519295;-0.005988673390125484
33;-0.005988781102040823;-0.0059886706836241275;-0.005989501319609059;-0.0059887540220519295;-0.005988673390125484
34;-0.005988781102040823;-0.0059886706836241275;-0.005989501319609059;-0.0059887540220519295;-0.005988673390125484
35;-0.005988781102040823;-0.0059886706836241275;-0.005989199531509382;-0.0059887540220519295;-0.005988673390125484
36;-0.005988781102040823;-0.0059886706836241275;-0.005987770109958129;-0.0059887540220519295;-0.005988040732795881
37;-0.005988781102040823;-0.0059886706836241275;-0.00598746823459979;-0.0059887540220519295;-0.005988040732795881
38;-0.005988781102040823;-0.0059886706836241275;-0.00598746823459979;-0.0059887540220519295;-0.005988040732795881
39;-0.005988781102040823;-0.0059886706836241275;-0.00598746823459979;-0.0059887540220519295;-0.005988040732795881
40;-0.005988781102040823;-0.0059886706836241275;-0.00598746823459979;-0.0059887540220519295;-0.005988040732795881
41;-0.005988781102040823;-0.0059886706836241275;-0.00598746823459979;-0.0059887540220519295;-0.005988040732795881
42;-0.005988781102040823;-0.0059886706836241275;-0.00598746823459979;-0.005988235860818945;-0.005988040732795881
43;-0.005988768144593939;-0.0059886706836241275;-0.00598746823459979;-0.005988235860818945;-0.005988040732795881
44;-0.005988768144593939;-0.0059886706836241275;-0.00598746823459979;-0.005988235860818945;-0.005987592626537405
45;-0.005988768144593939;-0.005988615825914531;-0.00598746823459979;-0.005988235860818945;-0.005987592626537405
46;-0.005988768144593939;-0.005988615825914531;-0.00598746823459979;-0.005988235860818945;-0.005987551654513789
47;-0.005988768144593939;-0.005988615825914531;-0.00598746823459979;-0.005987610077108783;-0.005987551654513789
48;-0.005988768144593939;-0.005988615825914531;-0.00598746823459979;-0.005987610077108783;-0.005987551654513789
49;-0.0059887510398124654;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
50;-0.005988439886236859;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
51;-0.005988439886236859;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
52;-0.005988439886236859;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
53;-0.005988422780517777;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
54;-0.005988422780517777;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
55;-0.005988422780517777;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
56;-0.005988422780517777;-0.00598842077305925;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
57;-0.005988422780517777;-0.0059881323337591455;-0.00598746823459979;-0.005987610077108783;-0.005987544728109228
58;-0.005988422780517777;-0.0059881323337591455;-0.00598746823459979;-0.00598759755123766;-0.005987544728109228
59;-0.005988422780517777;-0.0059881323337591455;-0.00598746823459979;-0.00598759755123766;-0.005987544728109228
