begin;end;id;id2;sampledSeconds;traveltime;overlapTraveltime;density;laneDensity;occupancy;waitingTime;timeLoss;speed;speedRelative;departed;arrived;entered;left;laneChangedFrom;laneChangedTo
46;48;dump;E0;6;11,79;12,96;60;60;30;2;3,45;4,24;0,21;0;0;0;0;0;0
46;48;dump;E2;2;5,64;6,2;20;20;10;0;0,23;8,87;0,44;0;0;0;0;0;0
46;48;dump;link;2;10,73;11,27;10;10;5;0;0,14;9,32;0,47;0;0;0;0;0;0
48;50;dump;-E2;1,17;7,58;8,16;11,71;11,71;4,07;0;0,38;6,74;0,34;1;0;0;1;0;0
48;50;dump;-link;17,55;29;30,45;87,73;87,73;42,93;4;11,5;3,45;0,17;0;0;1;0;0;0
48;50;dump;E0;6;45,01;49,51;60;60;30;4;5,33;1,11;0,06;0;0;0;0;0;0
48;50;dump;E2;2;5,88;6,37;20;20;9,6;0;0,27;8,63;0,43;0;1;0;0;0;0
48;50;dump;link;2;10,45;10,97;10;10;5;0;0,09;9,57;0,48;0;0;0;0;0;0
50;52;dump;-E2;3;8,64;9,5;30;30;15;0;1,26;5,79;0,29;1;0;0;0;0;0
50;52;dump;-link;18;34,67;36,41;90;90;45;8;12,81;2,88;0,14;0;0;0;0;0;0
50;52;dump;E0;6;133;146,3;60;60;30;4;5,77;0,38;0,02;0;0;0;0;0;0
50;52;dump;E2;1,99;5,32;5,85;19,85;19,85;8,6;0;0,12;9,4;0,47;0;0;1;0;0;0
50;52;dump;link;0,54;10,63;11,16;2,68;2,68;0,68;0;0,03;9,41;0,47;0;0;0;1;0;0
52;54;dump;-E2;4;6,62;7,28;40;40;20;0;0,98;7,56;0,38;1;0;0;0;0;0
52;54;dump;-link;18;59,16;62,12;90;90;45;9;14,96;1,69;0,08;0;0;0;0;0;0
52;54;dump;E0;6;2698,09;2967,9;60;60;30;5;5,99;0,02;0;0;0;0;0;0;0
52;54;dump;E2;2;5,4;5,94;20;20;10;0;0,15;9,27;0,46;0;0;0;0;0;0
54;56;dump;-E2;6;6,82;7,44;60;60;29,27;0;1,57;7,39;0,37;1;0;0;1;0;0
54;56;dump;-link;18,41;137,58;144,45;92,06;92,06;45,35;11;17,07;0,73;0,04;0;0;1;0;0;0
54;56;dump;E0;6;92664,84;100000;60;60;30;6;6;0;0;1;0;0;0;0;0
54;56;dump;E2;1,88;5,26;5,8;18,78;18,78;8,06;0;0,1;9,49;0,47;0;1;0;0;0;0
56;58;dump;-E2;7,16;7,39;8,01;71,58;71,58;34,97;0;2,24;6,86;0,34;1;0;0;1;0;0
56;58;dump;-link;20,18;88,93;93,38;100,89;100,89;50;13;17,91;1,12;0,06;0;0;1;0;0;0
56;58;dump;E0;8;21,34;23,47;80;80;40;6;6,13;2,34;0,12;0;0;0;0;0;0
58;60;dump;-E2;6,35;8,03;8,56;63,52;63,52;30,61;0;2,27;6,42;0,32;1;0;0;0;0;0
58;60;dump;-link;22;71,53;75,11;110;110;54,68;16;18,92;1,4;0,07;0;0;0;0;0;0
58;60;dump;E0;8;74,65;82,12;80;80;40;6;7,46;0,67;0,03;0;0;0;0;0;0
60;62;dump;-E0;1,71;8,95;9,84;17,08;17,08;5,55;0;0,75;5,59;0,28;0;0;1;0;0;0
60;62;dump;-E2;8;10,69;11,76;80;80;40;2;4,26;4,68;0,23;1;0;0;0;0;0
60;62;dump;-link;21,32;107,42;93,82;106,62;106,62;52,17;15;18,94;1,12;0,06;0;0;0;1;0;0
60;62;dump;E0;7,55;116,5;53,66;75,48;75,48;35,39;3;6,77;1,02;0,05;0;0;0;1;0;0
60;62;dump;link;1,59;20,74;21,78;7,94;7,94;2,25;0;0,82;4,82;0,24;0;0;1;0;0;0
62;64;dump;-E0;2,93;6,08;6,69;29,26;29,26;13,01;0;0,52;8,22;0,41;0;0;1;0;0;0
62;64;dump;-E2;10;17,79;19,57;100;100;50;5;7,19;2,81;0,14;1;0;0;0;0;0
62;64;dump;-link;19,71;124,25;101,74;98,55;98,55;48,46;12;17,68;1,03;0,05;0;0;0;1;0;0
62;64;dump;E0;6;28,2;27,04;60;60;29,44;1;4,78;2,03;0,1;1;0;0;1;0;0
62;64;dump;link;2,45;12,25;12,87;12,23;12,23;5,26;0;0,45;8,16;0,41;0;0;1;0;0;0
64;66;dump;-E0;4;5,6;6,16;40;40;20;0;0,43;8,92;0,45;0;0;0;0;0;0
64;66;dump;-E2;12;36,22;39,85;120;120;60;6;10,34;1,38;0,07;1;0;0;0;0;0
64;66;dump;-link;18;90,83;95,37;90;90;45;10;16,02;1,1;0,06;0;0;0;0;0;0
64;66;dump;E0;6,42;10,2;11,03;64,18;64,18;30,54;0;3,22;4,99;0,25;0;0;0;0;0;0
64;66;dump;link;4;12,91;13,56;20;20;9,71;0;0,9;7,74;0,39;0;0;0;0;0;0
66;68;dump;-E0;4,97;5,7;6,28;49,67;49,67;22,89;0;0,61;8,76;0,44;0;1;1;0;0;0
66;68;dump;-E2;14;122,36;134,59;140;140;70;9;13,43;0,41;0,02;0;0;0;0;0;0
66;68;dump;-link;16,71;60,75;55,92;83,53;83,53;40,91;7;13,57;1,88;0,09;0;0;0;1;0;0
66;68;dump;E0;5,18;9,3;9,82;51,77;51,77;24,23;0;2,28;5,6;0,28;0;0;0;1;0;0
66;68;dump;link;5,52;10,95;11,5;27,6;27,6;12,85;0;0,48;9,13;0,46;0;0;1;0;0;0
68;70;dump;-E0;4,86;5,42;5,94;48,58;48,58;21,89;0;0,36;9,26;0,46;0;1;1;0;0;0
68;70;dump;-E2;14;254,66;280,13;140;140;70;11;13,73;0,2;0,01;0;0;0;0;0;0
68;70;dump;-link;14,67;40,27;38,43;73,37;73,37;36,01;3;10,67;2,73;0,14;0;0;0;1;0;0
68;70;dump;E0;3,15;7,18;7,67;31,5;31,5;14,2;0;0,89;7,17;0,36;0;0;0;1;0;0
68;70;dump;link;7,46;11,24;11,8;37,31;37,31;17,87;0;0,82;8,9;0,44;0;0;1;0;0;0
70;72;dump;-E0;5,45;5,47;6,01;54,47;54,47;24,93;0;0,46;9,15;0,46;0;1;1;0;0;0
70;72;dump;-E2;14;3249,67;3574,64;140;140;70;13;13,98;0,02;0;0;0;0;0;0;0
70;72;dump;-link;13,18;31,18;30,61;65,91;65,91;32,19;0;8,66;3,43;0,17;0;0;0;1;0;0
70;72;dump;E0;1,12;5,78;6,36;11,17;11,17;4,14;0;0,15;8,65;0,43;0;0;0;1;0;0
70;72;dump;link;9,45;11,99;12,59;47,25;47,25;22,9;0;1,57;8,34;0,42;0;0;1;0;0;0
72;74;dump;-E0;5,23;5,93;6,5;52,33;52,33;24,11;0;0,81;8,46;0,42;0;1;1;0;0;0
72;74;dump;-E2;14;17186,44;18905,09;140;140;70;14;14;0;0;0;0;0;0;0;0
72;74;dump;-link;11,37;22,78;22,87;56,87;56,87;27,68;0;6,15;4,59;0,23;0;0;0;1;0;0
72;74;dump;E0;1;10,26;11,28;10;10;5;0;0,51;4,87;0,24;1;0;0;0;0;0
72;74;dump;link;10;14,09;14,8;50;50;25;0;2,9;7,1;0,35;0;0;0;0;0;0
74;76;dump;-E0;4,95;5,58;6,14;49,51;49,51;23,47;0;0,52;8,96;0,45;0;0;1;0;0;0
74;76;dump;-E2;14;100000;100000;140;140;70;14;14;0;0;0;0;0;0;0;0
74;76;dump;-link;9,55;16,79;17,05;47,77;47,77;23,24;0;3,67;6,16;0,31;0;0;0;1;0;0
74;76;dump;E0;2;6,78;7,46;20;20;10;0;0,52;7,38;0,37;0;0;0;0;0;0
74;76;dump;link;10;18,08;18,99;50;50;25;1;4,47;5,53;0,28;0;0;0;0;0;0
76;78;dump;-E0;6,05;5,74;6,28;60,48;60,48;27,6;0;0,75;8,75;0,44;0;1;1;0;0;0
76;78;dump;-E2;14;;100000;140;140;70;14;14;0;0;0;0;0;0;0;0
76;78;dump;-link;7,34;14,64;14,92;36,7;36,7;17,72;0;2,17;7,04;0,35;0;0;0;1;0;0
76;78;dump;E0;3;6,51;7,16;30;30;15;0;0,7;7,68;0,38;1;0;0;0;0;0
76;78;dump;link;10;28,86;30,3;50;50;25;4;6,54;3,46;0,17;0;0;0;0;0;0
78;80;dump;-E0;6,09;5,74;6,29;60,94;60,94;28,58;0;0,77;8,74;0,44;0;1;1;0;0;0
78;80;dump;-E2;14;;100000;140;140;70;14;14;0;0;0;0;0;0;0;0
78;80;dump;-link;5,49;12,28;12,84;27,44;27,44;12,97;0;1;8,18;0,41;0;0;0;1;0;0
78;80;dump;E0;4,3;6,1;6,58;42,99;42,99;20,2;0;0,7;8,36;0,42;1;0;0;1;0;0
78;80;dump;link;11,21;45,83;48,12;56,07;56,07;27,37;5;8,77;2,18;0,11;0;0;1;0;0;0
80;82;dump;-E0;5,16;5,45;5,98;51,61;51,61;24,22;0;0,42;9,19;0,46;0;1;1;0;0;0
80;82;dump;-E2;13,28;143,41;79,11;132,84;132,84;63,9;11;12,36;0,7;0,03;0;0;0;1;0;0
80;82;dump;-link;5,82;15,28;15,87;29,12;29,12;12,93;0;1,97;6,62;0,33;0;0;1;1;0;0
80;82;dump;E0;5;6,73;7,4;50;50;25;0;1,28;7,43;0,37;1;0;0;0;0;0
80;82;dump;E2;1,48;11,44;12,58;14,84;14,84;3,8;0;0,84;4,37;0,22;0;0;1;0;0;0
80;82;dump;link;11,71;43,88;42,6;58,55;58,55;28,04;3;8,82;2,46;0,12;0;0;0;1;0;0
82;84;dump;-E0;4,92;5,63;6,14;49,21;49,21;22,52;0;0,51;8,96;0,45;0;1;0;0;0;0
82;84;dump;-E2;11,38;40,45;34,61;113,8;113,8;54,99;7;9,57;1,59;0,08;0;0;0;1;0;0
82;84;dump;-link;5,83;13,16;13,77;29,15;29,15;12,84;0;1,39;7,62;0,38;0;0;1;0;0;0
82;84;dump;E0;5,22;6,03;6,59;52,23;52,23;24,68;0;0,86;8,34;0,42;0;0;0;1;0;0
82;84;dump;E2;2,57;6,17;6,79;25,7;25,7;10,83;0;0,49;8,1;0,41;0;0;1;0;0;0
82;84;dump;link;11,34;25,76;26,62;56,69;56,69;27,19;2;6,87;3,94;0,2;0;0;1;1;0;0
84;86;dump;-E0;4,57;5,41;5,96;45,72;45,72;20,21;0;0,35;9,23;0,46;0;1;1;0;0;0
84;86;dump;-E2;9,38;19,04;18,48;93,81;93,81;45,28;3;6,59;2,98;0,15;0;0;0;1;0;0
84;86;dump;-link;6,08;11,72;12,16;30,38;30,38;13,72;0;0,83;8,64;0,43;0;0;1;1;0;0
84;86;dump;E0;3,37;5,87;6,4;33,74;33,74;15,52;0;0,48;8,59;0,43;0;0;0;1;0;0
84;86;dump;E2;4;6,47;7,12;40;40;19,66;0;0,91;7,72;0,39;0;0;0;0;0;0
84;86;dump;link;11,49;17,26;18,07;57,43;57,43;27,37;0;4,81;5,81;0,29;0;0;1;0;0;0
86;88;dump;-E0;4;5,71;6,31;40;40;19,31;0;0,51;8,72;0,44;0;1;0;0;0;0
86;88;dump;-E2;7,58;14,33;14,32;75,84;75,84;36,27;0;4,67;3,84;0,19;0;0;0;1;0;0
86;88;dump;-link;7,07;12,23;12,84;35,36;35,36;16,83;0;1,29;8,18;0,41;0;0;1;0;0;0
86;88;dump;E0;2,16;10,34;9,21;21,56;21,56;9,42;0;0,87;5,97;0,3;1;0;0;1;0;0
86;88;dump;E2;5,49;5,9;6,45;54,91;54,91;24,27;0;0,81;8,53;0,43;0;1;1;0;0;0
86;88;dump;link;12,18;14,78;15,49;60,89;60,89;28,91;0;3,92;6,78;0,34;0;0;1;1;0;0
88;90;dump;-E0;2;5,49;6,02;20;20;9,9;0;0,17;9,14;0,46;0;1;0;0;0;0
88;90;dump;-E2;7;12,02;12,63;70;70;34,52;0;3,95;4,36;0,22;1;0;0;1;0;0
88;90;dump;-link;8,33;11,77;12,36;41,66;41,66;20,22;0;1,25;8,49;0,42;0;0;1;0;0;0
88;90;dump;E0;2;11,98;13,18;20;20;10;0;1,17;4,17;0,21;1;0;0;0;0;0
88;90;dump;E2;5,66;6,18;6,67;56,57;56,57;25,06;0;0,99;8,24;0,41;0;1;1;0;0;0
88;90;dump;link;10,94;14,63;15,42;54,72;54,72;26,39;0;3,49;6,81;0,34;0;0;0;1;0;0
90;92;dump;-E2;6,3;12,09;12,45;62,96;62,96;30,16;0;3,51;4,42;0,22;0;0;0;1;0;0
90;92;dump;-link;10,19;12,19;12,8;50,93;50,93;24,89;0;1,83;8,2;0,41;0;0;1;0;0;0
90;92;dump;E0;4;9,47;10,42;40;40;20;0;1,89;5,28;0,26;1;0;0;0;0;0
90;92;dump;E2;5,61;6,06;6,67;56,14;56,14;26,39;0;0,99;8,25;0,41;0;0;1;0;0;0
90;92;dump;link;9,04;14,59;15,22;45,22;45,22;21,77;0;2,8;6,9;0,34;0;0;0;1;0;0
92;94;dump;-E0;1,33;5,88;6,47;13,33;13,33;5,13;0;0,2;8,51;0,43;0;0;1;0;0;0
92;94;dump;-E2;5,43;14,7;14,65;54,29;54,29;25,72;0;3,39;3,75;0,19;1;0;0;0;0;0
92;94;dump;-link;11,26;12,38;12,98;56,29;56,29;27,02;0;2,15;8,09;0,4;0;0;0;1;0;0
92;94;dump;E0;6;9,15;10,06;60;60;30;0;2,72;5,47;0,27;0;0;0;0;0;0
92;94;dump;E2;6,42;5,72;6,25;64,24;64,24;28,89;0;0,77;8,8;0,44;0;1;1;0;0;0
92;94;dump;link;7,19;13,51;14,29;35,96;35,96;17,11;0;1,91;7,35;0,37;0;0;0;1;0;0
94;96;dump;-E0;3,24;5,87;6,45;32,36;32,36;14,75;0;0,48;8,52;0,43;0;0;1;0;0;0
94;96;dump;-E2;6;11,29;12,42;60;60;30;0;3,34;4,43;0,22;1;0;0;0;0;0
94;96;dump;-link;9,32;12,43;12,98;46,6;46,6;22,6;0;1,78;8,09;0,4;0;0;0;1;0;0
94;96;dump;E0;4,67;7,87;8,2;46,69;46,69;22,02;0;1,54;6,7;0,34;1;0;0;1;0;0
94;96;dump;E2;5,42;5,4;5,92;54,16;54,16;24,49;0;0,38;9,29;0,46;0;1;1;0;0;0
94;96;dump;link;7,69;13,03;13,44;38,45;38,45;17,92;0;1,68;7,81;0,39;0;0;1;1;0;0
96;98;dump;-E0;4,96;5,56;6,12;49,62;49,62;23,44;0;0,5;8,99;0,45;0;0;1;0;0;0
96;98;dump;-E2;8;10,12;10,95;80;80;39,54;0;3,98;5,02;0,25;0;0;0;1;0;0
96;98;dump;-link;7,93;12,06;12,58;39,65;39,65;18,47;0;1,31;8,35;0,42;0;0;1;1;0;0
96;98;dump;E0;5,32;10,21;10,3;53,22;53,22;25,25;0;2,48;5,34;0,27;0;0;0;1;0;0
96;98;dump;E2;5,48;5,7;6,26;54,8;54,8;24,39;0;0,67;8,78;0,44;0;1;1;0;0;0
96;98;dump;link;7,15;11,02;11,72;35,77;35,77;16,41;0;0,74;8,96;0,45;0;0;1;1;0;0
98;100;dump;-E0;5,7;5,95;6,51;56,96;56,96;25,58;0;0,88;8,45;0,42;0;1;1;0;0;0
98;100;dump;-E2;7,34;9,06;9,77;73,41;73,41;35,39;0;3,21;5,63;0,28;1;0;0;1;0;0
98;100;dump;-link;7,95;12;12,59;39,76;39,76;18,7;0;1,32;8,34;0,42;0;0;1;1;0;0
98;100;dump;E0;5;7,37;8,1;50;50;25;0;1,61;6,79;0,34;1;0;0;0;0;0
98;100;dump;E2;5,42;5,78;6,31;54,2;54,2;24,43;0;0,7;8,72;0,44;0;1;1;0;0;0
98;100;dump;link;5,75;10,87;11,38;28,73;28,73;13,7;0;0,45;9,23;0,46;0;0;0;1;0;0
100;102;dump;-E0;5;5,76;6,37;50;50;24,4;0;0,69;8,63;0,43;0;1;0;0;0;0
100;102;dump;-E2;7,56;9,24;9,86;75,6;75,6;36,2;0;3,34;5,58;0,28;1;0;0;0;0;0
100;102;dump;-link;8;13,67;14,36;40;40;19,37;0;2,15;7,31;0,37;0;0;0;0;0;0
100;102;dump;E0;7;11,02;12,12;70;70;35;0;3,82;4,54;0,23;1;0;0;0;0;0
100;102;dump;E2;5,86;6,45;7,11;58,6;58,6;27,67;0;1,33;7,74;0,39;0;1;0;0;0;0
100;102;dump;link;4;10,6;11,13;20;20;10;0;0,23;9,43;0,47;0;0;0;0;0;0
102;104;dump;-E0;3;5,53;6,12;30;30;14,84;0;0,3;8,99;0,45;0;1;0;0;0;0
102;104;dump;-E2;6,6;7,33;7,84;66,04;66,04;31,6;0;1,97;7,02;0,35;1;0;0;2;0;0
102;104;dump;-link;9,99;15,05;15,8;49,95;49,95;24,17;0;3,35;6,64;0,33;0;0;2;0;0;0
102;104;dump;E0;8;13,35;14,69;80;80;40;1;5;3,75;0,19;1;0;0;0;0;0
102;104;dump;E2;3,86;5,92;6,42;38,64;38,64;17,98;0;0,55;8,57;0,43;0;1;0;0;0;0
102;104;dump;link;4;10,5;11,02;20;20;10;0;0,19;9,53;0,48;0;0;0;0;0;0
104;106;dump;-E0;1;5,89;6,48;10;10;4,98;0;0,15;8,49;0,42;0;1;0;0;0;0
104;106;dump;-E2;6,53;6,72;7,31;65,26;65,26;31,18;0;1,61;7,53;0,38;1;0;0;0;0;0
