begin;end;id;id2;sampledSeconds;traveltime;overlapTraveltime;density;laneDensity;occupancy;waitingTime;timeLoss;speed;speedRelative;departed;arrived;entered;left;laneChangedFrom;laneChangedTo
0;2;dump;-E2;1;5,35;5,88;10;10;5;0;0,06;9,35;0,47;1;0;0;0;0;0
2;4;dump;-E2;2;5,03;5,54;20;20;10;0;0,01;9,93;0,5;0;0;0;0;0;0
4;6;dump;-E2;2;7,05;7,76;20;20;10;0;0,58;7,09;0,35;0;0;0;0;0;0
4;6;dump;E0;1;5,11;5,62;10;10;5;0;0,02;9,79;0,49;1;0;0;0;0;0
6;8;dump;-E2;2;206,11;226,73;20;20;10;1;1,95;0,24;0,01;0;0;0;0;0;0
6;8;dump;E0;2;5,41;5,95;20;20;10;0;0,15;9,24;0,46;0;0;0;0;0;0
8;10;dump;-E2;2;7565,05;8321,55;20;20;10;2;2;0,01;0;0;0;0;0;0;0
8;10;dump;E0;2;5,3;5,81;20;20;9,72;0;0,11;9,47;0,47;0;0;0;1;0;0
8;10;dump;link;0,23;10,33;10,84;1,15;1,15;0,13;0;0,01;9,68;0,48;0;0;1;0;0;0
10;12;dump;-E2;2;60591,12;66650,23;20;20;10;2;2;0;0;0;0;0;0;0;0
10;12;dump;E0;0,27;;5,6;2,73;2,73;0,37;0;0;9,82;0,49;0;0;0;0;0;0
10;12;dump;link;2;10,55;11,08;10;10;4,8;0;0,1;9,48;0,47;0;0;0;0;0;0
12;14;dump;-E2;3;38,95;42,85;30;30;15;2;2,61;1,28;0,06;1;0;0;0;0;0
12;14;dump;link;2;11,61;12,19;10;10;5;0;0,28;8,62;0,43;0;0;0;0;0;0
14;16;dump;-E2;4;11,67;12,83;40;40;20;2;2,29;4,29;0,21;0;0;0;0;0;0
14;16;dump;link;2;12,18;12,78;10;10;5;0;0,36;8,21;0,41;0;0;0;0;0;0
16;18;dump;-E2;4;15,88;17,46;40;40;20;2;2,74;3,15;0,16;0;0;0;0;0;0
16;18;dump;link;2;11,45;12,02;10;10;5;0;0,25;8,73;0,44;0;0;0;0;0;0
18;20;dump;-E2;4;52,65;57,91;40;40;20;2;3,62;0,95;0,05;0;0;0;0;0;0
18;20;dump;link;2;11,14;11,7;10;10;5;0;0,2;8,98;0,45;0;0;0;0;0;0
20;22;dump;-E2;4;109,85;92,81;40;40;19,69;1;3,76;0,59;0,03;0;0;0;1;0;0
20;22;dump;-link;0,63;81,2;85,26;3,14;3,14;0,12;0;0,55;1,23;0,06;0;0;1;0;0;0
20;22;dump;E2;1;5;5,5;9,99;9,99;3,74;0;0;9,99;0,5;0;0;1;0;0;0
20;22;dump;link;1,49;10,17;10,62;7,46;7,46;3,1;0;0,02;9,88;0,49;0;0;0;1;0;0
22;24;dump;-E2;3,94;37,91;32,04;39,41;39,41;14,27;0;3,26;1,72;0,09;0;0;0;0;0;0
22;24;dump;-link;2;46,84;49,18;10;10;2,77;0;1,57;2,14;0,11;0;0;0;0;0;0
22;24;dump;E2;2;5,33;5,87;20;20;10;0;0,12;9,38;0,47;0;0;0;0;0;0
24;26;dump;-E2;2;20,72;23,17;20;20;9,97;0;1,53;2,37;0,12;0;0;0;1;0;0
24;26;dump;-link;2,14;29,19;30,65;10,68;10,68;5,01;0;1,4;3,43;0,17;0;0;1;0;0;0
24;26;dump;E2;2;5,69;6,26;20;20;10;0;0,24;8,78;0,44;0;0;0;0;0;0
26;28;dump;-E2;1,31;;15,57;13,1;13,1;2,89;0;0,85;3,53;0,18;0;0;0;0;0;0
26;28;dump;-link;4;25,07;26,32;20;20;8,49;0;2,4;3,99;0,2;0;0;0;0;0;0
26;28;dump;E0;1;6,66;7,33;10;10;5;0;0,25;7,5;0,38;2;0;0;0;0;0
26;28;dump;E2;0,89;5,13;5,64;8,91;8,91;3,18;0;0,02;9,75;0,49;0;1;0;0;0;0
28;30;dump;-link;4;19,57;20,54;20;20;10;0;1,96;5,11;0,26;0;0;0;0;0;0
28;30;dump;E0;4;6,88;7,57;40;40;20;0;1,09;7,27;0,36;0;0;0;0;0;0
30;32;dump;-link;4;14,69;15,42;20;20;10;0;1,28;6,81;0,34;0;0;0;0;0;0
30;32;dump;E0;5;6,98;7,68;50;50;25;0;1,42;7,16;0,36;1;0;0;0;0;0
32;34;dump;-link;4;12,61;13,24;20;20;10;0;0,83;7,93;0,4;0;0;0;0;0;0
32;34;dump;E0;5,62;6,27;6,75;56,25;56,25;26,87;0;1,04;8,15;0,41;1;0;0;1;0;0
32;34;dump;link;1,87;10,64;11,17;9,34;9,34;4,04;0;0,11;9,4;0,47;0;0;1;0;0;0
34;36;dump;-link;4;11,41;11,98;20;20;10;0;0,49;8,77;0,44;0;0;0;0;0;0
34;36;dump;E0;5,73;6,52;7,08;57,33;57,33;27,23;0;1,28;7,77;0,39;1;0;0;1;0;0
34;36;dump;link;3,83;11,3;11,87;19,15;19,15;8,86;0;0,44;8,85;0,44;0;0;1;0;0;0
36;38;dump;-E0;0,3;5,14;5,65;3,03;3,03;0,45;0;0,01;9,73;0,49;0;0;1;0;0;0
36;38;dump;-E2;1;18,56;20,42;10;10;5;0;0,73;2,69;0,13;1;0;0;0;0;0
36;38;dump;-link;4;10,38;10,89;20;20;9,76;0;0,14;9,64;0,48;0;0;0;1;0;0
36;38;dump;E0;6,63;6,62;7,29;66,34;66,34;31,5;0;1,9;7,55;0,38;1;0;0;1;0;0
36;38;dump;link;5,02;11,51;12,09;25,1;25,1;11,72;0;0,66;8,69;0,43;0;0;1;0;0;0
38;40;dump;-E0;2;5,1;5,6;20;20;9,79;0;0,04;9,81;0,49;0;0;0;0;0;0
38;40;dump;-E2;2;8,37;9,2;20;20;10;0;0,8;5,98;0,3;0;0;0;0;0;0
38;40;dump;-link;2,2;12,03;12,43;10,99;10,99;5,1;0;0,34;8,45;0,42;0;0;0;0;0;0
38;40;dump;E0;5,54;6,58;7,08;55,36;55,36;26,34;0;1,98;7,77;0,39;0;0;0;1;0;0
38;40;dump;link;6,99;11,25;11,81;34,94;34,94;16,8;0;0,78;8,89;0,44;0;0;1;0;0;0
40;42;dump;-E0;3,36;5,53;6,08;33,61;33,61;15,26;0;0,32;9,04;0,45;0;0;1;0;0;0
40;42;dump;-E2;2;5,46;6,01;20;20;10;0;0,17;9,15;0,46;0;0;0;0;0;0
40;42;dump;-link;1,25;12,3;13,04;6,27;6,27;2,34;0;0,24;8,05;0,4;0;0;0;1;0;0
40;42;dump;E0;4;9,48;10,43;40;40;20;0;2,56;5,28;0,26;1;0;0;0;0;0
40;42;dump;link;8;11,66;12,25;40;40;20;0;1,14;8,57;0,43;0;0;0;0;0;0
42;44;dump;-E0;3;5,92;6,45;30;30;14,79;0;0,44;8,53;0,43;0;1;0;0;0;0
42;44;dump;-E2;1,8;5,41;5,84;17,99;17,99;7,73;0;0,1;9,42;0,47;0;0;0;1;0;0
42;44;dump;-link;0,7;10,15;10,66;3,49;3,49;1,11;0;0,01;9,85;0,49;0;0;1;0;0;0
42;44;dump;E0;7;13,06;14,36;70;70;35;0;4,47;3,83;0,19;1;0;0;0;0;0
42;44;dump;E2;0,98;5,85;6,44;9,79;9,79;3,43;0;0,14;8,54;0,43;0;0;1;0;0;0
42;44;dump;link;7,6;11,37;11,96;37,98;37,98;18,26;0;0,93;8,78;0,44;0;0;0;1;0;0
44;46;dump;-E0;2;5,73;6,31;20;20;10;0;0,26;8,72;0,44;0;0;0;0;0;0
44;46;dump;-link;2;10,46;10,98;10;10;5;0;0,09;9,56;0,48;0;0;0;0;0;0
44;46;dump;E0;8;16,81;18,49;80;80;40;3;5,64;2,97;0,15;0;0;0;0;0;0
44;46;dump;E2;2,65;5,23;5,76;26,5;26,5;11,98;0;0,12;9,55;0,48;0;0;1;0;0;0
44;46;dump;link;5,85;11,28;11,72;29,23;29,23;13,98;0;0,61;8,96;0,45;0;0;0;1;0;0
46;48;dump;-E0;1;6,54;7,2;10;10;4,83;0;0,24;7,64;0,38;0;1;0;0;0;0
46;48;dump;-link;2;10,29;10,81;10;10;5;0;0,06;9,72;0,49;0;0;0;0;0;0
46;48;dump;E0;8;62,67;68,94;80;80;40;4;7,37;0,8;0,04;0;0;0;0;0;0
46;48;dump;E2;4;5,28;5,8;40;40;20;0;0,21;9,48;0,47;0;0;0;0;0;0
46;48;dump;link;4;11,36;11,93;20;20;10;0;0,48;8,8;0,44;0;0;0;0;0;0
48;50;dump;-link;2;10,54;11,07;10;10;5;0;0,1;9,48;0,47;0;0;0;0;0;0
48;50;dump;E0;9;36,56;40,22;90;90;45;5;8,24;1,37;0,07;2;0;0;0;0;0
48;50;dump;E2;3,9;5,48;5,98;38,99;38,99;16,77;0;0,31;9,2;0,46;0;1;1;0;0;0
48;50;dump;link;3,49;13,25;13,55;17,46;17,46;8,03;0;0,79;7,75;0,39;0;0;0;1;0;0
50;52;dump;-link;2;11,34;11,9;10;10;5;0;0,24;8,82;0,44;0;0;0;0;0;0
50;52;dump;E0;12;38,07;41,87;120;120;60;7;10,76;1,31;0,07;1;0;0;0;0;0
50;52;dump;E2;4,16;5,49;6,06;41,62;41,62;19,37;0;0,39;9,07;0,45;0;1;1;0;0;0
50;52;dump;link;1,39;10,44;11,32;6,96;6,96;2,76;0;0,1;9,28;0,46;0;0;0;1;0;0
52;54;dump;-link;2;14,02;14,72;10;10;5;0;0,57;7,13;0,36;0;0;0;0;0;0
52;54;dump;E0;14;113,73;125,1;140;140;70;9;13,54;0,44;0,02;0;0;0;0;0;0
52;54;dump;E2;4;5,52;6,07;40;40;20;0;0,38;9,06;0,45;0;0;0;0;0;0
54;56;dump;-link;2;74,57;78,3;10;10;5;0;1,73;1,34;0,07;0;0;0;0;0;0
54;56;dump;E0;14;323,28;355,6;140;140;70;11;13,87;0,15;0,01;0;0;0;0;0;0
54;56;dump;E2;2,98;5,69;6,32;29,84;29,84;13,42;0;0,39;8,7;0,44;0;1;0;0;0;0
56;58;dump;-link;2;26722,4;28058,52;10;10;5;2;2;0;0;0;0;0;0;0;0
56;58;dump;E0;14;10028,45;11031,3;140;140;70;14;14;0;0;0;0;0;0;0;0
56;58;dump;E2;0,91;5,31;5,84;9,12;9,12;3,23;0;0,05;9,42;0,47;0;1;0;0;0;0
58;60;dump;-link;2;;100000;10;10;5;2;2;0;0;0;0;0;0;0;0
58;60;dump;E0;14;62949,09;69244;140;140;70;14;14;0;0;0;0;0;0;0;0
60;62;dump;-E0;1,53;12,99;14,29;15,26;15,26;3,79;0;0,94;3,85;0,19;0;0;1;0;0;0
