Generations;0;1;2;3;4
0;-0.010887352301927349;-0.010135433689866824;-0.010040965510272377;-0.01276448838581995;-0.00915805748902905
1;-0.009234068284234202;-0.009789242869495285;-0.009570651974142995;-0.010466124114223721;-0.008394123294643977
2;-0.009234068284234202;-0.008393158158401168;-0.008402181636550444;-0.00844058049424379;-0.008394123294643977
3;-0.007952672607455264;-0.008393158158401168;-0.008197121232750872;-0.00844058049424379;-0.007808826836353002
4;-0.007943769498690174;-0.008046326927138414;-0.007781700974431582;-0.007913234155607374;-0.007630940348380206
5;-0.007785732278129272;-0.007974781755255268;-0.0077053076884311825;-0.00759833172454463;-0.007540937085741285
6;-0.007785732278129272;-0.00779833072149448;-0.007648969238997744;-0.007398299265807448;-0.0075084048188975485
7;-0.007599299774313679;-0.007752283337373033;-0.0075497479963105895;-0.007398299265807448;-0.0075084048188975485
8;-0.007578842357315102;-0.007752283337373033;-0.007496871079665598;-0.007398299265807448;-0.0075084048188975485
9;-0.007543135691418672;-0.007752283337373033;-0.007489243221345441;-0.00739598864715334;-0.007482887078565057
10;-0.007413801922933517;-0.007741555088745211;-0.007489243221345441;-0.007353518146817323;-0.007482887078565057
11;-0.007375354892493473;-0.007741555088745211;-0.0074757478270979375;-0.007349990367830327;-0.0074351111713432646
12;-0.007360989788006825;-0.0077219601727987275;-0.007455153416874883;-0.007349990367830327;-0.0074351111713432646
13;-0.007360989788006825;-0.007557111186776288;-0.007421872508718497;-0.007343307574788859;-0.0074351111713432646
14;-0.007358757461496349;-0.007522816294543935;-0.007421872508718497;-0.007336143404120561;-0.007434170997446134
15;-0.007351957653766155;-0.0075103335616133115;-0.007392138811815579;-0.007336143404120561;-0.0074334186582434274
16;-0.007351957653766155;-0.007416110806996147;-0.007392138811815579;-0.007332231526696941;-0.0074269176540674
17;-0.007349218599086837;-0.0073869388434262525;-0.007392138811815579;-0.007329036330957581;-0.0074269176540674
18;-0.0073485511956495045;-0.007381800471285096;-0.007391070625333461;-0.007325705754322876;-0.007360674147924189
19;-0.007336446118148664;-0.0073596807993276505;-0.007391070625333461;-0.007325705754322876;-0.007360674147924189
20;-0.007336446118148664;-0.0073596807993276505;-0.007391070625333461;-0.007325705754322876;-0.007349798325271472
