begin;end;id;id2;sampledSeconds;traveltime;overlapTraveltime;density;laneDensity;occupancy;waitingTime;timeLoss;speed;speedRelative;departed;arrived;entered;left;laneChangedFrom;laneChangedTo
22;24;dump;-E0;2;6,24;6,86;20;20;10;0;0,4;8,02;0,4;0;0;0;0;0;0
22;24;dump;E0;2;11,12;12,23;20;20;10;0;1,1;4,5;0,22;1;0;0;0;0;0
22;24;dump;link;4;11,14;11,69;20;20;10;0;0,41;8,98;0,45;0;0;0;0;0;0
24;26;dump;-E0;2;5,97;6,58;20;20;9,99;0;0,33;8,36;0,42;0;1;0;0;0;0
24;26;dump;E0;4;7,36;8,1;40;40;20;0;1,28;6,79;0,34;1;0;0;0;0;0
24;26;dump;link;4;11,17;11,73;20;20;10;0;0,42;8,95;0,45;0;0;0;0;0;0
26;28;dump;E0;6;6,94;7,61;60;60;29,97;0;1,66;7,23;0,36;1;0;0;1;0;0
26;28;dump;E2;1,32;5,55;6,11;13,21;13,21;5,19;0;0,13;9;0,45;0;0;1;0;0;0
26;28;dump;link;3,3;12,13;12,56;16,5;16,5;7,39;0;0,54;8,36;0,42;0;0;1;1;0;0
28;30;dump;E0;6,47;7,87;8,4;64,69;64,69;31;0;2,23;6,55;0,33;0;0;0;0;0;0
28;30;dump;E2;3,35;5,43;5,98;33,45;33,45;15,36;0;0,27;9,2;0,46;0;0;1;0;0;0
28;30;dump;link;3,18;11,47;11,92;15,92;15,92;6,77;0;0,38;8,81;0,44;0;0;0;1;0;0
30;32;dump;E0;5,99;6,45;7,01;59,92;59,92;28,54;0;1,29;7,85;0,39;1;0;0;1;0;0
30;32;dump;E2;4;5,32;5,86;40;40;20;0;0,24;9,39;0,47;0;0;0;0;0;0
30;32;dump;link;3,57;10,85;11,4;17,83;17,83;8,2;0;0,28;9,21;0,46;0;0;1;0;0;0
32;34;dump;E0;5,82;6,03;6,53;58,23;58,23;27,85;0;0,92;8,42;0,42;1;0;0;1;0;0
32;34;dump;E2;2,8;5,5;6,12;27,99;27,99;12,53;0;0,28;8,98;0,45;0;2;0;0;0;0
32;34;dump;link;5,67;12,1;12,71;28,37;28,37;13,55;0;0,99;8,26;0,41;0;0;1;0;0;0
34;36;dump;E0;5,23;5,89;6,56;52,29;52,29;24,5;0;0,84;8,39;0,42;0;0;0;1;0;0
34;36;dump;link;7,41;12,05;12,65;37,03;37,03;17,72;0;1,26;8,3;0,41;0;0;1;0;0;0
36;38;dump;E0;3,23;6,13;6,74;32,3;32,3;14,69;0;0,6;8,16;0,41;0;0;0;1;0;0
36;38;dump;link;9,37;11,62;12,2;46,85;46,85;22,63;0;1,31;8,6;0,43;0;0;1;0;0;0
38;40;dump;E0;1,35;5,81;6,63;13,47;13,47;5,11;0;0,23;8,3;0,42;0;0;0;1;0;0
38;40;dump;E2;0,77;5,79;6,36;7,7;7,7;2,4;0;0,1;8,64;0,43;0;0;1;0;0;0
38;40;dump;link;11,07;11,57;12,15;55,33;55,33;26,18;0;1,5;8,64;0,43;0;0;1;1;0;0
40;42;dump;E2;2,01;5,46;6,01;20,08;20,08;10;0;0,17;9,16;0,46;0;0;1;0;0;0
40;42;dump;link;10;11,32;11,88;50;50;25;0;1,16;8,84;0,44;0;0;0;1;0;0
42;44;dump;E2;4,11;5,47;6,02;41,12;41,12;18,71;0;0,35;9,14;0,46;0;0;1;0;0;0
42;44;dump;link;8,54;11,27;11,81;42,68;42,68;20,61;0;0,95;8,89;0,44;0;0;0;1;0;0
44;46;dump;E2;5;5,92;6,47;50;50;23,83;0;0,75;8,51;0,43;0;1;0;0;0;0
44;46;dump;link;6,44;10,93;11,52;32,2;32,2;15,42;0;0,57;9,11;0,46;0;0;0;0;0;0
46;48;dump;E2;5,69;5,74;6,36;56,92;56,92;26,61;0;0,77;8,65;0,43;0;1;1;0;0;0
46;48;dump;link;4,92;12,13;12,79;24,61;24,61;11,52;0;0,88;8,21;0,41;0;0;0;1;0;0
48;50;dump;E2;5,72;5,62;6,17;57,2;57,2;26,55;0;0,62;8,91;0,45;0;1;1;0;0;0
48;50;dump;link;2,85;12;12,5;14,24;14,24;6,39;0;0,46;8,4;0,42;0;0;0;1;0;0
50;52;dump;E2;5,74;5,55;6,11;57,4;57,4;27,43;0;0,57;9,01;0,45;0;1;1;0;0;0
50;52;dump;link;0,75;10,06;10,57;3,77;3,77;1,25;0;0;9,94;0,5;0;0;0;1;0;0
52;54;dump;E0;1;5,86;6,45;10;10;5;0;0,15;8,53;0,43;1;0;0;0;0;0
52;54;dump;E2;4;5,42;5,97;40;40;19,83;0;0,32;9,21;0,46;0;1;0;0;0;0
54;56;dump;E0;3;7,04;7,74;30;30;15;0;0,87;7,11;0,36;1;0;0;0;0;0
54;56;dump;E2;2;5,28;5,77;20;20;9,52;0;0,09;9,53;0,48;0;1;0;0;0;0
56;58;dump;E0;4;5,47;6,02;40;40;20;0;0,35;9,13;0,46;0;0;0;0;0;0
58;60;dump;E0;2,73;6,24;6,62;27,26;27,26;12,33;0;0,46;8,31;0,42;0;0;0;1;0;0
58;60;dump;link;1,78;10,91;11,46;8,92;8,92;3,81;0;0,15;9,16;0,46;0;0;1;0;0;0
60;62;dump;-E2;1;8,72;9,59;10;10;5;0;0,43;5,73;0,29;1;0;0;0;0;0
60;62;dump;E0;1,36;6,66;6,93;13,56;13,56;5,38;0;0,28;7,93;0,4;0;0;0;1;0;0
60;62;dump;link;3,22;11,94;12,54;16,1;16,1;7,28;0;0,52;8,37;0,42;0;0;1;0;0;0
62;64;dump;-E2;2;7,57;8,33;20;20;10;0;0,68;6,6;0,33;0;0;0;0;0;0
62;64;dump;E0;1;9,66;10,62;10;10;5;0;0,48;5,18;0,26;1;0;0;0;0;0
62;64;dump;link;4;11,62;12,21;20;20;10;0;0,56;8,6;0,43;0;0;0;0;0;0
64;66;dump;-E2;2;6,42;7,06;20;20;10;0;0,44;7,79;0,39;0;0;0;0;0;0
64;66;dump;E0;2;6,26;6,89;20;20;10;0;0,4;7,98;0,4;0;0;0;0;0;0
64;66;dump;link;4;11,61;12,19;20;20;10;0;0,56;8,61;0,43;0;0;0;0;0;0
66;68;dump;-E2;1,69;5,58;6,04;16,9;16,9;7,12;0;0,15;9,1;0,46;0;0;0;1;0;0
66;68;dump;-link;0,83;10,62;11,15;4,15;4,15;1,41;0;0,05;9,42;0,47;0;0;1;0;0;0
66;68;dump;E0;2;5,82;6,4;20;20;10;0;0,28;8,59;0,43;0;0;0;0;0;0
66;68;dump;link;4;10,94;11,49;20;20;10;0;0,34;9,14;0,46;0;0;0;0;0;0
68;70;dump;-link;2;10,18;10,69;10;10;5;0;0,03;9,83;0,49;0;0;0;0;0;0
68;70;dump;E0;1,19;5,15;5,66;11,92;11,92;4,68;0;0,03;9,71;0,49;0;0;0;1;0;0
68;70;dump;E2;0,1;6,34;6,97;1,05;1,05;0,04;0;0,02;7,89;0,39;0;0;1;0;0;0
68;70;dump;link;5,31;11,61;12,21;26,56;26,56;12,61;0;0,74;8,6;0,43;0;0;1;1;0;0
70;72;dump;-link;2;10,29;10,8;10;10;5;0;0,06;9,72;0,49;0;0;0;0;0;0
70;72;dump;E0;1;5,98;6,58;10;10;5;0;0,16;8,36;0,42;1;0;0;0;0;0
70;72;dump;E2;2;5,86;6,45;20;20;9;0;0,29;8,53;0,43;0;0;0;0;0;0
70;72;dump;link;4,47;10,78;11,4;22,34;22,34;10,48;0;0,35;9,21;0,46;0;0;0;0;0;0
72;74;dump;-link;2;10,21;10,73;10;10;5;0;0,04;9,79;0,49;0;0;0;0;0;0
72;74;dump;E0;2;6,58;7,24;20;20;10;0;0,48;7,59;0,38;0;0;0;0;0;0
72;74;dump;E2;3,95;6,23;6,85;39,53;39,53;18;0;0,78;8,02;0,4;0;0;1;0;0;0
72;74;dump;link;2,74;10,82;12,1;13,7;13,7;5,97;0;0,36;8,68;0,43;0;0;0;1;0;0
74;76;dump;-link;2;10,13;10,63;10;10;5;0;0,03;9,87;0,49;0;0;0;0;0;0
74;76;dump;E0;2;5,88;6,47;20;20;10;0;0,3;8,5;0,42;0;0;0;0;0;0
74;76;dump;E2;4;5,65;6,19;40;40;19,02;0;0,45;8,89;0,44;0;1;0;0;0;0
74;76;dump;link;2;10,74;11,28;10;10;5;0;0,14;9,31;0,47;0;0;0;0;0;0
76;78;dump;-E0;0,57;5,15;5,67;5,72;5,72;1,57;0;0,02;9,7;0,49;0;0;1;0;0;0
76;78;dump;-link;1,93;10,3;10,82;9,67;9,67;4,19;0;0,06;9,7;0,49;0;0;0;1;0;0
76;78;dump;E0;0,96;5,15;5,66;9,63;9,63;3,53;0;0,03;9,72;0,49;0;0;0;1;0;0
76;78;dump;E2;2;5,97;6,57;20;20;10;0;0,33;8,37;0,42;0;0;0;0;0;0
76;78;dump;link;3,54;11,12;11,67;17,71;17,71;8,21;0;0,36;8,99;0,45;0;0;1;0;0;0
78;80;dump;-E0;2;5,11;5,62;20;20;10;0;0,04;9,78;0,49;0;0;0;0;0;0
78;80;dump;E2;1,43;5,26;5,99;14,25;14,25;4,42;0;0,12;9,18;0,46;0;1;1;0;0;0
78;80;dump;link;3,91;11,67;12,02;19,57;19,57;9,15;0;0,5;8,73;0,44;0;0;0;1;0;0
80;82;dump;-E0;2;5,16;5,68;20;20;10;0;0,06;9,69;0,48;0;0;0;0;0;0
80;82;dump;E0;1;5,1;5,61;10;10;5;0;0,02;9,81;0,49;2;0;0;0;0;0
80;82;dump;E2;2;5,35;5,88;20;20;10;0;0,13;9,35;0,47;0;0;0;0;0;0
80;82;dump;link;2;11,05;11,61;10;10;5;0;0,19;9,05;0,45;0;0;0;0;0;0
82;84;dump;-E0;1;5,16;5,68;10;10;4,1;0;0,03;9,69;0,48;0;1;0;0;0;0
82;84;dump;E0;4;6,35;6,98;40;40;20;0;0,85;7,88;0,39;1;0;0;0;0;0
82;84;dump;E2;2;5,59;6,15;20;20;10;0;0,21;8,95;0,45;0;0;0;0;0;0
82;84;dump;link;2;10,66;11,2;10;10;5;0;0,12;9,38;0,47;0;0;0;0;0;0
84;86;dump;E0;6;6,23;6,85;60;60;29,91;0;1,18;8,03;0,4;1;0;0;1;0;0
84;86;dump;E2;1;5,35;5,88;10;10;4,85;0;0,06;9,35;0,47;0;1;0;0;0;0
84;86;dump;link;2,14;10,9;11,45;10,68;10,68;5,04;0;0,18;9,17;0,46;0;0;1;0;0;0
86;88;dump;E0;6,43;6,68;7,22;64,35;64,35;30,36;0;1,53;7,62;0,38;0;0;0;1;0;0
86;88;dump;E2;0,22;6,32;6,95;2,22;2,22;0,19;0;0,05;7,91;0,4;0;0;1;0;0;0
86;88;dump;link;4,31;11,42;12,06;21,56;21,56;9,67;0;0,56;8,71;0,44;0;0;1;1;0;0
88;90;dump;E0;4,27;6,52;7,11;42,7;42,7;19,96;0;0,96;7,74;0,39;0;0;0;1;0;0
88;90;dump;E2;2;5,82;6,41;20;20;9,44;0;0,28;8,58;0,43;0;0;0;0;0;0
88;90;dump;link;4,61;11,25;11,76;23,04;23,04;10,25;0;0,49;8,93;0,45;0;0;1;0;0;0
90;92;dump;E0;2,28;6,37;6,84;22,81;22,81;10,37;0;0,45;8,04;0,4;1;0;0;0;0;0
90;92;dump;E2;2;5,86;6,44;20;20;10;0;0,29;8,54;0,43;0;0;0;0;0;0
90;92;dump;link;6;10,97;11,52;30;30;14,8;0;0,53;9,11;0,46;0;0;0;0;0;0
92;94;dump;E0;3,06;6,29;6,76;30,62;30,62;13,89;0;0,57;8,14;0,41;0;0;0;1;0;0
92;94;dump;E2;2;5,53;6,18;20;20;9,15;0;0,22;8,89;0,44;0;1;0;0;0;0
92;94;dump;link;7,48;11,34;11,91;37,41;37,41;18,03;0;0,89;8,82;0,44;0;0;1;0;0;0
94;96;dump;E0;2;5,51;6,06;20;20;10;0;0,18;9,08;0,45;0;0;0;0;0;0
94;96;dump;link;8;10,62;11,15;40;40;20;0;0,47;9,42;0,47;0;0;0;0;0;0
96;98;dump;E0;1,99;6,13;6,64;19,91;19,91;8,51;0;0,34;8,29;0,41;0;0;0;1;0;0
96;98;dump;E2;1,27;5,3;5,83;12,7;12,7;5,07;0;0,07;9,44;0,47;0;0;1;0;0;0
96;98;dump;link;7,82;10,48;10,99;39,08;39,08;18,16;0;0,35;9,55;0,48;0;0;1;1;0;0
98;100;dump;E0;1;5,6;6,16;10;10;5;0;0,11;8,93;0,45;1;0;0;0;0;0
98;100;dump;E2;3,48;5,59;6,15;34,76;34,76;16,07;0;0,37;8,94;0,45;0;0;1;0;0;0
98;100;dump;link;7,04;10,94;11,45;35,21;35,21;16,94;0;0,59;9,17;0,46;0;0;0;1;0;0
100;102;dump;E0;3;6,22;6,84;30;30;15;0;0,59;8,05;0,4;1;0;0;0;0;0
100;102;dump;E2;5,52;5,37;5,91;55,15;55,15;26,25;0;0,38;9,31;0,47;0;0;1;0;0;0
100;102;dump;link;5,01;11,76;12,22;25,03;25,03;11,85;0;0,7;8,6;0,43;0;0;0;1;0;0
102;104;dump;E0;4;5,87;6,46;40;40;20;0;0,59;8,52;0,43;1;0;0;1;0;0
102;104;dump;E2;4,79;5,58;6,12;47,92;47,92;22,08;0;0,49;8,99;0,45;0;1;1;0;0;0
102;104;dump;link;4;11,4;11,94;20,01;20,01;9,96;0;0,48;8,79;0,44;0;0;1;1;0;0
104;106;dump;E0;5,6;6,03;6,64;56,01;56,01;26,47;0;0,96;8,28;0,41;1;0;0;0;0;0
104;106;dump;E2;4,58;5,77;6,31;45,78;45,78;20,56;0;0,59;8,71;0,44;0;1;0;0;0;0
104;106;dump;link;4,47;12,4;13,03;22,37;22,37;9,69;0;0,87;8,06;0,4;0;0;0;0;0;0
106;108;dump;E0;5,39;6,35;6,91;53,92;53,92;25,57;0;1,1;7,96;0,4;1;0;0;1;0;0
106;108;dump;E2;2,55;5,96;6,38;25,51;25,51;11,44;0;0,35;8,62;0,43;0;1;0;0;0;0
106;108;dump;link;5,17;11,94;12,53;25,83;25,83;12,19;0;0,84;8,38;0,42;0;0;1;0;0;0
108;110;dump;E0;5,56;6,65;7,18;55,63;55,63;26,41;0;1,3;7,66;0,38;0;0;0;1;0;0
108;110;dump;E2;2,83;5,46;6;28,33;28,33;12,3;0;0,23;9,17;0,46;0;1;1;0;0;0
108;110;dump;link;6,71;11,74;12,28;33,54;33,54;15,36;0;0,97;8,55;0,43;0;0;1;1;0;0
110;112;dump;E0;3,73;5,85;6,49;37,3;37,3;17,11;0;0,57;8,47;0,42;0;0;0;1;0;0
110;112;dump;E2;2;5,16;5,68;20;20;10;0;0,06;9,69;0,48;0;0;0;0;0;0
110;112;dump;link;6,88;11,22;11,78;34,38;34,38;16,42;0;0,75;8,91;0,45;0;0;1;0;0;0
112;114;dump;E0;2;5,61;6,17;20;20;9,1;0;0,22;8,91;0,45;0;0;0;1;0;0
112;114;dump;E2;2;5,17;5,69;20;20;10;0;0,07;9,67;0,48;0;0;0;0;0;0
112;114;dump;link;8,44;11,52;12,09;42,19;42,19;20,43;0;1,11;8,68;0,43;0;0;1;0;0;0
114;116;dump;-E2;1;12,34;13,57;10;10;5;0;0,59;4,05;0,2;1;0;0;0;0;0
114;116;dump;E0;0,11;;5,95;1,09;1,09;0,06;0;0,01;9,25;0,46;0;0;0;0;0;0
114;116;dump;E2;1,15;6,12;6,7;11,54;11,54;3,94;0;0,21;8,21;0,41;0;1;1;0;0;0
114;116;dump;link;10;11,57;12,17;50;50;24,91;0;1,37;8,63;0,43;0;0;0;1;0;0
116;118;dump;-E2;3;7,17;7,89;30;30;15;0;0,91;6,97;0,35;1;0;0;0;0;0
116;118;dump;E2;2;5,84;6,42;20;20;9,23;0;0,29;8,56;0,43;0;0;0;0;0;0
116;118;dump;link;8,4;11,57;12,11;41,98;41,98;20,37;0;1,11;8,67;0,43;0;0;0;0;0;0
118;120;dump;-E2;4;5,66;6,23;40;40;20;0;0,47;8,83;0,44;0;0;0;0;0;0
118;120;dump;E0;0;;;;;;;;;;1;0;0;0;0;0
118;120;dump;E2;3,76;5,73;6,3;37,56;37,56;17,33;0;0,48;8,72;0,44;0;0;1;0;0;0
118;120;dump;link;6,81;11,7;12,28;34,07;34,07;16,31;0;0,99;8,55;0,43;0;0;0;1;0;0
120;122;dump;-E2;4,18;7,41;7,78;41,82;41,82;19,57;0;1,22;7,07;0,35;1;0;0;1;0;0
120;122;dump;-link;1,35;10,75;11,29;6,74;6,74;2,69;0;0,09;9,3;0,47;0;0;1;0;0;0
120;122;dump;E0;2;5,29;5,81;20;20;10;0;0,11;9,46;0,47;0;0;0;0;0;0
120;122;dump;E2;5,38;5,88;6,45;53,81;53,81;25,14;0;0,79;8,53;0,43;0;1;1;0;0;0
120;122;dump;link;5,14;11,21;11,7;25,7;25,7;12,2;0;0,53;8,97;0,45;0;0;0;1;0;0
122;124;dump;-E2;3,38;8,6;8,64;33,82;33,82;15,54;0;1,23;6,36;0,32;0;0;0;1;0;0
122;124;dump;-link;3,15;10,56;11,09;15,74;15,74;7,2;0;0,17;9,47;0,47;0;0;1;0;0;0
122;124;dump;E0;2;5,21;5,73;20;20;10;0;0,08;9,6;0,48;0;0;0;0;0;0
122;124;dump;E2;5,01;5,81;6,39;50,12;50,12;23,62;0;0,7;8,61;0,43;0;0;1;0;0;0
122;124;dump;link;3,55;11,62;12,18;17,75;17,75;8,16;0;0,49;8,62;0,43;0;0;0;1;0;0
124;126;dump;-E2;2;9,3;10,23;20;20;10;0;0,93;5,37;0,27;0;0;0;0;0;0
124;126;dump;-link;4;11,49;12,07;20;20;10;0;0,52;8,7;0,43;0;0;0;0;0;0
124;126;dump;E0;2,3;7,87;7,85;22,97;22,97;10,11;0;0,69;7,01;0,35;1;0;0;1;0;0
124;126;dump;E2;5,88;6,1;6,63;58,78;58,78;26,45;0;1;8,3;0,41;0;1;1;0;0;0
124;126;dump;link;2,76;11,53;12,39;13,81;13,81;5,41;0;0,42;8,48;0,42;0;0;1;1;0;0
126;128;dump;-E2;2;7,57;8,33;20;20;10;0;0,68;6,6;0,33;0;0;0;0;0;0
126;128;dump;-link;4;11,28;11,85;20;20;10;0;0,45;8,86;0,44;0;0;0;0;0;0
126;128;dump;E0;2;6,92;7,61;20;20;10;0;0,56;7,22;0,36;1;0;0;0;0;0
126;128;dump;E2;4,99;5,27;5,85;49,88;49,88;23,51;0;0,3;9,4;0,47;0;1;0;0;0;0
126;128;dump;link;2;10,31;10,83;10;10;5;0;0,06;9,69;0,48;0;0;0;0;0;0
128;130;dump;-E2;1,88;6,71;7,2;18,82;18,82;7,85;0;0,44;7,64;0,38;0;0;0;1;0;0
128;130;dump;-link;4,73;12,02;12,62;23,64;23,64;11,04;0;0,79;8,32;0,42;0;0;1;0;0;0
128;130;dump;E0;4;7,18;7,9;40;40;20;0;1,22;6,96;0,35;1;0;0;0;0;0
128;130;dump;E2;3;5,93;6,56;30;30;14,56;0;0,48;8,39;0,42;0;1;0;0;0;0
128;130;dump;link;2;10,13;10,64;10;10;5;0;0,03;9,87;0,49;0;0;0;0;0;0
130;132;dump;-E0;0,34;5,31;5,84;3,39;3,39;0,54;0;0,02;9,42;0,47;0;0;1;0;0;0
130;132;dump;-link;6;11,15;11,67;30;30;14,71;0;0,6;9;0,45;0;0;0;1;0;0
130;132;dump;E0;5,42;6,57;7,06;54,17;54,17;25,74;0;1,2;7,79;0,39;1;0;0;1;0;0
130;132;dump;E2;0,98;5,24;5,76;9,84;9,84;3,61;0;0,04;9,55;0,48;0;1;0;0;0;0
130;132;dump;link;3,1;10,53;11,06;15,52;15,52;7,1;0;0,16;9,5;0,47;0;0;1;0;0;0
132;134;dump;-E0;2;5,52;6,07;20;20;9,8;0;0,19;9,06;0,45;0;0;0;0;0;0
132;134;dump;-link;4,21;10,57;11,17;21,04;21,04;10,09;0;0,25;9,4;0,47;0;0;0;0;0;0
132;134;dump;E0;6;6,36;6,94;60;60;29,52;0;1,24;7,93;0,4;1;0;0;1;0;0
132;134;dump;link;4,32;11,08;11,63;21,58;21,58;10,22;0;0,42;9,03;0,45;0;0;1;0;0;0
134;136;dump;-E0;3,67;5,47;6,02;36,69;36,69;16,91;0;0,32;9,13;0,46;0;0;1;0;0;0
134;136;dump;-link;2,89;10,33;11,06;14,46;14,46;6,52;0;0,15;9,49;0,47;0;0;0;1;0;0
134;136;dump;E0;6,22;6,33;6,91;62,2;62,2;30,2;0;1,27;7,96;0,4;0;0;0;1;0;0
134;136;dump;E2;0,74;5,37;5,91;7,39;7,39;2,35;0;0,05;9,31;0,47;0;0;1;0;0;0
134;136;dump;link;5,85;10,78;11,31;29,24;29,24;13,68;0;0,42;9,28;0,46;0;0;1;1;0;0
136;138;dump;-E0;3,63;5,6;6,13;36,34;36,34;16,81;0;0,37;8,98;0,45;0;1;0;0;0;0
136;138;dump;-link;2;10,25;10,77;10;10;5;0;0,05;9,75;0,49;0;0;0;0;0;0
136;138;dump;E0;4,49;5,5;6,08;44,92;44,92;20,91;0;0,43;9,04;0,45;0;0;0;1;0;0
136;138;dump;E2;2;5,29;5,82;20;20;10;0;0,11;9,46;0,47;0;0;0;0;0;0
136;138;dump;link;6,19;11,02;11,57;30,93;30,93;14,51;0;0,57;9,07;0,45;0;0;1;0;0;0
138;140;dump;-E0;2,2;6,08;6,69;22,02;22,02;10,2;0;0,39;8,22;0,41;0;0;1;0;0;0
138;140;dump;-link;2;10,19;10,72;10;10;4,89;0;0,04;9,8;0,49;0;0;0;1;0;0
138;140;dump;E0;2,36;5,86;6,27;23,61;23,61;10,21;0;0,29;8,77;0,44;0;0;0;1;0;0
138;140;dump;E2;2;5,34;5,87;20;20;10;0;0,13;9,37;0,47;0;0;0;0;0;0
138;140;dump;link;8,27;10,74;11,27;41,36;41,36;19,86;0;0,57;9,31;0,47;0;0;1;0;0;0
140;142;dump;-E0;2,71;5,14;5,73;27,05;27,05;11,68;0;0,11;9,6;0,48;0;1;0;0;0;0
140;142;dump;-link;0,3;;10,83;1,52;1,52;0,22;0;0,01;9,69;0,48;0;0;0;0;0;0
140;142;dump;E0;0,23;;5,54;2,29;2,29;0,26;0;0;9,93;0,5;0;0;0;0;0;0
140;142;dump;E2;1;5,41;5,95;10;10;4,22;0;0,08;9,25;0,46;0;1;1;0;0;0
140;142;dump;link;10;10,77;11,31;50;50;24,86;0;0,72;9,28;0,46;0;0;0;1;0;0
142;144;dump;-E0;2;5,11;5,62;20;20;10;0;0,04;9,79;0,49;0;0;0;0;0;0
142;144;dump;E2;2;5,37;5,91;20;20;8,66;0;0,14;9,3;0,47;0;0;0;0;0;0
142;144;dump;link;8,52;10,77;11,3;42,62;42,62;20,64;0;0,61;9,29;0,46;0;0;0;0;0;0
144;146;dump;-E0;1;5,18;5,7;10;10;4,97;0;0,03;9,65;0,48;0;1;0;0;0;0
144;146;dump;E2;3,49;5,49;6,04;34,87;34,87;16,04;0;0,31;9,1;0,46;0;0;1;0;0;0
144;146;dump;link;7,06;10,87;11,43;35,29;35,29;16,95;0;0,58;9,18;0,46;0;0;0;1;0;0
146;148;dump;E2;5,28;5,32;5,9;52,81;52,81;23,91;0;0,36;9,32;0,47;0;1;1;0;0;0
146;148;dump;link;5,24;10,99;11,5;26,22;26,22;12,44;0;0,46;9,13;0,46;0;0;0;1;0;0
148;150;dump;E2;5,39;5,56;6,08;53,88;53,88;25,22;0;0,52;9,04;0,45;0;1;1;0;0;0
148;150;dump;link;3,16;11,11;11,69;15,81;15,81;7,18;0;0,32;8,98;0,45;0;0;0;1;0;0
150;152;dump;E2;5,33;5,32;5,85;53,27;53,27;25,21;0;0,32;9,4;0,47;0;0;1;0;0;0
150;152;dump;link;1,21;11,77;12,01;6,07;6,07;2,37;0;0,15;8,74;0,44;0;0;0;1;0;0
152;154;dump;E2;4,68;5,4;5,96;46,77;46,77;21,99;0;0,36;9,23;0,46;0;1;0;0;0;0
154;156;dump;E2;2,76;5,47;6,08;27,63;27,63;12,37;0;0,27;9,04;0,45;0;1;0;0;0;0
156;158;dump;E2;0,65;5,75;6,33;6,48;6,48;1,8;0;0,08;8,69;0,43;0;1;0;0;0;0
158;160;dump;;;;;;;;;;;;;;;;;
160;162;dump;E0;0;;;;;;;;;;1;0;0;0;0;0
162;164;dump;E0;2;5,72;6,3;20;20;10;0;0,25;8,74;0,44;0;0;0;0;0;0
164;166;dump;E0;2;5,77;6,34;20;20;10;0;0,27;8,67;0,43;0;0;0;0;0;0
166;168;dump;E0;1,74;5,61;6,34;17,39;17,39;7,18;0;0,23;8,67;0,43;1;0;0;1;0;0
