;nGen100_nPop100_nMat50_tour10_mutProb0-9;nGen100_nPop200_nMat100_tour10_mutProb0-9;nGen100_nPop400_nMat200_tour10_mutProb0-9;nGen100_nPop600_nMat300_tour10_mutProb0-9;nGen100_nPop800_nMat400_tour10_mutProb0-9;nGen120_nPop100_nMat50_tour10_mutProb0-9;nGen120_nPop200_nMat100_tour10_mutProb0-9;nGen120_nPop400_nMat200_tour10_mutProb0-9;nGen120_nPop600_nMat300_tour10_mutProb0-9;nGen120_nPop800_nMat400_tour10_mutProb0-9;nGen40_nPop100_nMat50_tour10_mutProb0-9;nGen40_nPop200_nMat100_tour10_mutProb0-9;nGen40_nPop400_nMat200_tour10_mutProb0-9;nGen40_nPop600_nMat300_tour10_mutProb0-9;nGen40_nPop800_nMat400_tour10_mutProb0-9;nGen60_nPop100_nMat50_tour10_mutProb0-9;nGen60_nPop200_nMat100_tour10_mutProb0-9;nGen60_nPop400_nMat200_tour10_mutProb0-9;nGen60_nPop500_nMat250_tour10_mutProb0-5;nGen60_nPop500_nMat250_tour10_mutProb0-6;nGen60_nPop500_nMat250_tour10_mutProb0-7;nGen60_nPop500_nMat250_tour10_mutProb0-8;nGen60_nPop500_nMat250_tour10_mutProb0-9;nGen60_nPop500_nMat250_tour2_mutProb0-5;nGen60_nPop500_nMat250_tour2_mutProb0-6;nGen60_nPop500_nMat250_tour2_mutProb0-7;nGen60_nPop500_nMat250_tour2_mutProb0-8;nGen60_nPop500_nMat250_tour2_mutProb0-9;nGen60_nPop500_nMat250_tour4_mutProb0-5;nGen60_nPop500_nMat250_tour4_mutProb0-6;nGen60_nPop500_nMat250_tour4_mutProb0-7;nGen60_nPop500_nMat250_tour4_mutProb0-8;nGen60_nPop500_nMat250_tour4_mutProb0-9;nGen60_nPop500_nMat250_tour6_mutProb0-5;nGen60_nPop500_nMat250_tour6_mutProb0-6;nGen60_nPop500_nMat250_tour6_mutProb0-7;nGen60_nPop500_nMat250_tour6_mutProb0-8;nGen60_nPop500_nMat250_tour6_mutProb0-9;nGen60_nPop500_nMat250_tour8_mutProb0-5;nGen60_nPop500_nMat250_tour8_mutProb0-6;nGen60_nPop500_nMat250_tour8_mutProb0-7;nGen60_nPop500_nMat250_tour8_mutProb0-8;nGen60_nPop500_nMat250_tour8_mutProb0-9;nGen60_nPop600_nMat300_tour10_mutProb0-9;nGen60_nPop800_nMat400_tour10_mutProb0-9;nGen80_nPop100_nMat50_tour10_mutProb0-9;nGen80_nPop200_nMat100_tour10_mutProb0-9;nGen80_nPop400_nMat200_tour10_mutProb0-9;nGen80_nPop600_nMat300_tour10_mutProb0-9;nGen80_nPop800_nMat400_tour10_mutProb0-9
0;0.001125050387624;0.0010786278964217;0.0010722411562353;0.0010705947063934;0.0010702351129032;0.0011006634372202;0.0010740533861208;0.0010706003695953;0.0010707205204355;0.0010701282489279;0.0013729095312648;0.0011832287098477;0.0010834185161449;0.0010758791148604;0.0010719647064361;0.0011778773456504;0.0010946817573737;0.0010756128481747;0.0056049894225466;0.0036153364240096;0.0016053160354999;0.0010942413239084;0.0010749956655389;0.0113344176642252;0.0087878445724442;0.0070093593461967;0.0059573462479412;0.0017122329632696;0.0061833659396187;0.0058147046807033;0.0045127284463268;0.0016544224479988;0.0010974823631211;0.0084871957348895;0.0052314545893694;0.0018819241618447;0.0012824989809996;0.0010755265071775;0.0054945037033607;0.0042049635358878;0.0019067441806991;0.0011200761459468;0.0010724665373467;0.0010741426258203;0.0010716434680481;0.0011350845944956;0.0010765328213224;0.0010741653833314;0.0010707362422863;0.0010711065052276
1;0.0067229710002335;0.0084682159183704;0.0084537078535513;0.0081841296759938;0.0081800815396718;0.0080671060243733;0.009127765764503;0.008420665556612;0.0081760730987179;0.0085034975149592;0.0094666648262961;0.0074035001406721;0.0096238697947807;0.0080446626088943;0.0085358273587852;0.0084652067819316;0.0086618937496147;0.0078908697747191;0.0060566984297625;0.0086431553714979;0.0084070224328922;0.0077875073032595;0.0084442394850541;0.0081361304523105;0.007114388475956;0.0048258832980498;0.0087027183882748;0.0093977210529555;0.0218031200299492;0.009167928495529;0.0093825865010698;0.007408663239326;0.0082552575777106;0.0072823864402991;0.0098220957221627;0.0101988219420194;0.0073512523827878;0.0085102933219752;0.0131119599045562;0.0145191311412602;0.0092208678951337;0.0086549670662581;0.0078975912607132;0.0082232917909963;0.0084710146153429;0.008110476886754;0.0085380250844221;0.0078467683625837;0.0083920031042242;0.0082891978669103
2;0.0185045474494729;0.0185107373402754;0.0185116616720832;0.018512023270827;0.0185196098540483;0.0184662562084058;0.018499303391251;0.0185148459582941;0.0185178131305707;0.0185154453140929;0.0184875935248413;0.0184084256389605;0.018474346642598;0.0184760535667677;0.0185107387468539;0.0181553892594468;0.0184961506004538;0.0185195617590009;0.0184994878462143;0.0185621431401929;0.0185017742418146;0.0185129025710711;0.0185021962593397;0.0170101551992151;0.0177401658322559;0.0186208977913932;0.0184020958942637;0.0185376758244584;0.0178842723396382;0.018548098786571;0.0183603890947155;0.0184858249880835;0.0185154385389652;0.0182328109819002;0.0182909287046654;0.0185185656734917;0.0185098311264409;0.0185184237667141;0.0185356157661528;0.0184248609454819;0.0185030046975982;0.0185071498657757;0.0185057638795091;0.0185089056926686;0.0185204351068065;0.0184734688708341;0.0185197152119943;0.0185134830613008;0.0185124040304555;0.0185152562393663
3;0.0081895065857063;0.0085364965884345;0.0086615800291737;0.0085195127764593;0.008633902981446;0.0087942639843628;0.00862500344854;0.0086948449096135;0.008681087902473;0.0086531806190902;0.0091938037557405;0.0083031363845901;0.0087631573141342;0.0085279831114852;0.0081222147462933;0.0081479260720131;0.008339624929226;0.0086773658901035;0.0082917759598878;0.0081646774176436;0.0087305809218825;0.0080461838656789;0.0085169177374568;0.0095324307718959;0.010556545125128;0.0092148471802722;0.0101773931400828;0.0077334446779178;0.0087151636698616;0.0084815725440878;0.0080361890106449;0.0090367823746853;0.008319282388155;0.0103765014988447;0.0084733115569614;0.008797676091114;0.008910053455415;0.0086466010588965;0.0089099918758438;0.0082509830338291;0.0079729994412515;0.0084082166497965;0.0085235084544757;0.008754675544722;0.008504695149751;0.0081673615108254;0.0086258108768387;0.008657155482312;0.0085277357334419;0.0086534309968088
4;0.0109066972908023;0.0106214094207381;0.0116244235470646;0.0107486459982463;0.0107210666430566;0.0114268792694105;0.010619873876966;0.0102439305027859;0.0113200603147316;0.0107647046411189;0.0106068353179403;0.0090407731076623;0.0112881410737092;0.0111125269041212;0.0106054361524198;0.0116103409002515;0.0094683553561067;0.0109522026131008;0.0114022168656266;0.0098544498169346;0.0109681449658895;0.0107428024480951;0.0115207391508944;0.0113213188555927;0.0115211075144228;0.0106248950141172;0.0120043607562713;0.0098718508429498;0.0101454663121976;0.0098583590887332;0.0107306834807922;0.0109002000950126;0.0106864392581054;0.0110680356798218;0.0104171334509707;0.0121513252909392;0.0112917909253887;0.0113717918077116;0.0103177550051694;0.0095444884251237;0.0109085843969774;0.0106308059845022;0.0108780175565849;0.0106385848838878;0.0110285713270575;0.0110685745699989;0.0113938208681982;0.010947219351001;0.0109183317290095;0.0104697883043839
5;0.0099702395215682;0.0093060113171092;0.0184670809993444;0.0166749864129506;0.0103014046385974;0.0107269171367906;0.0103494284052034;0.0086839530249887;0.0088354242525861;0.0120438341594671;0.0081708882502659;0.0089043283154708;0.0171540784647744;0.0115110545262125;0.008830350474479;0.017974792602495;0.0113742925966466;0.0172905672804466;0.0105835147773131;0.0148730393179614;0.0155998381274726;0.0160567968627121;0.0184590236430243;0.0093314897618258;0.0115038033522717;0.0162279105499034;0.0135933772588181;0.0087119421596186;0.0083338274658782;0.0142179215820821;0.0172339072056334;0.0094443404910043;0.0121662803195506;0.0074691248061132;0.0081808055993705;0.0120054185858463;0.0116379881628062;0.0113944259047953;0.013984664640214;0.0141225311112478;0.0178880808178653;0.0173301538071543;0.0106504163478419;0.0130890745615849;0.0138641627260316;0.0166982354785931;0.0103072593491141;0.0140624655174642;0.0162436694395296;0.0183967630313523
6;0.0118292765154484;0.0123259326628158;0.0133416157433929;0.0120092010998592;0.0127951903144246;0.0148843071271663;0.0140853142795289;0.0175643725534305;0.0121928912988023;0.0120495265464013;0.0151634648326225;0.0135125249770773;0.0128631261835391;0.0117443067600508;0.0119613612117134;0.0121698649655648;0.0178863552086766;0.012020963243622;0.0125694443195919;0.0127016195678709;0.0167717225922226;0.0119564228348353;0.0112301256930972;0.018991046225083;0.0127916850171348;0.0137234157860754;0.0129021286334111;0.0148510726208465;0.0139718619328419;0.0154442510868642;0.0126972089985751;0.0146632737555379;0.0123982036448284;0.0125516553500672;0.0137238146735156;0.0110130765961742;0.0118413216745351;0.0128501662473633;0.0134909578533079;0.0141323679374771;0.0127427383766299;0.0119935138579657;0.0119239001576225;0.0200101116465308;0.0152840734175923;0.011287375385939;0.0150065328100473;0.0169896514701759;0.0118900324294727;0.0125273323657261
7;0.0095537843068501;0.0100121566326401;0.0097315383980382;0.0100153466302875;0.0101325361631979;0.0117645860447549;0.0094827856098286;0.0108229232957507;0.0101247224790147;0.0101656291257166;0.0103351266875553;0.0096045649760688;0.009888278060982;0.0098928646645154;0.0100094864860794;0.0093733485725159;0.0110271195708201;0.0099781006284215;0.010789441594977;0.0107172472889852;0.0099394571425386;0.0098801092776852;0.0099270095108808;0.0166329102087336;0.0122113304389956;0.0102726127361703;0.0103131859941809;0.0104924861167997;0.0115938921125269;0.009457939906546;0.0096503262718022;0.010654246435868;0.009983550880059;0.0106819616434367;0.0104873788183225;0.0100565345704385;0.0102215740505959;0.0099625074350298;0.017365060076932;0.0099422184541694;0.0100163476108692;0.0101302073429168;0.0098210726511212;0.0098420105427987;0.0098381918559541;0.0103641389905801;0.0095367953455252;0.009950819463509;0.0099337798383504;0.0100201346880935
8;0.0114016953534502;0.0085678765100626;0.0101589904192536;0.0145692437126795;0.0156148692498379;0.0097721663770138;0.0125458392141829;0.0160877512226625;0.0137837671520429;0.0112867178968407;0.0083841362251724;0.0080113934535756;0.0095217937383821;0.0111998535083727;0.0165807608781414;0.0136109376151501;0.0086210670810634;0.0100450581008033;0.0095553544332262;0.0101660109610233;0.0091803082478101;0.0128380553713183;0.0087441656563263;0.0126896817234795;0.0102741454695704;0.0104357663313497;0.0087495351707274;0.0086095529169048;0.0134387420206526;0.0082917262442738;0.0154796688377013;0.0082503642393888;0.0082680764968188;0.0097369401366707;0.0098348030776144;0.0100727751727285;0.0106615191752092;0.0084367547325672;0.0111115291292885;0.0081094586660232;0.0102884239070182;0.0085187299882109;0.0108936317198617;0.0152900286325593;0.0117258477510826;0.0148092428506302;0.0103561640492889;0.0163594139760891;0.0099983079430409;0.0148648216256557
9;0.0096140209160139;0.013468913538498;0.0188220743852656;0.0099079802598956;0.0102841646920205;0.0083192167427655;0.0071339917709082;0.0071976929100847;0.0131068745113341;0.018651795304157;0.0131886574416507;0.011729277797414;0.0066731968744064;0.0150132943033294;0.0124763209007608;0.0079518582263295;0.0184800740032495;0.0074401819544071;0.0071835144063261;0.0177827296516435;0.007668812273526;0.0118361032157278;0.0141505701007738;0.0170136483520843;0.0086786950192062;0.0087961308076169;0.0093251449562153;0.0061703220174589;0.0075744778941924;0.0100932568588219;0.0058960477634961;0.0084565816554317;0.0122870544968696;0.0083603477672118;0.0078457040002336;0.011655615307257;0.0144403737141684;0.0095190474890892;0.0099433846343806;0.0058973886684815;0.0064549678089481;0.0087598854337679;0.0149798953809821;0.013786029142555;0.0089021189125949;0.0125454568458602;0.0159833212122219;0.0145585598942147;0.0136125045096241;0.0175188117229803
