EXP;SimulationFolder;Scenario;ProbeID;Timestamp;Free Flow Speed [m/sec];Jam Density;Opt Density;N Generations;N Repeat;N Population;N MatingParents;k Selection;Mutation Probabilities;RMSE (NonMaked);MAE (NonMaked);RMSE (Masked);MAE (Masked);CTM RMSE (Masked);CTM MAE (Masked);GAFitness;CTMFitness
24;Scenario-2_test12_748-780;Scenario-2;test12;748-780;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.05857288968554295;0.04665390114383041;0.006729421232552419;0.002048825750723648;0.004747155940067842;0.0014541455947805662;-0.007502965533217753;-0.010457951305645375
25;Scenario-2_test13_806-819;Scenario-2;test13;806-819;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.026316934906247525;0.02047770739525227;0.015104703815767522;0.006011501439918755;0.00537138862894923;0.002713353010699023;-0.0067093818349627105;-0.009407626789991191
26;Scenario-2_test14_861-876;Scenario-2;test14;861-876;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.028139556044568796;0.021994780216614506;0.01765799762932281;0.00783731615315526;0.009510952564026136;0.004393879801016313;-0.012564509360936909;-0.015655408071840755
27;Scenario-2_test15_925-938;Scenario-2;test15;925-938;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.028329041358962453;0.023579233651507325;0.0124002586161568;0.006493102824104736;0.009406280538512923;0.004571051463871277;-0.012225189332706303;-0.018314040575149345
28;Scenario-2_test16_981-997;Scenario-2;test16;981-997;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.029285865965138186;0.02228332767293729;0.010172653663209375;0.006373950740650741;0.011133858473563605;0.00445507854802332;-0.013601436271508274;-0.01981217534570347
29;Scenario-2_test17_1041-1056;Scenario-2;test17;1041-1056;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.020589546688626077;0.016601163746431898;0.008156640621570004;0.004079026315135964;0.009157039611333824;0.004374645382104744;-0.010107346268085893;-0.013125555564441399
30;Scenario-2_test18_1101-1117;Scenario-2;test18;1101-1117;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.022282608795900074;0.016012941935601183;0.006974324668998404;0.0038064413648055445;0.008925484282638577;0.004045897306555683;-0.012262555819157434;-0.017466043723467748
31;Scenario-2_test19_1165-1177;Scenario-2;test19;1165-1177;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.029390942623545874;0.022809469313163147;0.011615826263966539;0.005549363051658527;0.008266303227689112;0.0038698732153607837;-0.0077345847599433765;-0.015184038907530707
32;Scenario-2_test1_81-97;Scenario-2;test1;81-97;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.026498383710139874;0.019396685953248838;0.010880018439972513;0.004487999212284136;0.0076426825002235705;0.003779167617238039;-0.006351076973192697;-0.013075869224637526
33;Scenario-2_test2_141-157;Scenario-2;test2;141-157;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.033220542494434166;0.02749532713789225;0.013924736942917673;0.008131514022590625;0.01230163473804409;0.006102454251894386;-0.014266386010843577;-0.02230380287783429
34;Scenario-2_test3_201-217;Scenario-2;test3;201-217;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.023786826507133835;0.01817999066913247;0.008977162515030283;0.005076037283456669;0.012113606122142873;0.006559690221747883;-0.010137844227909563;-0.019470215604813206
35;Scenario-2_test4_266-279;Scenario-2;test4;266-279;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.011137031251418355;0.008815052530780777;0.007760710584801601;0.003929787647307839;0.008944307239121688;0.0032689049138494236;-0.0112180588910807;-0.013563374699790314
36;Scenario-2_test5_321-337;Scenario-2;test5;321-337;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.02418015842606874;0.018766035381258893;0.010669020124635577;0.006154800643874692;0.00846786566188712;0.004327577775154105;-0.008949975648673858;-0.015475534374236405
37;Scenario-2_test6_381-396;Scenario-2;test6;381-396;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.02037950733614883;0.014153024450848964;0.007635282455430553;0.00395910470284639;0.0077684080936568645;0.003545226330000097;-0.008127242056653756;-0.012206859903280586
38;Scenario-2_test7_441-456;Scenario-2;test7;441-456;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.023696376042370404;0.017890871429831336;0.007068151192083662;0.003876651086016085;0.006156834143352698;0.0032541602678870843;-0.006460768330667867;-0.011193354883502657
39;Scenario-2_test8_501-516;Scenario-2;test8;501-516;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.01628668065969599;0.013022347955387821;0.010463040266837607;0.005924262628182542;0.00869643663281618;0.004335502144930339;-0.011670418918829917;-0.015195477405767644
40;Scenario-2_test9_565-578;Scenario-2;test9;565-578;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.01850793050092273;0.013374627601669183;0.006169779216544826;0.00307882702913002;0.005760499021626914;0.002455968405305517;-0.009634295355668732;-0.012136374930348661
41;Scenario-3_test0_21-36;Scenario-3;test0;21-36;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.009890020786098623;0.006182605780900624;0.004848995017991865;0.0027384569969626273;0.00591238805062639;0.0027438380167854326;-0.006791731200656777;-0.00915165188188677
42;Scenario-3_test10_763-792;Scenario-3;test10;763-792;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.01773044226748098;0.010244071585440643;0.002420726178611888;0.0006662616539386929;0.005002253390154294;0.0011006742079740545;-0.005795932003475342;-0.012582137120119562
43;Scenario-3_test11_829-862;Scenario-3;test11;829-862;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.02861900510267298;0.016561964159057228;0.002539620163578589;0.0010327475529698607;0.006589364911055197;0.002106358601769018;-0.004476144753449957;-0.01154424599313211
44;Scenario-3_test12_921-936;Scenario-3;test12;921-936;8.58626678619346;0.15;0.0525630857010352;60;5;500;250;8;0.9-0.09999999999999998;0.02206815980422852;0.014125422300791751;0.017666582985154434;0.007061067714210057;0.006276729377189241;0.0030337301658659656;-0.00958894279736648;-0.011817727030196122
