,SCNFolder,space,time,x-1,x,x+1,t+1
710,Scenario-2_test3_201-217,"(60.0, 80.0]","(205.0, 207.0]",0.10625,0.13125,0.0625,0.1
711,Scenario-2_test3_201-217,"(20.0, 40.0]","(207.0, 209.0]",0.05,0.1,0.1,0.0875
712,Scenario-2_test3_201-217,"(40.0, 60.0]","(207.0, 209.0]",0.1,0.1,0.1,0.11875
713,Scenario-2_test3_201-217,"(60.0, 80.0]","(207.0, 209.0]",0.1,0.1,0.05625,0.075
714,Scenario-2_test3_201-217,"(20.0, 40.0]","(209.0, 211.0]",0.06875,0.0875,0.11875,0.1
715,Scenario-2_test3_201-217,"(40.0, 60.0]","(209.0, 211.0]",0.0875,0.11875,0.075,0.1
716,Scenario-2_test3_201-217,"(60.0, 80.0]","(209.0, 211.0]",0.11875,0.075,0.0625,0.05625
717,Scenario-2_test3_201-217,"(20.0, 40.0]","(211.0, 213.0]",0.0875,0.1,0.1,0.1
718,Scenario-2_test3_201-217,"(40.0, 60.0]","(211.0, 213.0]",0.1,0.1,0.05625,0.075
719,Scenario-2_test3_201-217,"(60.0, 80.0]","(211.0, 213.0]",0.1,0.05625,0.05625,0.0625
720,Scenario-2_test3_201-217,"(20.0, 40.0]","(213.0, 215.0]",0.075,0.1,0.075,0.09375
721,Scenario-2_test3_201-217,"(40.0, 60.0]","(213.0, 215.0]",0.1,0.075,0.0625,0.05625
722,Scenario-2_test3_201-217,"(60.0, 80.0]","(213.0, 215.0]",0.075,0.0625,0.0625,0.06875
723,Scenario-2_test4_266-279,"(20.0, 40.0]","(266.0, 268.0]",0.075,0.1,0.1,0.1
724,Scenario-2_test4_266-279,"(40.0, 60.0]","(266.0, 268.0]",0.1,0.1,0.1,0.13125
725,Scenario-2_test4_266-279,"(60.0, 80.0]","(266.0, 268.0]",0.1,0.1,0.075,0.08125
726,Scenario-2_test4_266-279,"(20.0, 40.0]","(268.0, 270.0]",0.05625,0.1,0.13125,0.1
727,Scenario-2_test4_266-279,"(40.0, 60.0]","(268.0, 270.0]",0.1,0.13125,0.08125,0.1
728,Scenario-2_test4_266-279,"(60.0, 80.0]","(268.0, 270.0]",0.13125,0.08125,0.0625,0.06875
729,Scenario-2_test4_266-279,"(20.0, 40.0]","(270.0, 272.0]",0.1,0.1,0.1,0.125
730,Scenario-2_test4_266-279,"(40.0, 60.0]","(270.0, 272.0]",0.1,0.1,0.06875,0.075
731,Scenario-2_test4_266-279,"(60.0, 80.0]","(270.0, 272.0]",0.1,0.06875,0.0625,0.075
732,Scenario-2_test4_266-279,"(20.0, 40.0]","(272.0, 274.0]",0.09375,0.125,0.075,0.1
733,Scenario-2_test4_266-279,"(40.0, 60.0]","(272.0, 274.0]",0.125,0.075,0.075,0.06875
734,Scenario-2_test4_266-279,"(60.0, 80.0]","(272.0, 274.0]",0.075,0.075,0.05625,0.075
735,Scenario-2_test4_266-279,"(20.0, 40.0]","(274.0, 276.0]",0.1,0.1,0.06875,0.0875
736,Scenario-2_test4_266-279,"(40.0, 60.0]","(274.0, 276.0]",0.1,0.06875,0.075,0.06875
737,Scenario-2_test4_266-279,"(60.0, 80.0]","(274.0, 276.0]",0.06875,0.075,0.04375,0.06875
738,Scenario-2_test4_266-279,"(20.0, 40.0]","(276.0, 278.0]",0.10625,0.0875,0.06875,0.06875
739,Scenario-2_test4_266-279,"(40.0, 60.0]","(276.0, 278.0]",0.0875,0.06875,0.06875,0.06875
740,Scenario-2_test4_266-279,"(60.0, 80.0]","(276.0, 278.0]",0.06875,0.06875,0.05,0.05625
741,Scenario-2_test5_321-337,"(20.0, 40.0]","(321.0, 323.0]",0.05625,0.0625,0.08125,0.06875
742,Scenario-2_test5_321-337,"(40.0, 60.0]","(321.0, 323.0]",0.0625,0.08125,0.13125,0.1
743,Scenario-2_test5_321-337,"(60.0, 80.0]","(321.0, 323.0]",0.08125,0.13125,0.10625,0.1
744,Scenario-2_test5_321-337,"(20.0, 40.0]","(323.0, 325.0]",0.075,0.06875,0.1,0.06875
745,Scenario-2_test5_321-337,"(40.0, 60.0]","(323.0, 325.0]",0.06875,0.1,0.1,0.1125
746,Scenario-2_test5_321-337,"(60.0, 80.0]","(323.0, 325.0]",0.1,0.1,0.1,0.125
747,Scenario-2_test5_321-337,"(20.0, 40.0]","(325.0, 327.0]",0.075,0.06875,0.1125,0.1
748,Scenario-2_test5_321-337,"(40.0, 60.0]","(325.0, 327.0]",0.06875,0.1125,0.125,0.1
749,Scenario-2_test5_321-337,"(60.0, 80.0]","(325.0, 327.0]",0.1125,0.125,0.06875,0.1
750,Scenario-2_test5_321-337,"(20.0, 40.0]","(327.0, 329.0]",0.08125,0.1,0.1,0.10625
751,Scenario-2_test5_321-337,"(40.0, 60.0]","(327.0, 329.0]",0.1,0.1,0.1,0.10625
752,Scenario-2_test5_321-337,"(60.0, 80.0]","(327.0, 329.0]",0.1,0.1,0.06875,0.1
753,Scenario-2_test5_321-337,"(20.0, 40.0]","(329.0, 331.0]",0.05625,0.10625,0.10625,0.1125
754,Scenario-2_test5_321-337,"(40.0, 60.0]","(329.0, 331.0]",0.10625,0.10625,0.1,0.1
755,Scenario-2_test5_321-337,"(60.0, 80.0]","(329.0, 331.0]",0.10625,0.1,0.05625,0.075
756,Scenario-2_test5_321-337,"(20.0, 40.0]","(331.0, 333.0]",0.0875,0.1125,0.1,0.1125
757,Scenario-2_test5_321-337,"(40.0, 60.0]","(331.0, 333.0]",0.1125,0.1,0.075,0.0875
758,Scenario-2_test5_321-337,"(60.0, 80.0]","(331.0, 333.0]",0.1,0.075,0.0625,0.075
759,Scenario-2_test5_321-337,"(20.0, 40.0]","(333.0, 335.0]",0.09375,0.1125,0.0875,0.09375
760,Scenario-2_test5_321-337,"(40.0, 60.0]","(333.0, 335.0]",0.1125,0.0875,0.075,0.06875
761,Scenario-2_test5_321-337,"(60.0, 80.0]","(333.0, 335.0]",0.0875,0.075,0.06875,0.06875
762,Scenario-2_test6_381-396,"(20.0, 40.0]","(381.0, 383.0]",0.05,0.075,0.06875,0.0625
763,Scenario-2_test6_381-396,"(40.0, 60.0]","(381.0, 383.0]",0.075,0.06875,0.13125,0.1
764,Scenario-2_test6_381-396,"(60.0, 80.0]","(381.0, 383.0]",0.06875,0.13125,0.09375,0.1
765,Scenario-2_test6_381-396,"(20.0, 40.0]","(383.0, 385.0]",0.05625,0.0625,0.1,0.05
766,Scenario-2_test6_381-396,"(40.0, 60.0]","(383.0, 385.0]",0.0625,0.1,0.1,0.1
767,Scenario-2_test6_381-396,"(60.0, 80.0]","(383.0, 385.0]",0.1,0.1,0.08125,0.11875
768,Scenario-2_test6_381-396,"(20.0, 40.0]","(385.0, 387.0]",0.0625,0.05,0.1,0.09375
769,Scenario-2_test6_381-396,"(40.0, 60.0]","(385.0, 387.0]",0.05,0.1,0.11875,0.1
770,Scenario-2_test6_381-396,"(60.0, 80.0]","(385.0, 387.0]",0.1,0.11875,0.075,0.0875
771,Scenario-2_test6_381-396,"(20.0, 40.0]","(387.0, 389.0]",0.05625,0.09375,0.1,0.0875
772,Scenario-2_test6_381-396,"(40.0, 60.0]","(387.0, 389.0]",0.09375,0.1,0.0875,0.1125
773,Scenario-2_test6_381-396,"(60.0, 80.0]","(387.0, 389.0]",0.1,0.0875,0.05625,0.06875
774,Scenario-2_test6_381-396,"(20.0, 40.0]","(389.0, 391.0]",0.075,0.0875,0.1125,0.1
775,Scenario-2_test6_381-396,"(40.0, 60.0]","(389.0, 391.0]",0.0875,0.1125,0.06875,0.0875
776,Scenario-2_test6_381-396,"(60.0, 80.0]","(389.0, 391.0]",0.1125,0.06875,0.05,0.0625
777,Scenario-2_test6_381-396,"(20.0, 40.0]","(391.0, 393.0]",0.1,0.1,0.0875,0.1125
778,Scenario-2_test6_381-396,"(40.0, 60.0]","(391.0, 393.0]",0.1,0.0875,0.0625,0.0875
779,Scenario-2_test6_381-396,"(60.0, 80.0]","(391.0, 393.0]",0.0875,0.0625,0.06875,0.075
780,Scenario-2_test6_381-396,"(20.0, 40.0]","(393.0, 395.0]",0.075,0.1125,0.0875,0.1
781,Scenario-2_test6_381-396,"(40.0, 60.0]","(393.0, 395.0]",0.1125,0.0875,0.075,0.075
782,Scenario-2_test6_381-396,"(60.0, 80.0]","(393.0, 395.0]",0.0875,0.075,0.0375,0.05
783,Scenario-2_test7_441-456,"(20.0, 40.0]","(441.0, 443.0]",0.0375,0.0625,0.0625,0.05
784,Scenario-2_test7_441-456,"(40.0, 60.0]","(441.0, 443.0]",0.0625,0.0625,0.1375,0.1
785,Scenario-2_test7_441-456,"(60.0, 80.0]","(441.0, 443.0]",0.0625,0.1375,0.09375,0.1
786,Scenario-2_test7_441-456,"(20.0, 40.0]","(443.0, 445.0]",0.05,0.05,0.1,0.05
787,Scenario-2_test7_441-456,"(40.0, 60.0]","(443.0, 445.0]",0.05,0.1,0.1,0.10625
788,Scenario-2_test7_441-456,"(60.0, 80.0]","(443.0, 445.0]",0.1,0.1,0.1,0.1125
789,Scenario-2_test7_441-456,"(20.0, 40.0]","(445.0, 447.0]",0.0375,0.05,0.10625,0.08125
790,Scenario-2_test7_441-456,"(40.0, 60.0]","(445.0, 447.0]",0.05,0.10625,0.1125,0.1
791,Scenario-2_test7_441-456,"(60.0, 80.0]","(445.0, 447.0]",0.10625,0.1125,0.075,0.1
792,Scenario-2_test7_441-456,"(20.0, 40.0]","(447.0, 449.0]",0.0375,0.08125,0.1,0.075
793,Scenario-2_test7_441-456,"(40.0, 60.0]","(447.0, 449.0]",0.08125,0.1,0.1,0.1
794,Scenario-2_test7_441-456,"(60.0, 80.0]","(447.0, 449.0]",0.1,0.1,0.05,0.075
795,Scenario-2_test7_441-456,"(20.0, 40.0]","(449.0, 451.0]",0.0625,0.075,0.1,0.09375
796,Scenario-2_test7_441-456,"(40.0, 60.0]","(449.0, 451.0]",0.075,0.1,0.075,0.09375
797,Scenario-2_test7_441-456,"(60.0, 80.0]","(449.0, 451.0]",0.1,0.075,0.05625,0.05
798,Scenario-2_test7_441-456,"(20.0, 40.0]","(451.0, 453.0]",0.05625,0.09375,0.09375,0.06875
799,Scenario-2_test7_441-456,"(40.0, 60.0]","(451.0, 453.0]",0.09375,0.09375,0.05,0.08125
800,Scenario-2_test7_441-456,"(60.0, 80.0]","(451.0, 453.0]",0.09375,0.05,0.0625,0.0625
801,Scenario-2_test7_441-456,"(20.0, 40.0]","(453.0, 455.0]",0.09375,0.06875,0.08125,0.1
802,Scenario-2_test7_441-456,"(40.0, 60.0]","(453.0, 455.0]",0.06875,0.08125,0.0625,0.06875
803,Scenario-2_test7_441-456,"(60.0, 80.0]","(453.0, 455.0]",0.08125,0.0625,0.05,0.04375
804,Scenario-2_test8_501-516,"(20.0, 40.0]","(501.0, 503.0]",0.0375,0.04375,0.11875,0.05
805,Scenario-2_test8_501-516,"(40.0, 60.0]","(501.0, 503.0]",0.04375,0.11875,0.125,0.15
806,Scenario-2_test8_501-516,"(60.0, 80.0]","(501.0, 503.0]",0.11875,0.125,0.09375,0.1
807,Scenario-2_test8_501-516,"(20.0, 40.0]","(503.0, 505.0]",0.04375,0.05,0.15,0.09375
808,Scenario-2_test8_501-516,"(40.0, 60.0]","(503.0, 505.0]",0.05,0.15,0.1,0.1
809,Scenario-2_test8_501-516,"(60.0, 80.0]","(503.0, 505.0]",0.15,0.1,0.075,0.11875
810,Scenario-2_test8_501-516,"(20.0, 40.0]","(505.0, 507.0]",0.00625,0.09375,0.1,0.075
811,Scenario-2_test8_501-516,"(40.0, 60.0]","(505.0, 507.0]",0.09375,0.1,0.11875,0.125
812,Scenario-2_test8_501-516,"(60.0, 80.0]","(505.0, 507.0]",0.1,0.11875,0.0625,0.075
813,Scenario-2_test8_501-516,"(20.0, 40.0]","(507.0, 509.0]",0.04375,0.075,0.125,0.09375
814,Scenario-2_test8_501-516,"(40.0, 60.0]","(507.0, 509.0]",0.075,0.125,0.075,0.1
815,Scenario-2_test8_501-516,"(60.0, 80.0]","(507.0, 509.0]",0.125,0.075,0.06875,0.08125
816,Scenario-2_test8_501-516,"(20.0, 40.0]","(509.0, 511.0]",0.03125,0.09375,0.1,0.0875
817,Scenario-2_test8_501-516,"(40.0, 60.0]","(509.0, 511.0]",0.09375,0.1,0.08125,0.08125
818,Scenario-2_test8_501-516,"(60.0, 80.0]","(509.0, 511.0]",0.1,0.08125,0.05625,0.0625
819,Scenario-2_test8_501-516,"(20.0, 40.0]","(511.0, 513.0]",0.06875,0.0875,0.08125,0.0875
820,Scenario-2_test8_501-516,"(40.0, 60.0]","(511.0, 513.0]",0.0875,0.08125,0.0625,0.075
821,Scenario-2_test8_501-516,"(60.0, 80.0]","(511.0, 513.0]",0.08125,0.0625,0.05625,0.05625
822,Scenario-2_test8_501-516,"(20.0, 40.0]","(513.0, 515.0]",0.0625,0.0875,0.075,0.05625
823,Scenario-2_test8_501-516,"(40.0, 60.0]","(513.0, 515.0]",0.0875,0.075,0.05625,0.06875
824,Scenario-2_test8_501-516,"(60.0, 80.0]","(513.0, 515.0]",0.075,0.05625,0.05,0.05625
825,Scenario-2_test9_565-578,"(20.0, 40.0]","(565.0, 567.0]",0.0625,0.1,0.10625,0.1125
826,Scenario-2_test9_565-578,"(40.0, 60.0]","(565.0, 567.0]",0.1,0.10625,0.11875,0.11875
827,Scenario-2_test9_565-578,"(60.0, 80.0]","(565.0, 567.0]",0.10625,0.11875,0.04375,0.08125
828,Scenario-2_test9_565-578,"(20.0, 40.0]","(567.0, 569.0]",0.06875,0.1125,0.11875,0.1
829,Scenario-2_test9_565-578,"(40.0, 60.0]","(567.0, 569.0]",0.1125,0.11875,0.08125,0.125
830,Scenario-2_test9_565-578,"(60.0, 80.0]","(567.0, 569.0]",0.11875,0.08125,0.0625,0.075
831,Scenario-2_test9_565-578,"(20.0, 40.0]","(569.0, 571.0]",0.09375,0.1,0.125,0.11875
832,Scenario-2_test9_565-578,"(40.0, 60.0]","(569.0, 571.0]",0.1,0.125,0.075,0.09375
833,Scenario-2_test9_565-578,"(60.0, 80.0]","(569.0, 571.0]",0.125,0.075,0.05,0.05
834,Scenario-2_test9_565-578,"(20.0, 40.0]","(571.0, 573.0]",0.1,0.11875,0.09375,0.10625
835,Scenario-2_test9_565-578,"(40.0, 60.0]","(571.0, 573.0]",0.11875,0.09375,0.05,0.09375
836,Scenario-2_test9_565-578,"(60.0, 80.0]","(571.0, 573.0]",0.09375,0.05,0.05,0.05
837,Scenario-2_test9_565-578,"(20.0, 40.0]","(573.0, 575.0]",0.1,0.10625,0.09375,0.08125
838,Scenario-2_test9_565-578,"(40.0, 60.0]","(573.0, 575.0]",0.10625,0.09375,0.05,0.06875
839,Scenario-2_test9_565-578,"(60.0, 80.0]","(573.0, 575.0]",0.09375,0.05,0.05625,0.05625
840,Scenario-2_test9_565-578,"(20.0, 40.0]","(575.0, 577.0]",0.10625,0.08125,0.06875,0.1
841,Scenario-2_test9_565-578,"(40.0, 60.0]","(575.0, 577.0]",0.08125,0.06875,0.05625,0.05625
842,Scenario-2_test9_565-578,"(60.0, 80.0]","(575.0, 577.0]",0.06875,0.05625,0.05625,0.05
843,Scenario-3_test0_21-36,"(20.0, 40.0]","(21.0, 23.0]",0.0,0.0,0.04375,0.0
844,Scenario-3_test0_21-36,"(40.0, 60.0]","(21.0, 23.0]",0.0,0.04375,0.03125,0.0
845,Scenario-3_test0_21-36,"(60.0, 80.0]","(21.0, 23.0]",0.04375,0.03125,0.05625,0.05
846,Scenario-3_test0_21-36,"(20.0, 40.0]","(23.0, 25.0]",0.05,0.0,0.0,0.05
847,Scenario-3_test0_21-36,"(40.0, 60.0]","(23.0, 25.0]",0.0,0.0,0.05,0.0
848,Scenario-3_test0_21-36,"(60.0, 80.0]","(23.0, 25.0]",0.0,0.05,0.0375,0.0
849,Scenario-3_test0_21-36,"(20.0, 40.0]","(25.0, 27.0]",0.0,0.05,0.0,0.0
850,Scenario-3_test0_21-36,"(40.0, 60.0]","(25.0, 27.0]",0.05,0.0,0.0,0.05
851,Scenario-3_test0_21-36,"(60.0, 80.0]","(25.0, 27.0]",0.0,0.0,0.05,0.0
852,Scenario-3_test0_21-36,"(20.0, 40.0]","(27.0, 29.0]",0.0,0.0,0.05,0.0
853,Scenario-3_test0_21-36,"(40.0, 60.0]","(27.0, 29.0]",0.0,0.05,0.0,0.0125
854,Scenario-3_test0_21-36,"(60.0, 80.0]","(27.0, 29.0]",0.05,0.0,0.0125,0.0375
855,Scenario-3_test0_21-36,"(20.0, 40.0]","(29.0, 31.0]",0.0,0.0,0.0125,0.0
856,Scenario-3_test0_21-36,"(40.0, 60.0]","(29.0, 31.0]",0.0,0.0125,0.0375,0.0
857,Scenario-3_test0_21-36,"(60.0, 80.0]","(29.0, 31.0]",0.0125,0.0375,0.0,0.01875
858,Scenario-3_test0_21-36,"(20.0, 40.0]","(31.0, 33.0]",0.05,0.0,0.0,0.0375
859,Scenario-3_test0_21-36,"(40.0, 60.0]","(31.0, 33.0]",0.0,0.0,0.01875,0.0
860,Scenario-3_test0_21-36,"(60.0, 80.0]","(31.0, 33.0]",0.0,0.01875,0.03125,0.0
861,Scenario-3_test0_21-36,"(20.0, 40.0]","(33.0, 35.0]",0.0125,0.0375,0.0,0.01875
862,Scenario-3_test0_21-36,"(40.0, 60.0]","(33.0, 35.0]",0.0375,0.0,0.0,0.03125
863,Scenario-3_test0_21-36,"(60.0, 80.0]","(33.0, 35.0]",0.0,0.0,0.01875,0.0
864,Scenario-3_test1_97-127,"(20.0, 40.0]","(97.0, 99.0]",0.01875,0.0375,0.04375,0.025
865,Scenario-3_test1_97-127,"(40.0, 60.0]","(97.0, 99.0]",0.0375,0.04375,0.0,0.0375
866,Scenario-3_test1_97-127,"(60.0, 80.0]","(97.0, 99.0]",0.04375,0.0,0.025,0.0375
867,Scenario-3_test1_97-127,"(20.0, 40.0]","(99.0, 101.0]",0.0,0.025,0.0375,0.0
868,Scenario-3_test1_97-127,"(40.0, 60.0]","(99.0, 101.0]",0.025,0.0375,0.0375,0.025
869,Scenario-3_test1_97-127,"(60.0, 80.0]","(99.0, 101.0]",0.0375,0.0375,0.0,0.0375
870,Scenario-3_test1_97-127,"(20.0, 40.0]","(101.0, 103.0]",0.0,0.0,0.025,0.0
871,Scenario-3_test1_97-127,"(40.0, 60.0]","(101.0, 103.0]",0.0,0.025,0.0375,0.0
872,Scenario-3_test1_97-127,"(60.0, 80.0]","(101.0, 103.0]",0.025,0.0375,0.0375,0.03125
873,Scenario-3_test1_97-127,"(20.0, 40.0]","(103.0, 105.0]",0.0,0.0,0.0,0.0
874,Scenario-3_test1_97-127,"(40.0, 60.0]","(103.0, 105.0]",0.0,0.0,0.03125,0.0
875,Scenario-3_test1_97-127,"(60.0, 80.0]","(103.0, 105.0]",0.0,0.03125,0.0375,0.0
876,Scenario-3_test1_97-127,"(20.0, 40.0]","(105.0, 107.0]",0.0,0.0,0.0,0.0
877,Scenario-3_test1_97-127,"(40.0, 60.0]","(105.0, 107.0]",0.0,0.0,0.0,0.0
878,Scenario-3_test1_97-127,"(60.0, 80.0]","(105.0, 107.0]",0.0,0.0,0.03125,0.0
879,Scenario-3_test1_97-127,"(20.0, 40.0]","(107.0, 109.0]",0.0,0.0,0.0,0.0
880,Scenario-3_test1_97-127,"(40.0, 60.0]","(107.0, 109.0]",0.0,0.0,0.0,0.0
881,Scenario-3_test1_97-127,"(60.0, 80.0]","(107.0, 109.0]",0.0,0.0,0.0,0.0
882,Scenario-3_test1_97-127,"(20.0, 40.0]","(109.0, 111.0]",0.0,0.0,0.0,0.0
883,Scenario-3_test1_97-127,"(40.0, 60.0]","(109.0, 111.0]",0.0,0.0,0.0,0.0
884,Scenario-3_test1_97-127,"(60.0, 80.0]","(109.0, 111.0]",0.0,0.0,0.0,0.0
885,Scenario-3_test1_97-127,"(20.0, 40.0]","(111.0, 113.0]",0.0,0.0,0.0,0.0
886,Scenario-3_test1_97-127,"(40.0, 60.0]","(111.0, 113.0]",0.0,0.0,0.0,0.0
887,Scenario-3_test1_97-127,"(60.0, 80.0]","(111.0, 113.0]",0.0,0.0,0.0,0.0
888,Scenario-3_test1_97-127,"(20.0, 40.0]","(113.0, 115.0]",0.0,0.0,0.0,0.0
889,Scenario-3_test1_97-127,"(40.0, 60.0]","(113.0, 115.0]",0.0,0.0,0.0,0.0
890,Scenario-3_test1_97-127,"(60.0, 80.0]","(113.0, 115.0]",0.0,0.0,0.0,0.0
891,Scenario-3_test1_97-127,"(20.0, 40.0]","(115.0, 117.0]",0.0,0.0,0.0,0.0
892,Scenario-3_test1_97-127,"(40.0, 60.0]","(115.0, 117.0]",0.0,0.0,0.0,0.0
893,Scenario-3_test1_97-127,"(60.0, 80.0]","(115.0, 117.0]",0.0,0.0,0.0,0.0
894,Scenario-3_test1_97-127,"(20.0, 40.0]","(117.0, 119.0]",0.0,0.0,0.0,0.0
895,Scenario-3_test1_97-127,"(40.0, 60.0]","(117.0, 119.0]",0.0,0.0,0.0,0.0
896,Scenario-3_test1_97-127,"(60.0, 80.0]","(117.0, 119.0]",0.0,0.0,0.0,0.0
897,Scenario-3_test1_97-127,"(20.0, 40.0]","(119.0, 121.0]",0.03125,0.0,0.0,0.0
898,Scenario-3_test1_97-127,"(40.0, 60.0]","(119.0, 121.0]",0.0,0.0,0.0,0.0
899,Scenario-3_test1_97-127,"(60.0, 80.0]","(119.0, 121.0]",0.0,0.0,0.0,0.0
900,Scenario-3_test1_97-127,"(20.0, 40.0]","(121.0, 123.0]",0.05,0.0,0.0,0.03125
901,Scenario-3_test1_97-127,"(40.0, 60.0]","(121.0, 123.0]",0.0,0.0,0.0,0.0
902,Scenario-3_test1_97-127,"(60.0, 80.0]","(121.0, 123.0]",0.0,0.0,0.0,0.0
903,Scenario-3_test1_97-127,"(20.0, 40.0]","(123.0, 125.0]",0.0625,0.03125,0.0,0.05
904,Scenario-3_test1_97-127,"(40.0, 60.0]","(123.0, 125.0]",0.03125,0.0,0.0,0.025
905,Scenario-3_test1_97-127,"(60.0, 80.0]","(123.0, 125.0]",0.0,0.0,0.0,0.0
906,Scenario-3_test10_763-792,"(20.0, 40.0]","(763.0, 765.0]",0.0,0.06875,0.05625,0.03125
907,Scenario-3_test10_763-792,"(40.0, 60.0]","(763.0, 765.0]",0.06875,0.05625,0.0625,0.0625
908,Scenario-3_test10_763-792,"(60.0, 80.0]","(763.0, 765.0]",0.05625,0.0625,0.05,0.0375
909,Scenario-3_test10_763-792,"(20.0, 40.0]","(765.0, 767.0]",0.0,0.03125,0.0625,0.0
910,Scenario-3_test10_763-792,"(40.0, 60.0]","(765.0, 767.0]",0.03125,0.0625,0.0375,0.04375
911,Scenario-3_test10_763-792,"(60.0, 80.0]","(765.0, 767.0]",0.0625,0.0375,0.0625,0.05
912,Scenario-3_test10_763-792,"(20.0, 40.0]","(767.0, 769.0]",0.0,0.0,0.04375,0.0
913,Scenario-3_test10_763-792,"(40.0, 60.0]","(767.0, 769.0]",0.0,0.04375,0.05,0.0
914,Scenario-3_test10_763-792,"(60.0, 80.0]","(767.0, 769.0]",0.04375,0.05,0.04375,0.05
915,Scenario-3_test10_763-792,"(20.0, 40.0]","(769.0, 771.0]",0.0,0.0,0.0,0.0
916,Scenario-3_test10_763-792,"(40.0, 60.0]","(769.0, 771.0]",0.0,0.0,0.05,0.0
917,Scenario-3_test10_763-792,"(60.0, 80.0]","(769.0, 771.0]",0.0,0.05,0.05,0.0
918,Scenario-3_test10_763-792,"(20.0, 40.0]","(771.0, 773.0]",0.0,0.0,0.0,0.0
919,Scenario-3_test10_763-792,"(40.0, 60.0]","(771.0, 773.0]",0.0,0.0,0.0,0.0
920,Scenario-3_test10_763-792,"(60.0, 80.0]","(771.0, 773.0]",0.0,0.0,0.0625,0.0
921,Scenario-3_test10_763-792,"(20.0, 40.0]","(773.0, 775.0]",0.0,0.0,0.0,0.0
922,Scenario-3_test10_763-792,"(40.0, 60.0]","(773.0, 775.0]",0.0,0.0,0.0,0.0
923,Scenario-3_test10_763-792,"(60.0, 80.0]","(773.0, 775.0]",0.0,0.0,0.0125,0.0
924,Scenario-3_test10_763-792,"(20.0, 40.0]","(775.0, 777.0]",0.0,0.0,0.0,0.0
925,Scenario-3_test10_763-792,"(40.0, 60.0]","(775.0, 777.0]",0.0,0.0,0.0,0.0
926,Scenario-3_test10_763-792,"(60.0, 80.0]","(775.0, 777.0]",0.0,0.0,0.0,0.0
927,Scenario-3_test10_763-792,"(20.0, 40.0]","(777.0, 779.0]",0.0,0.0,0.0,0.0
928,Scenario-3_test10_763-792,"(40.0, 60.0]","(777.0, 779.0]",0.0,0.0,0.0,0.0
929,Scenario-3_test10_763-792,"(60.0, 80.0]","(777.0, 779.0]",0.0,0.0,0.0,0.0
930,Scenario-3_test10_763-792,"(20.0, 40.0]","(779.0, 781.0]",0.0375,0.0,0.0,0.0
931,Scenario-3_test10_763-792,"(40.0, 60.0]","(779.0, 781.0]",0.0,0.0,0.0,0.0
932,Scenario-3_test10_763-792,"(60.0, 80.0]","(779.0, 781.0]",0.0,0.0,0.0,0.0
933,Scenario-3_test10_763-792,"(20.0, 40.0]","(781.0, 783.0]",0.05,0.0,0.0,0.0375
934,Scenario-3_test10_763-792,"(40.0, 60.0]","(781.0, 783.0]",0.0,0.0,0.0,0.0
935,Scenario-3_test10_763-792,"(60.0, 80.0]","(781.0, 783.0]",0.0,0.0,0.0,0.0
936,Scenario-3_test10_763-792,"(20.0, 40.0]","(783.0, 785.0]",0.0625,0.0375,0.0,0.0375
937,Scenario-3_test10_763-792,"(40.0, 60.0]","(783.0, 785.0]",0.0375,0.0,0.0,0.03125
938,Scenario-3_test10_763-792,"(60.0, 80.0]","(783.0, 785.0]",0.0,0.0,0.0,0.0
939,Scenario-3_test10_763-792,"(20.0, 40.0]","(785.0, 787.0]",0.06875,0.0375,0.03125,0.05625
940,Scenario-3_test10_763-792,"(40.0, 60.0]","(785.0, 787.0]",0.0375,0.03125,0.0,0.0375
941,Scenario-3_test10_763-792,"(60.0, 80.0]","(785.0, 787.0]",0.03125,0.0,0.0,0.025
942,Scenario-3_test10_763-792,"(20.0, 40.0]","(787.0, 789.0]",0.05625,0.05625,0.0375,0.05
943,Scenario-3_test10_763-792,"(40.0, 60.0]","(787.0, 789.0]",0.05625,0.0375,0.025,0.04375
944,Scenario-3_test10_763-792,"(60.0, 80.0]","(787.0, 789.0]",0.0375,0.025,0.0,0.025
945,Scenario-3_test10_763-792,"(20.0, 40.0]","(789.0, 791.0]",0.0625,0.05,0.04375,0.05
946,Scenario-3_test10_763-792,"(40.0, 60.0]","(789.0, 791.0]",0.05,0.04375,0.025,0.05
947,Scenario-3_test10_763-792,"(60.0, 80.0]","(789.0, 791.0]",0.04375,0.025,0.025,0.05
948,Scenario-3_test11_829-862,"(20.0, 40.0]","(829.0, 831.0]",0.0,0.0,0.0,0.0
949,Scenario-3_test11_829-862,"(40.0, 60.0]","(829.0, 831.0]",0.0,0.0,0.0625,0.0
950,Scenario-3_test11_829-862,"(60.0, 80.0]","(829.0, 831.0]",0.0,0.0625,0.0625,0.00625
951,Scenario-3_test11_829-862,"(20.0, 40.0]","(831.0, 833.0]",0.0,0.0,0.0,0.0
952,Scenario-3_test11_829-862,"(40.0, 60.0]","(831.0, 833.0]",0.0,0.0,0.00625,0.0
953,Scenario-3_test11_829-862,"(60.0, 80.0]","(831.0, 833.0]",0.0,0.00625,0.0625,0.0
954,Scenario-3_test11_829-862,"(20.0, 40.0]","(833.0, 835.0]",0.0,0.0,0.0,0.0
955,Scenario-3_test11_829-862,"(40.0, 60.0]","(833.0, 835.0]",0.0,0.0,0.0,0.0
