begin;end;id;id2;sampledSeconds;traveltime;overlapTraveltime;density;laneDensity;occupancy;waitingTime;timeLoss;speed;speedRelative;departed;arrived;entered;left;laneChangedFrom;laneChangedTo
40;42;dump;E2;5,67;5,68;6,25;56,69;56,69;25,51;0;0,68;8,8;0,44;0;2;1;0;0;0
40;42;dump;link;11,56;11,72;12,27;57,79;57,79;28,03;0;1,67;8,56;0,43;0;0;0;1;0;0
42;44;dump;-E0;4;5,69;6,26;40;40;19,36;0;0,49;8,78;0,44;0;1;0;0;0;0
42;44;dump;-E2;2;6,03;6,63;20;20;10;0;0,34;8,29;0,41;0;0;0;0;0;0
42;44;dump;-link;6,38;11,65;12,26;31,88;31,88;15,29;0;0,92;8,56;0,43;0;0;0;0;0;0
42;44;dump;E0;8;14,03;15,43;80;80;40;0;5,15;3,56;0,18;1;0;0;0;0;0
42;44;dump;E2;5,16;5,72;6,28;51,62;51,62;24,32;0;0,64;8,76;0,44;0;1;1;0;0;0
42;44;dump;link;9,38;11,77;12,32;46,92;46,92;22,76;0;1,38;8,53;0,43;0;0;0;1;0;0
44;46;dump;-E0;2,44;5,45;5,99;24,4;24,4;10,73;0;0,2;9,18;0,46;0;0;1;0;0;0
44;46;dump;-E2;1,41;5,13;5,7;14,13;14,13;5,74;0;0,05;9,65;0,48;1;0;0;1;0;0
44;46;dump;-link;7,1;11,34;12,02;35,52;35,52;16,72;0;0,9;8,74;0,44;0;0;1;1;0;0
44;46;dump;E0;10;22,45;24,7;100;100;50;1;7,77;2,23;0,11;0;0;0;0;0;0
44;46;dump;E2;4,17;5,87;6,46;41,73;41,73;20,1;0;0,62;8,51;0,43;0;0;1;0;0;0
44;46;dump;link;8;11,91;12,57;40;40;19,94;0;1,32;8,35;0,42;0;0;0;1;0;0
46;48;dump;-E0;3,84;5,68;6,18;38,4;38,4;17,71;0;0,42;8,9;0,44;0;1;0;0;0;0
46;48;dump;-E2;2;12,64;13,91;20;20;10;0;1,21;3,95;0,2;1;0;0;0;0;0
46;48;dump;-link;6,19;11,33;11,92;30,94;30,94;15,07;0;0,73;8,81;0,44;0;0;0;0;0;0
46;48;dump;E0;11;28,29;31,12;110;110;55;2;9,06;1,77;0,09;1;0;0;0;0;0
46;48;dump;E2;5,19;5,55;6,14;51,89;51,89;24,26;0;0,54;8,96;0,45;0;1;1;0;0;0
46;48;dump;link;6,4;12,3;12,77;31,99;31,99;15,28;0;1,14;8,22;0,41;0;0;0;1;0;0
48;50;dump;-E0;2,57;5,91;6,51;25,65;25,65;11,24;0;0,4;8,45;0,42;0;0;1;0;0;0
48;50;dump;-E2;4;9,87;10,86;40;40;20;0;1,97;5,06;0,25;0;0;0;0;0;0
48;50;dump;-link;6;10,87;11,59;30;30;14,35;0;0,57;9,06;0,45;0;0;0;1;0;0
48;50;dump;E0;12;49,33;54,26;120;120;60;4;10,78;1,01;0,05;0;0;0;0;0;0
48;50;dump;E2;5,13;5,43;5,98;51,26;51,26;23,43;0;0,41;9,2;0,46;0;1;1;0;0;0
48;50;dump;link;4,35;12,88;13,22;21,76;21,76;10,25;0;0,9;7,94;0,4;0;0;0;1;0;0
50;52;dump;-E0;4,37;5,97;6,43;43,73;43,73;18,96;0;0,63;8,55;0,43;0;1;1;0;0;0
50;52;dump;-E2;4;6,44;7,08;40;40;20;0;0,89;7,77;0,39;0;0;0;0;0;0
50;52;dump;-link;4,07;11,89;12,74;20,34;20,34;9,49;0;0,71;8,24;0,41;0;0;0;1;0;0
50;52;dump;E0;13;102,25;112,47;130;130;65;7;12,36;0,49;0,02;1;0;0;0;0;0
50;52;dump;E2;6,19;5,52;6,08;61,93;61,93;27,89;0;0,59;9,04;0,45;0;1;1;0;0;0
50;52;dump;link;2,39;10,56;11,08;11,94;11,94;5,22;0;0,12;9,48;0,47;0;0;0;1;0;0
52;54;dump;-E0;4;5,65;6,21;40;40;19,92;0;0,46;8,85;0,44;0;0;0;0;0;0
52;54;dump;-E2;2,81;5,42;5,95;28,1;28,1;12,71;0;0,21;9,24;0,46;0;0;0;1;0;0
52;54;dump;-link;3,84;10,53;11,08;19,2;19,2;8,65;0;0,2;9,48;0,47;0;0;1;0;0;0
52;54;dump;E0;14;125,43;137,98;140;140;70;10;13,44;0,4;0,02;0;0;0;0;0;0
52;54;dump;E2;5,77;5,43;5,99;57,7;57,7;27,03;0;0,47;9,19;0,46;0;1;0;0;0;0
52;54;dump;link;0,3;;11,61;1,5;1,5;0,2;0;0,03;9,04;0,45;0;0;0;0;0;0
54;56;dump;-E0;4,59;5,99;6,66;45,89;45,89;20,55;0;0,8;8,26;0,41;0;1;1;0;0;0
54;56;dump;-E2;1,53;5,12;5,78;15,33;15,33;6,28;0;0,07;9,52;0,48;1;0;0;1;0;0
54;56;dump;-link;4,92;10,8;11,28;24,61;24,61;10,97;0;0,34;9,31;0,47;0;0;1;1;0;0
54;56;dump;E0;14;893,26;982,59;140;140;70;12;13,92;0,06;0;0;0;0;0;0;0
54;56;dump;E2;3,99;5,74;6,3;39,93;39,93;18,54;0;0,51;8,72;0,44;0;1;0;0;0;0
56;58;dump;-E0;3,73;5,19;5,7;37,34;37,34;17,37;0;0,13;9,64;0,48;0;1;0;0;0;0
56;58;dump;-E2;2;5,26;5,78;20;20;10;0;0,1;9,51;0,48;0;0;0;0;0;0
56;58;dump;-link;4;11,14;11,7;20;20;10;0;0,41;8,98;0,45;0;0;0;0;0;0
56;58;dump;E0;14;4446,66;4891,32;140;140;70;14;13,98;0,01;0;0;0;0;0;0;0
56;58;dump;E2;1,75;5,29;5,78;17,5;17,5;7,46;0;0,08;9,52;0,48;0;1;0;0;0;0
58;60;dump;-E0;2;5,29;5,82;20;20;10;0;0,11;9,45;0,47;0;0;0;0;0;0
58;60;dump;-E2;3;5,82;6,4;30;30;15;0;0,42;8,59;0,43;2;0;0;0;0;0
58;60;dump;-link;4;10,34;10,86;20;20;10;0;0,13;9,67;0,48;0;0;0;0;0;0
58;60;dump;E0;14;29801,91;32782,1;140;140;70;14;14;0;0;0;0;0;0;0;0
60;62;dump;-E0;1;5,41;5,95;10;10;4,37;0;0,08;9,24;0,46;0;1;0;0;0;0
60;62;dump;-E2;5,65;6,23;6,81;56,49;56,49;26,78;0;1,08;8,08;0,4;1;0;0;1;0;0
60;62;dump;-link;4,92;10,88;11,43;24,62;24,62;11,58;0;0,4;9,19;0,46;0;0;1;0;0;0
60;62;dump;E0;13,3;155,74;81,85;133;133;64,31;11;12,41;0,67;0,03;0;0;0;1;0;0
60;62;dump;link;1,71;16,97;17,82;8,54;8,54;2,79;0;0,7;5,89;0,29;0;0;1;0;0;0
62;64;dump;-E0;0,96;5,08;5,58;9,56;9,56;3,51;0;0,01;9,85;0,49;0;0;1;0;0;0
62;64;dump;-E2;6;6,98;7,59;60;60;29,78;0;1,65;7,24;0,36;1;0;0;1;0;0
62;64;dump;-link;5,75;10,98;11,44;28,75;28,75;13,32;0;0,47;9,18;0,46;0;0;1;1;0;0
62;64;dump;E0;11,47;46,41;38,16;114,74;114,74;55,47;7;9,82;1,44;0,07;0;0;0;1;0;0
62;64;dump;link;3,28;12,35;12,97;16,38;16,38;7,23;0;0,62;8,1;0,4;0;0;1;0;0;0
64;66;dump;-E0;2,08;5,4;5,94;20,79;20,79;10,03;0;0,15;9,25;0,46;0;0;1;0;0;0
64;66;dump;-E2;6,31;7,47;8,04;63,06;63,06;30,45;0;1,99;6,84;0,34;0;0;0;0;0;0
64;66;dump;-link;6;10,73;11,28;30;30;14,74;0;0,41;9,31;0,47;0;0;0;1;0;0
64;66;dump;E0;9,6;19,92;19,01;96;96;46,68;3;6,82;2,89;0,14;0;0;0;1;0;0
64;66;dump;link;4,92;11,18;11,74;24,59;24,59;11,63;0;0,52;8,95;0,45;0;0;1;0;0;0
66;68;dump;-E0;4;5,3;5,83;40;40;19,05;0;0,22;9,44;0,47;0;0;0;0;0;0
66;68;dump;-E2;5,79;7,07;7,62;57,93;57,93;27,49;0;1,61;7,22;0,36;1;0;0;1;0;0
66;68;dump;-link;6,22;10,81;11,31;31,08;31,08;14,18;0;0,45;9,28;0,46;0;0;1;0;0;0
66;68;dump;E0;7,58;11,6;11,92;75,79;75,79;36,32;0;4,08;4,62;0,23;1;0;0;1;0;0
66;68;dump;link;7,03;12,13;12,73;35,16;35,16;16,81;0;1,23;8,25;0,41;0;0;1;0;0;0
68;70;dump;-E0;2,88;5,39;5,96;28,78;28,78;13,01;0;0,22;9,23;0,46;0;1;0;0;0;0
68;70;dump;-E2;5,12;6,31;6,86;51,18;51,18;24,19;0;1,01;8,02;0,4;0;0;0;1;0;0
68;70;dump;-link;7,44;10,93;11,48;37,19;37,19;17,88;0;0,63;9,15;0,46;0;0;1;0;0;0
68;70;dump;E0;7,84;9,43;9,95;78,45;78,45;37,7;0;3,51;5,53;0,28;0;0;0;1;0;0
68;70;dump;link;8,75;12,82;13,46;43,77;43,77;21,12;0;1,93;7,8;0,39;0;0;1;0;0;0
70;72;dump;-E0;1,8;5,23;5,81;17,99;17,99;7,64;0;0,1;9,46;0,47;0;1;0;0;0;0
70;72;dump;-E2;3,34;6,5;7,03;33,38;33,38;15,25;0;0,73;7,83;0,39;0;0;0;1;0;0
70;72;dump;-link;9,24;10,86;11,4;46,19;46,19;22,35;0;0,73;9,21;0,46;0;0;1;0;0;0
70;72;dump;E0;7;7,66;8,34;70;70;33,73;0;2,38;6,6;0,33;1;0;0;1;0;0
70;72;dump;link;10,58;13,01;13,66;52,88;52,88;25,61;0;2,45;7,69;0,38;0;0;1;0;0;0
72;74;dump;-E0;1,98;6,06;6,66;19,84;19,84;8,36;0;0,35;8,26;0,41;0;0;1;0;0;0
72;74;dump;-E2;2,4;6,01;6,49;24;24;10,57;0;0,37;8,48;0,42;1;0;0;1;0;0
72;74;dump;-link;9,77;10,97;11,61;48,85;48,85;22,97;0;0,93;9,05;0,45;0;0;1;1;0;0
72;74;dump;E0;6,1;7,8;8,43;60,96;60,96;29,5;0;2,12;6,52;0,33;1;0;0;1;0;0
72;74;dump;link;12,35;16,4;17,22;61,77;61,77;30,23;0;4,82;6,1;0,3;0;0;1;0;0;0
74;76;dump;-E0;3,63;5,18;5,7;36,3;36,3;16,9;0;0,13;9,65;0,48;0;0;1;0;0;0
74;76;dump;-E2;3;6,08;6,69;30;30;15;0;0,53;8,22;0,41;1;0;0;0;0;0
74;76;dump;-link;8,86;10,7;11,19;44,3;44,3;21,53;0;0,55;9,38;0,47;0;0;0;1;0;0
74;76;dump;E0;6,33;7,57;8,34;63,29;63,29;30,34;0;2,16;6,59;0,33;1;0;0;0;0;0
74;76;dump;link;14;18,92;19,86;70;70;34,81;1;6,6;5,29;0,26;0;0;0;0;0;0
76;78;dump;-E0;4,74;5,31;5,87;47,35;47,35;21,73;0;0,3;9,37;0,47;0;1;1;0;0;0
76;78;dump;-E2;4;5,64;6,21;40;40;20;0;0,46;8,86;0,44;0;0;0;0;0;0
76;78;dump;-link;7,77;10,76;11,26;38,84;38,84;18,78;0;0,52;9,33;0,47;0;0;0;1;0;0
76;78;dump;E0;6,84;8,22;8,84;68,4;68,4;32,53;0;2,59;6,22;0,31;1;0;0;1;0;0
76;78;dump;link;15,81;23,54;24,72;79,07;79,07;38,7;2;9,1;4,25;0,21;0;0;1;0;0;0
78;80;dump;-E0;4,83;5,68;6,21;48,34;48,34;21,9;0;0,56;8,85;0,44;0;1;1;0;0;0
78;80;dump;-E2;2,59;5,15;5,67;25,87;25,87;11,64;0;0,08;9,7;0,49;0;0;0;1;0;0
78;80;dump;-link;7,68;10,96;11,59;38,38;38,38;17,79;0;0,72;9,06;0,45;0;0;1;1;0;0
78;80;dump;E0;7,33;8,59;9,19;73,28;73,28;35,04;0;2,94;5,99;0,3;1;0;0;1;0;0
78;80;dump;link;17,31;29,43;30,9;86,55;86,55;42,45;4;11,43;3,4;0,17;0;0;1;0;0;0
80;82;dump;-E0;4,15;5,84;6,43;41,49;41,49;20,11;0;0,6;8,56;0,43;0;0;1;0;0;0
80;82;dump;-E2;1,03;6,71;7,39;10,26;10,26;3,45;0;0,26;7,45;0,37;0;0;0;1;0;0
80;82;dump;-link;7,63;11,71;12,26;38,16;38,16;18,18;0;1,1;8,56;0,43;0;0;1;1;0;0
80;82;dump;E0;7,38;9,44;9,99;73,82;73,82;35,28;0;3,32;5,51;0,28;0;0;0;1;0;0
80;82;dump;E2;1,6;11,21;12,33;16,02;16,02;4,48;0;0,89;4,46;0,22;0;0;1;0;0;0
80;82;dump;link;18,85;31,12;32,12;94,24;94,24;45,03;3;12,69;3,27;0,16;0;0;1;1;0;0
82;84;dump;-E0;5,54;5,58;6,08;55,38;55,38;25,62;0;0,53;9,04;0,45;0;1;1;0;0;0
82;84;dump;-link;6,39;11,58;12,13;31,96;31,96;15,34;0;0,86;8,65;0,43;0;0;0;1;0;0
82;84;dump;E0;5,9;7,57;8,45;58,99;58,99;27,38;0;2,06;6,51;0,33;1;0;0;1;0;0
82;84;dump;E2;2,71;6,18;6,8;27,06;27,06;11,52;0;0,52;8,09;0,4;0;0;1;0;0;0
82;84;dump;link;18,93;32,77;33,14;94,65;94,65;45,47;1;12,93;3,17;0,16;0;0;1;1;0;0
84;86;dump;-E0;5;5,69;6,25;50;50;23,58;0;0,6;8,8;0,44;0;1;0;0;0;0
84;86;dump;-E2;1;5,73;6,3;10;10;5;0;0,13;8,73;0,44;1;0;0;0;0;0
84;86;dump;-link;4,55;11,11;11,71;22,74;22,74;10,65;0;0,47;8,97;0,45;0;0;0;0;0;0
84;86;dump;E0;6;8,36;9,19;60;60;29,28;0;2,41;5,98;0,3;1;0;0;1;0;0
84;86;dump;E2;4,6;5,31;5,84;46,02;46,02;21,51;0;0,27;9,42;0,47;0;0;1;0;0;0
84;86;dump;link;18,51;30,37;30,19;92,56;92,56;44,55;0;12,07;3,48;0,17;0;0;1;1;0;0
86;88;dump;-E0;3,99;5,66;6,21;39,88;39,88;18,55;0;0,46;8,86;0,44;0;1;0;0;0;0
86;88;dump;-E2;3;5,87;6,46;30;30;15;0;0,44;8,52;0,43;2;0;0;0;0;0
86;88;dump;-link;4;11,06;11,61;20;20;10;0;0,38;9,04;0,45;0;0;0;0;0;0
86;88;dump;E0;6,42;7,03;7,89;64,17;64,17;30,43;0;1,94;6,97;0,35;1;0;0;0;0;0
86;88;dump;E2;5,62;5,99;6,52;56,16;56,16;25,9;0;0,88;8,43;0,42;0;1;1;0;0;0
86;88;dump;link;17,97;26,04;26,31;89,87;89,87;43,95;0;10,8;3,99;0,2;0;0;0;1;0;0
88;90;dump;-E0;2,87;5,45;5,97;28,7;28,7;12,27;0;0,23;9,22;0,46;0;1;1;0;0;0
88;90;dump;-E2;6;7,37;7,99;60;60;29,78;0;1,87;6,88;0,34;0;0;0;1;0;0
88;90;dump;-link;3,87;11,92;12,35;19,34;19,34;8,58;0;0,58;8,5;0,42;0;0;1;1;0;0
88;90;dump;E0;6,95;8,52;9,22;69,5;69,5;32,92;0;2,8;5,97;0,3;1;0;0;1;0;0
88;90;dump;E2;5,98;6,49;7,06;59,81;59,81;27,45;0;1,32;7,78;0,39;0;1;1;0;0;0
88;90;dump;link;17,77;24,11;25,2;88,85;88,85;43,42;0;10,36;4,17;0,21;0;0;1;1;0;0
90;92;dump;-E0;2;5,31;5,84;20;20;10;0;0,12;9,41;0,47;0;0;0;0;0;0
90;92;dump;-E2;5,33;5,8;6,37;53,32;53,32;25,49;0;0,73;8,64;0,43;1;0;0;0;0;0
90;92;dump;-link;4;10,74;11,27;20;20;9,74;0;0,27;9,31;0,47;0;0;0;0;0;0
90;92;dump;E0;7,74;9,7;10,59;77,43;77,43;36,31;0;3,72;5,2;0,26;0;0;0;1;0;0
90;92;dump;E2;5,85;5,68;6,29;58,47;58,47;26,51;0;0,74;8,74;0,44;0;1;1;0;0;0
