Generations;0;1;2;3;4
0;-0.012816581140651815;-0.01192854803841528;-0.014597952365208604;-0.01421164007499212;-0.013680256192574073
1;-0.009618824962630943;-0.010861261429212617;-0.011522681233026423;-0.007849792849271042;-0.006979312081068103
2;-0.00830079285206504;-0.009055740149474936;-0.00916484285591084;-0.0063079079095889196;-0.0064823269258603875
3;-0.007046446334476578;-0.007283425285486567;-0.006719050227349171;-0.005922555032888519;-0.006271984297556067
4;-0.00592109715693412;-0.005916184944796648;-0.00598754547879823;-0.005507063335623398;-0.005878869227900142
5;-0.005707821078644423;-0.005658752884186535;-0.00598754547879823;-0.005507063335623398;-0.005878869227900142
6;-0.005636014505175383;-0.005658752884186535;-0.00598754547879823;-0.005507063335623398;-0.005629896472361432
7;-0.005571782091815715;-0.005483562466220284;-0.005813052638705251;-0.005437919359242522;-0.005577570701817201
8;-0.00523477058566865;-0.0052918553926989955;-0.005394003802065063;-0.005281079250079936;-0.005410303326983314
9;-0.005173356035797077;-0.005208085755077561;-0.005388505518415749;-0.005229745714582193;-0.005314366261058841
10;-0.005173356035797077;-0.005184416893026431;-0.005322007591700632;-0.005229745714582193;-0.005273283782273997
11;-0.0051454214304968845;-0.005177078722738298;-0.0052894744458331;-0.00516464499246292;-0.0052511836366350385
12;-0.0051454214304968845;-0.005177078722738298;-0.005248980948748179;-0.00514039939568532;-0.005233627406353133
13;-0.005130725923011779;-0.005173338399961061;-0.005234163375617618;-0.005135150227154506;-0.005099510883841741
14;-0.0051216643920198555;-0.005138331192596817;-0.005201540852328257;-0.005122005953643347;-0.0050990380703514315
15;-0.005113592692999072;-0.005120639574485457;-0.005186338153494177;-0.0051152255743986816;-0.005093460065227699
16;-0.005113592692999072;-0.005105718495974897;-0.005139282945646839;-0.005086801203798337;-0.005068701476785759
17;-0.005099949426081126;-0.005077837291454592;-0.005124797301633837;-0.005086801203798337;-0.005068701476785759
18;-0.005091829862398839;-0.005077837291454592;-0.005097100304848716;-0.005068287639956018;-0.005068701476785759
19;-0.005090709323544715;-0.005077837291454592;-0.0050965569937996185;-0.005068287639956018;-0.005065582624546479
20;-0.00508333842713159;-0.005066397286597959;-0.0050965569937996185;-0.005060271721980716;-0.005062048337365394
21;-0.00508333842713159;-0.005063574923113625;-0.005075752942476835;-0.0050548987413775535;-0.005052227865285954
22;-0.005066459867153184;-0.005050545466819062;-0.00506822601465085;-0.0050548987413775535;-0.005052227865285954
23;-0.005066459867153184;-0.005050545466819062;-0.005063707684062052;-0.005052420848939497;-0.005052227865285954
24;-0.005066459867153184;-0.005050545466819062;-0.005063707684062052;-0.005045411036912692;-0.005051082027403021
25;-0.005066459867153184;-0.005050545466819062;-0.005063707684062052;-0.005045411036912692;-0.0050471137309843666
26;-0.005066459867153184;-0.005050545466819062;-0.005063707684062052;-0.005045291459017741;-0.005044154317755475
27;-0.005066459867153184;-0.005050545466819062;-0.005062330895671732;-0.005044655647487066;-0.005044154317755475
28;-0.005063905336036896;-0.005050545466819062;-0.005061816001314419;-0.005044655647487066;-0.005043893541529599
29;-0.005063905336036896;-0.005050545466819062;-0.005061816001314419;-0.005043969728304126;-0.005043885980329858
30;-0.005063905336036896;-0.005050049822619815;-0.005048738229389428;-0.005043969728304126;-0.005042546385468651
31;-0.005063905336036896;-0.005050049822619815;-0.005048738229389428;-0.005043322710659211;-0.005042517577469726
32;-0.005063905336036896;-0.005050049822619815;-0.005048738229389428;-0.005043214122523125;-0.005042517577469726
33;-0.0050632556542330506;-0.005050049822619815;-0.005048738229389428;-0.005042210355720989;-0.005042517577469726
34;-0.005056188093129101;-0.005050049822619815;-0.005048092636263627;-0.005042101752375982;-0.00504251001420674
35;-0.005052929223832366;-0.005050049822619815;-0.005048092636263627;-0.005041928313610503;-0.00504251001420674
36;-0.005052929223832366;-0.005050049822619815;-0.005048092636263627;-0.005041819704190166;-0.00504251001420674
37;-0.005052278130590117;-0.005050049822619815;-0.005048092636263627;-0.005041819704190166;-0.00504251001420674
38;-0.005052278130590117;-0.005049189616945903;-0.005048092636263627;-0.005041819704190166;-0.0050423170679985176
39;-0.005052278130590117;-0.005049189616945903;-0.005048092636263627;-0.005041819704190166;-0.0050423095044347735
40;-0.005052278130590117;-0.005049189616945903;-0.005048092636263627;-0.005041819704190166;-0.0050423095044347735
41;-0.005050254788846837;-0.005049189616945903;-0.00504632166562424;-0.005041819704190166;-0.0050423095044347735
42;-0.005050254788846837;-0.005049189616945903;-0.005045675763299636;-0.005041819704190166;-0.0050423095044347735
43;-0.0050489059506667626;-0.005049189616945903;-0.005045675763299636;-0.005041415596276941;-0.0050423095044347735
44;-0.0050489059506667626;-0.005049189616945903;-0.005045047100535489;-0.005041415596276941;-0.0050423095044347735
45;-0.0050489059506667626;-0.005049189616945903;-0.005045047100535489;-0.005041415596276941;-0.005042215566039636
46;-0.0050489059506667626;-0.005049189616945903;-0.005045047100535489;-0.005041415596276941;-0.005042215566039636
47;-0.005047719116430773;-0.00504860911890502;-0.005045047100535489;-0.005041415596276941;-0.005042215566039636
48;-0.005047719116430773;-0.005047778432976322;-0.005043601562140722;-0.005041415596276941;-0.005042215566039636
49;-0.005047719116430773;-0.005047778432976322;-0.005042972640804283;-0.005041415596276941;-0.005042215566039636
50;-0.005047719116430773;-0.005046900395471865;-0.005042972640804283;-0.0050405610696376835;-0.005042146770208559
51;-0.005047719116430773;-0.005046900395471865;-0.005042972640804283;-0.0050405610696376835;-0.005041875382401289
52;-0.005044036038758354;-0.005046900395471865;-0.005042972640804283;-0.0050405610696376835;-0.005041875382401289
53;-0.005042848057965377;-0.005046319637123327;-0.005042972640804283;-0.005040541265624647;-0.005041875382401289
54;-0.005042848057965377;-0.005046319637123327;-0.005042972640804283;-0.005040541265624647;-0.005041806581928381
55;-0.005042095160196506;-0.005046319637123327;-0.005042972640804283;-0.005040541265624647;-0.005041763390977354
56;-0.005042095160196506;-0.005046319637123327;-0.005042972640804283;-0.005040541265624647;-0.005041763390977354
57;-0.005042095160196506;-0.005046319637123327;-0.005042972640804283;-0.005040541265624647;-0.005041714688934157
58;-0.005042095160196506;-0.005046319637123327;-0.0050429527004291095;-0.005040541265624647;-0.005041714688934157
59;-0.005042095160196506;-0.005046319637123327;-0.0050429527004291095;-0.005040541265624647;-0.005041714688934157
